"Ind1","Ind2","k0_hat","k1_hat","k2_hat","pi_HAT","nbSNP","Band_ind1","Site_ind1","Type_ind1","FamilyID_ind1","Nest_ind1","Brood_ind1","clutch_id_ind1","Band_ind2","Site_ind2","Type_ind2","FamilyID_ind2","Nest_ind2","Brood_ind2","clutch_id_ind2"
"CO_57505","CO_82973",0.99,0.009,0.001,0.005,55701,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-82973","Cooks","kid","Cooks-23",22,"1","Cooks_22_1"
"CO_57505","CO_82976",0.993,0.006,0,0.003,54931,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-82976","Schaaps","kid","Schaaps-108",32,"1","Schaaps_32_1"
"CO_57505","CO_82981",0.992,0.007,0.001,0.005,60550,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-82981","Blue Cloud","kid","BlueCloud-14",22,"1","Blue Cloud_22_2"
"CO_57505","CO_82980",0.99,0.009,0.001,0.005,56887,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-82980","Blue Cloud","kid","BlueCloud-14",22,"1","Blue Cloud_22_2"
"CO_57505","CO_82979",0.991,0.009,0,0.005,56431,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-82979","Blue Cloud","kid","BlueCloud-14",22,"1","Blue Cloud_22_2"
"CO_57505","CO_82982",0.989,0.01,0.001,0.006,59902,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-82982","Blue Cloud","kid","BlueCloud-14",22,"1","Blue Cloud_22_2"
"CO_57505","CO_82978",0.987,0.012,0.001,0.007,57591,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-82978","Hepp (near Cook)","kid","Cooks-31",1,"1","Hepp (near Cook)_1_1"
"CO_57505","CO_82987",0.991,0.008,0.001,0.005,55761,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-82987","Cathys","kid","Cathys-03",1,"1","Mary Anns_1_2"
"CO_57505","CO_82985",0.99,0.01,0.001,0.005,59133,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-82985","Cathys","kid","Cathys-03",1,"1","Mary Anns_1_2"
"CO_57505","CO_82970",0.326,0.568,0.106,0.39,57952,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-82970","Cooks","kid","Cooks-23",22,"1","Cooks_22_1"
"CO_57505","CO_82983",0.991,0.009,0,0.004,60978,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-82983","Blue Cloud","kid","BlueCloud-14",22,"1","Blue Cloud_22_2"
"CO_57505","CO_82989",0.985,0.01,0.005,0.01,58598,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-82989","Schaaps","kid","Schaaps-54",33,"1","Schaaps_33_2"
"CO_57505","CO_82988",0.989,0.01,0.001,0.006,61572,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-82988","Schaaps","kid","Schaaps-54",33,"1","Schaaps_33_2"
"CO_57505","CO_82984",0.991,0.009,0,0.005,52092,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-82984","Cathys","kid","Cathys-03",1,"1","Mary Anns_1_2"
"CO_57505","CO_83018",0.33,0.552,0.118,0.394,54527,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83018","Cooks","kid","Cooks-23",32,"2","Cooks_32_2"
"CO_57505","CO_82986",0.991,0.009,0,0.005,55865,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-82986","Cathys","kid","Cathys-03",1,"1","Mary Anns_1_2"
"CO_57505","CO_83029",0.991,0.007,0.003,0.006,58580,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83029","Schaaps","kid","Schaaps-108",97,"2","Schaaps_97_2"
"CO_57505","CO_82990",0.988,0.012,0,0.006,67562,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-82990","Schaaps","kid","Schaaps-54",33,"1","Schaaps_33_2"
"CO_57505","CO_83032",0.993,0.006,0,0.003,60182,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83032","Schaaps","kid","Schaaps-108",97,"2","Schaaps_97_2"
"CO_57505","CO_83031",0.99,0.01,0,0.005,59687,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83031","Schaaps","kid","Schaaps-108",97,"2","Schaaps_97_2"
"CO_57505","CO_83020",0.387,0.457,0.156,0.385,50823,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83020","Cooks","kid","Cooks-23",32,"2","Cooks_32_2"
"CO_57505","CO_83030",0.99,0.01,0,0.005,55487,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83030","Schaaps","kid","Schaaps-108",97,"2","Schaaps_97_2"
"CO_57505","CO_82977",0.304,0.577,0.119,0.408,59602,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-82977","Hepp (near Cook)","kid","Cooks-31",1,"1","Hepp (near Cook)_1_1"
"CO_57505","CO_83035",0.995,0.005,0,0.003,58379,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83035","Cooks","kid","Cooks-24",33,"2","Cooks_33_2"
"CO_57505","CO_83036",0.991,0.009,0,0.004,66984,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83036","Cooks","kid","Cooks-24",33,"2","Cooks_33_2"
"CO_57505","CO_83033",0.993,0.007,0,0.003,57261,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83033","Cooks","kid","Cooks-24",33,"2","Cooks_33_2"
"CO_57505","CO_83034",0.994,0.006,0,0.003,57337,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83034","Cooks","kid","Cooks-24",33,"2","Cooks_33_2"
"CO_57505","CO_83039",0.994,0.006,0,0.003,60878,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83039","Struthers","kid","Struthers-20",10,"2","Struthers_10_2"
"CO_57505","CO_83038",0.989,0.011,0,0.005,61764,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83038","Struthers","kid","Struthers-20",10,"2","Struthers_10_2"
"CO_57505","CO_83022",0.336,0.532,0.132,0.398,55870,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83022","Cooks","kid","Cooks-23",32,"2","Cooks_32_2"
"CO_57505","CO_83040",0.992,0.007,0,0.004,65532,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83040","Struthers","kid","Struthers-20",10,"2","Struthers_10_2"
"CO_57505","CO_83045",0.996,0.001,0.003,0.004,60231,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83045","Schaaps","kid","Schaaps-80",80,"2","Schaaps_80_2"
"CO_57505","CO_83044",0.988,0.012,0.001,0.007,64197,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83044","Schaaps","kid","Schaaps-80",80,"2","Schaaps_80_2"
"CO_57505","CO_83205",0.992,0.006,0.002,0.005,63733,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83205","Make Believe","kid","MakeBelieve-26",34,"1","Make Believe_34_1"
"CO_57505","CO_83037",0.993,0.007,0,0.003,65921,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83037","Struthers","kid","Struthers-20",10,"2","Struthers_10_2"
"CO_57505","CO_83043",0.989,0.01,0.001,0.006,65253,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83043","Make Believe","kid","MakeBelieve-20",73,"2","Make Believe_73_2"
"CO_57505","CO_83041",0.989,0.011,0,0.006,60906,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83041","Make Believe","kid","MakeBelieve-20",73,"2","Make Believe_73_2"
"CO_57505","CO_83046",0.991,0.009,0,0.005,65227,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83046","Schaaps","kid","Schaaps-80",80,"2","Schaaps_80_2"
"CO_57505","CO_83019",0.348,0.509,0.143,0.397,55065,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83019","Cooks","kid","Cooks-23",32,"2","Cooks_32_2"
"CO_57505","CO_83206",0.992,0.008,0,0.004,68185,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83206","Make Believe","kid","MakeBelieve-26",34,"1","Make Believe_34_1"
"CO_57505","CO_83208",0.993,0.007,0,0.004,63311,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83208","Make Believe","kid","MakeBelieve-26",34,"1","Make Believe_34_1"
"CO_57505","CO_83207",0.993,0.007,0,0.004,52309,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83207","Make Believe","kid","MakeBelieve-26",34,"1","Make Believe_34_1"
"CO_57505","CO_83042",0.988,0.012,0,0.006,64687,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83042","Make Believe","kid","MakeBelieve-20",73,"2","Make Believe_73_2"
"CO_57505","CO_83210",0.991,0.008,0.001,0.005,62255,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83210","Struthers","kid","Struthers-20",20,"1","Struthers_20_1"
"CO_57505","CO_83212",0.993,0.006,0,0.004,67079,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83212","Struthers","kid","Struthers-20",20,"1","Struthers_20_1"
"CO_57505","CO_83209",0.994,0.006,0,0.003,66988,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83209","Make Believe","kid","MakeBelieve-26",34,"1","Make Believe_34_1"
"CO_57505","CO_83211",0.993,0.007,0,0.003,63781,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83211","Struthers","kid","Struthers-20",20,"1","Struthers_20_1"
"CO_57505","CO_83213",0.992,0.008,0,0.004,59549,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83213","Struthers","kid","Struthers-20",20,"1","Struthers_20_1"
"CO_57505","CO_83401",0.991,0.009,0,0.004,63231,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83401","Make Believe","kid","MakeBelieve-69",14,"1","Make Believe_14_1"
"CO_57505","CO_83214",0.991,0.009,0,0.004,61319,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83214","Cooks","kid","Cooks-27",29,"2","Cooks_29_2"
"CO_57505","CO_83216",0.989,0.011,0,0.006,62016,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83216","Cooks","kid","Cooks-27",29,"2","Cooks_29_2"
"CO_57505","CO_83407",0.986,0.006,0.008,0.011,62413,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83407","Blue Cloud","kid","BlueCloud-09",21,"1","Blue Cloud_21_1"
"CO_57505","CO_83403",0.991,0.009,0,0.005,64318,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83403","Make Believe","kid","MakeBelieve-69",14,"1","Make Believe_14_1"
"CO_57505","CO_83217",0.988,0.012,0,0.006,60321,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83217","Cooks","kid","Cooks-27",29,"2","Cooks_29_2"
"CO_57505","CO_83402",0.987,0.013,0,0.007,60150,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83402","Make Believe","kid","MakeBelieve-69",14,"1","Make Believe_14_1"
"CO_57505","CO_83215",0.988,0.012,0,0.006,58631,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83215","Cooks","kid","Cooks-27",29,"2","Cooks_29_2"
"CO_57505","CO_83405",0.988,0.011,0.001,0.007,56922,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83405","Blue Cloud","kid","BlueCloud-09",21,"1","Blue Cloud_21_1"
"CO_57505","CO_83404",0.988,0.012,0,0.006,63606,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83404","Blue Cloud","kid","BlueCloud-09",21,"1","Blue Cloud_21_1"
"CO_57505","CO_E02",0.993,0.006,0,0.003,59935,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E02","Urban Farm Girlz","egg","UrbanFarm-02",2,"collected","UrbanFarm-02_collected"
"CO_57505","CO_83406",0.99,0.01,0,0.005,64966,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83406","Blue Cloud","kid","BlueCloud-09",21,"1","Blue Cloud_21_1"
"CO_57505","CO_E03",0.993,0.007,0,0.004,64609,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E03","Urban Farm Girlz","egg","UrbanFarm-02",2,"collected","UrbanFarm-02_collected"
"CO_57505","CO_83408",0.985,0.015,0.001,0.008,64575,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-83408","Blue Cloud","kid","BlueCloud-09",21,"1","Blue Cloud_21_1"
"CO_57505","CO_E06",0.994,0.005,0,0.003,57243,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E06","Make Believe","egg","MakeBelieve-26",26,"collected","MakeBelieve-26_collected"
"CO_57505","CO_E05",0.995,0.005,0,0.003,60570,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E05","Make Believe","egg","MakeBelieve-26",26,"collected","MakeBelieve-26_collected"
"CO_57505","CO_E07",0.993,0.006,0,0.003,66589,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E07","Make Believe","egg","MakeBelieve-26",26,"collected","MakeBelieve-26_collected"
"CO_57505","CO_E17",0.33,0.553,0.118,0.394,58761,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E17","Cooks","egg","Cooks-23",23,"collected","Cooks-23_collected"
"CO_57505","CO_E08",0.994,0.006,0,0.003,61295,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E08","Make Believe","egg","MakeBelieve-26",26,"collected","MakeBelieve-26_collected"
"CO_57505","CO_E04",0.992,0.008,0,0.004,59434,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E04","Urban Farm Girlz","egg","UrbanFarm-02",2,"collected","UrbanFarm-02_collected"
"CO_57505","CO_E01",0.991,0.009,0,0.005,54975,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E01","Urban Farm Girlz","egg","UrbanFarm-02",2,"collected","UrbanFarm-02_collected"
"CO_57505","CO_E09",0.993,0.007,0,0.004,57131,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E09","Make Believe","egg","MakeBelieve-26",26,"collected","MakeBelieve-26_collected"
"CO_57505","CO_E22",0.993,0.007,0.001,0.004,62849,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E22","Make Believe","egg","MakeBelieve-69",69,"collected","MakeBelieve-69_collected"
"CO_57505","CO_E16",0.265,0.654,0.082,0.408,70721,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E16","Cooks","egg","Cooks-23",23,"collected","Cooks-23_collected"
"CO_57505","CO_E24",0.987,0.011,0.002,0.007,62180,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E24","Make Believe","egg","MakeBelieve-69",69,"collected","MakeBelieve-69_collected"
"CO_57505","CO_E19",0.291,0.617,0.092,0.401,65211,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E19","Cooks","egg","Cooks-23",23,"collected","Cooks-23_collected"
"CO_57505","CO_E29",0.993,0.007,0,0.004,65631,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E29","Blue Cloud","egg","BlueCloud-09",9,"collected","BlueCloud-09_collected"
"CO_57505","CO_E21",0.993,0.007,0,0.004,63433,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E21","Make Believe","egg","MakeBelieve-69",69,"collected","MakeBelieve-69_collected"
"CO_57505","CO_E20",0.989,0.011,0,0.006,57150,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E20","Make Believe","egg","MakeBelieve-69",69,"collected","MakeBelieve-69_collected"
"CO_57505","CO_E23",0.99,0.009,0,0.005,60199,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E23","Make Believe","egg","MakeBelieve-69",69,"collected","MakeBelieve-69_collected"
"CO_57505","CO_E30",0.986,0.012,0.002,0.008,56099,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E30","Blue Cloud","egg","BlueCloud-09",9,"collected","BlueCloud-09_collected"
"CO_57505","CO_E15",0.298,0.605,0.096,0.399,61246,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E15","Cooks","egg","Cooks-23",23,"collected","Cooks-23_collected"
"CO_57505","CO_E18",0.268,0.635,0.097,0.415,67581,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E18","Cooks","egg","Cooks-23",23,"collected","Cooks-23_collected"
"CO_57505","CO_E33",0.991,0.006,0.003,0.006,63875,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E33","Blue Cloud","egg","BlueCloud-09",9,"collected","BlueCloud-09_collected"
"CO_57505","CO_E35",0.99,0.004,0.006,0.008,62728,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E35","Cathys","egg","Cathys-03",3,"collected","Cathys-03_collected"
"CO_57505","CO_E32",0.991,0.008,0.001,0.005,62386,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E32","Blue Cloud","egg","BlueCloud-09",9,"collected","BlueCloud-09_collected"
"CO_57505","CO_E31",0.989,0.011,0,0.005,62985,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E31","Blue Cloud","egg","BlueCloud-09",9,"collected","BlueCloud-09_collected"
"CO_57505","CO_E37",0.99,0.006,0.004,0.007,59885,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E37","Cathys","egg","Cathys-03",3,"collected","Cathys-03_collected"
"CO_57505","CO_E34",0.99,0.01,0,0.005,62883,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E34","Cathys","egg","Cathys-03",3,"collected","Cathys-03_collected"
"CO_57505","CO_E41",0.994,0.006,0,0.003,61922,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E41","Schaaps","egg","Schaaps-80",80,"collected","Schaaps-80_collected"
"CO_57505","CO_E40",0.993,0.007,0.001,0.004,61735,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E40","Schaaps","egg","Schaaps-80",80,"collected","Schaaps-80_collected"
"CO_57505","CO_E38",0.992,0.007,0,0.004,63497,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E38","Schaaps","egg","Schaaps-80",80,"collected","Schaaps-80_collected"
"CO_57505","CO_E44",0.991,0.007,0.002,0.006,60166,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E44","Struthers","egg","Struthers-20",20,"collected","Struthers-20_collected"
"CO_57505","CO_E43",0.994,0.006,0,0.003,64200,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E43","Struthers","egg","Struthers-20",20,"collected","Struthers-20_collected"
"CO_57505","CO_E45",0.994,0.006,0,0.003,65034,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E45","Struthers","egg","Struthers-20",20,"collected","Struthers-20_collected"
"CO_57505","CO_E36",0.99,0.01,0,0.005,54187,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E36","Cathys","egg","Cathys-03",3,"collected","Cathys-03_collected"
"CO_57505","CO_E39",0.992,0.008,0,0.004,58264,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E39","Schaaps","egg","Schaaps-80",80,"collected","Schaaps-80_collected"
"CO_57505","CO_E48",0.992,0.008,0,0.004,62926,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E48","Blue Cloud","egg","BlueCloud-14",14,"collected","BlueCloud-14_collected"
"CO_57505","CO_E47",0.993,0.004,0.003,0.005,63310,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E47","Struthers","egg","Struthers-20",20,"collected","Struthers-20_collected"
"CO_57505","CO_E42",0.991,0.009,0,0.005,59968,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E42","Schaaps","egg","Schaaps-80",80,"collected","Schaaps-80_collected"
"CO_57505","CO_E46",0.992,0.008,0,0.004,65834,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E46","Struthers","egg","Struthers-20",20,"collected","Struthers-20_collected"
"CO_57505","CO_E49",0.992,0.008,0,0.004,63484,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E49","Blue Cloud","egg","BlueCloud-14",14,"collected","BlueCloud-14_collected"
"CO_57505","CO_E51",0.993,0.007,0.001,0.004,65930,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E51","Blue Cloud","egg","BlueCloud-14",14,"collected","BlueCloud-14_collected"
"CO_57505","CO_E52",0.986,0.013,0,0.007,61874,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E52","Cooks","egg","Cooks-27",27,"collected","Cooks-27_collected"
"CO_57505","CO_E53",0.989,0.011,0,0.006,61425,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E53","Cooks","egg","Cooks-27",27,"collected","Cooks-27_collected"
"CO_57505","CO_E54",0.986,0.014,0.001,0.008,58833,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E54","Cooks","egg","Cooks-27",27,"collected","Cooks-27_collected"
"CO_57505","CO_E57",0.991,0.008,0.001,0.005,58643,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E57","Schaaps","egg","Schaaps-54",54,"collected","Schaaps-54_collected"
"CO_57505","CO_E50",0.993,0.007,0,0.003,56346,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E50","Blue Cloud","egg","BlueCloud-14",14,"collected","BlueCloud-14_collected"
"CO_57505","CO_E59",0.988,0.006,0.006,0.009,60987,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E59","Schaaps","egg","Schaaps-54",54,"collected","Schaaps-54_collected"
"CO_57505","CO_E61",0.993,0.007,0,0.004,56460,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E61","Cooks","egg","Cooks-31",31,"collected","Cooks-31_collected"
"CO_57505","CO_E58",0.99,0.009,0.001,0.005,65479,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E58","Schaaps","egg","Schaaps-54",54,"collected","Schaaps-54_collected"
"CO_57505","CO_E64",0.991,0.008,0.001,0.005,62053,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E64","Cooks","egg","Cooks-31",31,"collected","Cooks-31_collected"
"CO_57505","CO_E56",0.988,0.012,0,0.006,60781,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E56","Schaaps","egg","Schaaps-54",54,"collected","Schaaps-54_collected"
"CO_57505","CO_E71",0.993,0.007,0,0.003,64517,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E71","Schaaps","egg","Schaaps-108",108,"collected","Schaaps-108_collected"
"CO_57505","CO_E70",0.994,0.006,0,0.003,61562,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E70","Schaaps","egg","Schaaps-108",108,"collected","Schaaps-108_collected"
"CO_57505","CO_E72",0.992,0.008,0,0.004,59237,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E72","Schaaps","egg","Schaaps-108",108,"collected","Schaaps-108_collected"
"CO_57505","CO_E75",0.993,0.007,0,0.004,59985,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E75","Cooks","egg","Cooks-24",24,"collected","Cooks-24_collected"
"CO_57505","CO_E63",0.99,0.01,0,0.005,63675,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E63","Cooks","egg","Cooks-31",31,"collected","Cooks-31_collected"
"CO_57505","CO_E60",0.99,0.01,0,0.005,58880,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E60","Cooks","egg","Cooks-31",31,"collected","Cooks-31_collected"
"CO_57505","CO_E74",0.99,0.01,0,0.005,69335,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E74","Schaaps","egg","Schaaps-108",108,"collected","Schaaps-108_collected"
"CO_57505","CO_E76",0.994,0.006,0,0.003,66694,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E76","Cooks","egg","Cooks-24",24,"collected","Cooks-24_collected"
"CO_57505","CO_E73",0.989,0.01,0,0.006,59266,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E73","Schaaps","egg","Schaaps-108",108,"collected","Schaaps-108_collected"
"CO_57505","CO_E77",0.993,0.006,0,0.003,60775,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E77","Cooks","egg","Cooks-24",24,"collected","Cooks-24_collected"
"CO_57505","CO_E55",0.297,0.596,0.106,0.404,63082,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E55","Cooks","egg","Cooks-27",27,"collected","Cooks-27_collected"
"CO_57505","CO_E78",0.993,0.006,0,0.003,58721,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E78","Cooks","egg","Cooks-24",24,"collected","Cooks-24_collected"
"CO_57505","CO_E80",0.988,0.012,0,0.006,68520,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E80","Reinarz","egg","Reinarz-01",1,"collected","Reinarz-01_collected"
"CO_57505","CO_E81",0.985,0.012,0.003,0.009,61382,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E81","Reinarz","egg","Reinarz-01",1,"collected","Reinarz-01_collected"
"CO_57505","CO_E79",0.992,0.008,0,0.004,60400,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E79","Cooks","egg","Cooks-24",24,"collected","Cooks-24_collected"
"CO_57505","CO_E84",0.989,0.009,0.002,0.007,60833,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E84","Reinarz","egg","Reinarz-01",1,"collected","Reinarz-01_collected"
"CO_57505","CO_E82",0.99,0.01,0,0.005,62633,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E82","Reinarz","egg","Reinarz-01",1,"collected","Reinarz-01_collected"
"CO_57505","CO_E83",0.987,0.012,0.001,0.007,59398,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"E83","Reinarz","egg","Reinarz-01",1,"collected","Reinarz-01_collected"
"CO_57538","CO_82965",0.983,0.013,0.004,0.01,51872,"2850-57538","Schaaps","dad","Schaaps-80",NA,NA,NA,"2811-82965","Make Believe","kid","MakeBelieve-20",70,"1","Make Believe_70_1"
"CO_57538","CO_82963",0.99,0.008,0.002,0.006,54722,"2850-57538","Schaaps","dad","Schaaps-80",NA,NA,NA,"2811-82963","Make Believe","kid","MakeBelieve-20",70,"1","Make Believe_70_1"
"CO_57538","CO_82964",0.984,0.016,0,0.008,56443,"2850-57538","Schaaps","dad","Schaaps-80",NA,NA,NA,"2811-82964","Make Believe","kid","MakeBelieve-20",70,"1","Make Believe_70_1"
"CO_57538","CO_82967",0.985,0.014,0.001,0.008,52839,"2850-57538","Schaaps","dad","Schaaps-80",NA,NA,NA,"2811-82967","Make Believe","kid","MakeBelieve-20",70,"1","Make Believe_70_1"
"CO_57538","CO_82966",0.988,0.011,0,0.006,48581,"2850-57538","Schaaps","dad","Schaaps-80",NA,NA,NA,"2811-82966","Make Believe","kid","MakeBelieve-20",70,"1","Make Believe_70_1"
"CO_57538","CO_82971",0.98,0.013,0.007,0.014,50701,"2850-57538","Schaaps","dad","Schaaps-80",NA,NA,NA,"2811-82971","Cooks","kid","Cooks-23",22,"1","Cooks_22_1"
