"Ind1","Ind2","k0_hat","k1_hat","k2_hat","pi_HAT","nbSNP","Band_ind1","Site_ind1","Type_ind1","FamilyID_ind1","Nest_ind1","Brood_ind1","clutch_id_ind1","Band_ind2","Site_ind2","Type_ind2","FamilyID_ind2","Nest_ind2","Brood_ind2","clutch_id_ind2"
"CO_57603","CO_39042",0.986,0.014,0,0.007,59743,"2850-57603","Schaaps","mom","Schaaps-54",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57610","CO_39042",0.991,0.009,0,0.005,47698,"2850-57610","Blue Cloud","mom","BlueCloud-14",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57612","CO_39042",0.986,0.014,0,0.007,65804,"2850-57612","Blue Cloud","mom","BlueCloud-09",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57628","CO_39042",0.987,0.011,0.001,0.007,61280,"2850-57628","Alishas","dad","none",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57615","CO_39042",0.988,0.012,0,0.006,59670,"2850-57615","Urban Farm Girlz","dad","UrbanFarm-02",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57630","CO_39042",0.986,0.011,0.003,0.008,58704,"2850-57630","Alishas","dad","none",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57625","CO_39042",0.983,0.017,0,0.009,61107,"2850-57625","Alishas","dad","none",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57836","CO_39042",0.982,0.015,0.003,0.011,64803,"2850-57836","Make Believe","dad","MakeBelieve-26",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57912","CO_39042",0.988,0.002,0.011,0.011,61537,"2850-57912","Cooks","dad","Cooks-27",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57853","CO_39042",0.99,0.01,0,0.005,55163,"2850-57853","Cooks","mom","Cooks-27",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57631","CO_39042",0.982,0.018,0,0.009,57068,"2850-57631","Alishas","dad","none",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57608","CO_39042",0.212,0.735,0.053,0.421,66245,"2850-57608","Urban Farm Girlz","mom","UrbanFarm-02",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_63488","CO_39042",0.992,0.008,0,0.004,64467,"2510-63488","Make Believe","dad","MakeBelieve-17",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57917","CO_39042",0.98,0.018,0.001,0.01,53820,"2850-57917","Alishas","dad","none",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57916","CO_39042",0.989,0.011,0,0.006,56806,"2850-57916","Alishas","dad","none",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57901","CO_39042",0.976,0.024,0,0.012,55643,"2850-57901","Blue Cloud","dad","BlueCloud-09",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57915","CO_39042",0.981,0.019,0,0.01,54788,"2850-57915","Alishas","dad","none",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_82916","CO_39042",0.985,0.015,0,0.008,56488,"2811-82916","Make Believe","dad","MakeBelieve-61",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_97347","CO_39042",0.993,0.002,0.005,0.006,64292,"2640-97347","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_97370","CO_39042",0.992,0.008,0,0.004,67743,"2640-97370","Cooks","mom","Cooks-23",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_97385","CO_39042",0.99,0.01,0,0.005,62120,"2640-97385","Make Believe","mom","MakeBelieve-69",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_97596","CO_39042",0.985,0.015,0.001,0.008,60374,"2640-97596","Make Believe","mom","MakeBelieve-20",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57550","CO_39042",0.994,0.006,0,0.003,60319,"2850-57550","Cathys","mom","Cathys-03",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_97548","CO_39042",0.991,0.009,0.001,0.005,66095,"2640-97548","Blue Cloud","dad","BlueCloud-18",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57614","CO_39042",0.99,0.009,0.001,0.005,62528,"2850-57614","Blue Cloud","dad","BlueCloud-14",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57551","CO_39042",0.993,0.007,0,0.003,61414,"2850-57551","Struthers","mom","Struthers-20",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57557","CO_39042",0.992,0.006,0.001,0.005,60630,"2850-57557","Cooks","dad","Cooks-24",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57609","CO_39042",0.992,0.008,0,0.004,58549,"2850-57609","Cooks","mom","Cooks-24",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57518","CO_39042",0.992,0.003,0.005,0.006,60275,"2850-57518","Make Believe","dad","MakeBelieve-69",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_21085","CO_39042",0.991,0.009,0,0.005,59538,"2350-21085","Make Believe","dad","MakeBelieve-20",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57620","CO_39042",0.987,0.012,0,0.006,62143,"2850-57620","Jims","dad","Jims-01",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57633","CO_39042",0.981,0.019,0,0.01,63055,"2850-57633","Cooks","dad","Cooks-31",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57607","CO_39042",0.987,0.013,0.001,0.007,66672,"2850-57607","Schaaps","dad","Schaaps-108",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57701","CO_39042",0.993,0.007,0,0.004,56997,"2850-57701","Schaaps","dad","Schaaps-110",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57552","CO_39042",0.99,0.01,0,0.005,65696,"2850-57552","Struthers","dad","Struthers-20",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57636","CO_39042",0.986,0.014,0,0.007,60725,"2850-57636","Blue Cloud","dad","none",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57554","CO_39043",0.991,0.005,0.005,0.007,61918,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57559","CO_39043",0.992,0.008,0,0.004,63444,"2850-57559","Schaaps","mom","Schaaps-98",NA,"","","2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57546","CO_39043",0.987,0.013,0,0.007,54822,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57562","CO_39043",0.983,0.014,0.003,0.01,57980,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57563","CO_39043",0.992,0.008,0,0.004,69797,"2850-57563","Schaaps","dad","Schaaps-74",NA,"","","2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57606","CO_39043",0.98,0.015,0.006,0.013,54617,"2850-57606","Schaaps","dad","Schaaps-71",NA,"","","2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57613","CO_39043",0.99,0.01,0.001,0.006,64170,"2850-57613","Blue Cloud","mom","BlueCloud-19",NA,"","","2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57617","CO_39043",0.991,0.008,0.001,0.005,67197,"2850-57617","Urban Farm Girlz","mom","UrbanFarm-04",NA,"","","2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57611","CO_39043",0.991,0.009,0,0.004,61303,"2850-57611","Schaaps","mom","Schaaps-71",NA,"","","2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57604","CO_39043",0.985,0.014,0,0.007,59136,"2850-57604","Schaaps","mom","Schaaps-110",NA,"","","2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57561","CO_39043",0.988,0.012,0,0.006,59000,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57905","CO_39043",0.987,0.01,0.003,0.008,58166,"2850-57905","Schaaps","mom","Schaaps-24",NA,"","","2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57904","CO_39043",0.99,0.009,0.001,0.006,53953,"2850-57904","Schaaps","mom","Schaaps-67",NA,"","","2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57635","CO_39043",0.987,0.013,0,0.006,57105,"2850-57635","Make Believe","mom","MakeBelieve-17",NA,"","","2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57854","CO_39043",0.991,0.009,0,0.005,52487,"2850-57854","Cooks","mom","Cooks-18",NA,"","","2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_06912","CO_39043",0.99,0.01,0,0.005,57812,"2811-06912","Schaaps","dad","Schaaps-54",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57505","CO_39043",0.994,0.006,0,0.003,62045,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57549","CO_39043",0.992,0.008,0,0.004,59256,"2850-57549","Cathys","dad","Cathys-03",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57553","CO_39043",0.99,0.009,0.001,0.006,57164,"2850-57553","Schaaps","mom","Schaaps-108",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57538","CO_39043",0.985,0.014,0,0.007,53067,"2850-57538","Schaaps","dad","Schaaps-80",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57555","CO_39043",0.99,0.01,0,0.005,60017,"2850-57555","Reinarz","mom","Reinarz-01",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57556","CO_39043",0.991,0.009,0,0.004,62557,"2850-57556","Schaaps","mom","Schaaps-80",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57558","CO_39043",0.989,0.011,0,0.006,60171,"2850-57558","Cooks","mom","Cooks-31",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57603","CO_39043",0.991,0.008,0.001,0.005,56521,"2850-57603","Schaaps","mom","Schaaps-54",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57602","CO_39043",0.991,0.009,0,0.005,61496,"2850-57602","Cooks","dad","Cooks-18",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57565","CO_39043",0.991,0.009,0,0.005,60980,"2850-57565","Blue Cloud","dad","BlueCloud-19",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57599","CO_39043",0.985,0.014,0.001,0.008,57365,"2850-57599","Cathys","dad","Cathys-02",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57612","CO_39043",0.988,0.012,0,0.006,62180,"2850-57612","Blue Cloud","mom","BlueCloud-09",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57610","CO_39043",0.991,0.009,0,0.005,45178,"2850-57610","Blue Cloud","mom","BlueCloud-14",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57624","CO_39043",0.988,0.011,0.001,0.006,59140,"2850-57624","Urban Farm Girlz","dad","UrbanFarm-04",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57625","CO_39043",0.985,0.013,0.002,0.009,57785,"2850-57625","Alishas","dad","none",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57619","CO_39043",0.991,0.009,0,0.005,61198,"2850-57619","Reinarz","dad","Reinarz-01",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57628","CO_39043",0.988,0.011,0.001,0.007,57876,"2850-57628","Alishas","dad","none",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57631","CO_39043",0.988,0.011,0,0.006,53894,"2850-57631","Alishas","dad","none",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57836","CO_39043",0.989,0.011,0,0.006,61249,"2850-57836","Make Believe","dad","MakeBelieve-26",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57853","CO_39043",0.989,0.01,0,0.005,52276,"2850-57853","Cooks","mom","Cooks-27",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57630","CO_39043",0.984,0.016,0,0.008,55531,"2850-57630","Alishas","dad","none",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57912","CO_39043",0.989,0.01,0.001,0.006,58217,"2850-57912","Cooks","dad","Cooks-27",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57901","CO_39043",0.987,0.013,0,0.007,52443,"2850-57901","Blue Cloud","dad","BlueCloud-09",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57916","CO_39043",0.991,0.009,0,0.005,53617,"2850-57916","Alishas","dad","none",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57615","CO_39043",0.24,0.678,0.082,0.421,56473,"2850-57615","Urban Farm Girlz","dad","UrbanFarm-02",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57915","CO_39043",0.982,0.018,0,0.009,51688,"2850-57915","Alishas","dad","none",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57917","CO_39043",0.983,0.017,0,0.009,50860,"2850-57917","Alishas","dad","none",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_63488","CO_39043",0.992,0.008,0,0.004,60999,"2510-63488","Make Believe","dad","MakeBelieve-17",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57608","CO_39043",0.235,0.696,0.069,0.417,62469,"2850-57608","Urban Farm Girlz","mom","UrbanFarm-02",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_82916","CO_39043",0.983,0.016,0.001,0.009,53401,"2811-82916","Make Believe","dad","MakeBelieve-61",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_97347","CO_39043",0.993,0.005,0.002,0.005,60800,"2640-97347","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_97370","CO_39043",0.993,0.004,0.002,0.004,63989,"2640-97370","Cooks","mom","Cooks-23",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_97385","CO_39043",0.99,0.009,0.001,0.005,58675,"2640-97385","Make Believe","mom","MakeBelieve-69",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_97596","CO_39043",0.991,0.009,0,0.004,57117,"2640-97596","Make Believe","mom","MakeBelieve-20",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57550","CO_39043",0.993,0.005,0.001,0.004,57104,"2850-57550","Cathys","mom","Cathys-03",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57551","CO_39043",0.993,0.007,0,0.004,58058,"2850-57551","Struthers","mom","Struthers-20",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57609","CO_39043",0.992,0.008,0,0.004,55330,"2850-57609","Cooks","mom","Cooks-24",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57518","CO_39043",0.992,0.004,0.004,0.006,56934,"2850-57518","Make Believe","dad","MakeBelieve-69",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57614","CO_39043",0.991,0.009,0,0.005,58972,"2850-57614","Blue Cloud","dad","BlueCloud-14",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57557","CO_39043",0.994,0.006,0,0.003,57324,"2850-57557","Cooks","dad","Cooks-24",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57633","CO_39043",0.989,0.009,0.002,0.006,59511,"2850-57633","Cooks","dad","Cooks-31",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_97548","CO_39043",0.99,0.009,0.001,0.005,62439,"2640-97548","Blue Cloud","dad","BlueCloud-18",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57607","CO_39043",0.992,0.006,0.002,0.005,63016,"2850-57607","Schaaps","dad","Schaaps-108",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57620","CO_39043",0.99,0.01,0,0.005,58776,"2850-57620","Jims","dad","Jims-01",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57701","CO_39043",0.995,0.004,0.001,0.003,53776,"2850-57701","Schaaps","dad","Schaaps-110",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_21085","CO_39043",0.988,0.012,0.001,0.007,56260,"2350-21085","Make Believe","dad","MakeBelieve-20",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57636","CO_39043",0.983,0.014,0.002,0.01,57380,"2850-57636","Blue Cloud","dad","none",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57552","CO_39043",0.994,0.006,0,0.003,62061,"2850-57552","Struthers","dad","Struthers-20",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57554","CO_39044",0.986,0.013,0.001,0.007,62954,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57563","CO_39044",0.993,0.007,0,0.004,71011,"2850-57563","Schaaps","dad","Schaaps-74",NA,"","","2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57546","CO_39044",0.988,0.012,0,0.006,55871,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57559","CO_39044",0.984,0.016,0,0.008,64558,"2850-57559","Schaaps","mom","Schaaps-98",NA,"","","2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57611","CO_39044",0.989,0.007,0.004,0.007,62536,"2850-57611","Schaaps","mom","Schaaps-71",NA,"","","2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57562","CO_39044",0.988,0.011,0.001,0.006,58943,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57561","CO_39044",0.988,0.012,0,0.006,60013,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57617","CO_39044",0.985,0.014,0.001,0.008,68369,"2850-57617","Urban Farm Girlz","mom","UrbanFarm-04",NA,"","","2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57613","CO_39044",0.988,0.011,0.001,0.006,65191,"2850-57613","Blue Cloud","mom","BlueCloud-19",NA,"","","2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57606","CO_39044",0.984,0.015,0,0.008,55450,"2850-57606","Schaaps","dad","Schaaps-71",NA,"","","2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57604","CO_39044",0.973,0.026,0,0.013,60090,"2850-57604","Schaaps","mom","Schaaps-110",NA,"","","2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57854","CO_39044",0.99,0.01,0.001,0.006,53397,"2850-57854","Cooks","mom","Cooks-18",NA,"","","2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57635","CO_39044",0.987,0.013,0,0.007,58120,"2850-57635","Make Believe","mom","MakeBelieve-17",NA,"","","2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57904","CO_39044",0.989,0.011,0,0.005,54744,"2850-57904","Schaaps","mom","Schaaps-67",NA,"","","2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57905","CO_39044",0.972,0.027,0.001,0.014,59192,"2850-57905","Schaaps","mom","Schaaps-24",NA,"","","2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_06912","CO_39044",0.976,0.022,0.002,0.013,58760,"2811-06912","Schaaps","dad","Schaaps-54",NA,NA,NA,"2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57505","CO_39044",0.993,0.007,0,0.004,63046,"2850-57505","Cooks","dad","Cooks-23",NA,NA,NA,"2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57555","CO_39044",0.991,0.004,0.005,0.007,61018,"2850-57555","Reinarz","mom","Reinarz-01",NA,NA,NA,"2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57549","CO_39044",0.991,0.009,0,0.005,60353,"2850-57549","Cathys","dad","Cathys-03",NA,NA,NA,"2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57556","CO_39044",0.99,0.01,0,0.005,63648,"2850-57556","Schaaps","mom","Schaaps-80",NA,NA,NA,"2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
