"Ind1","Ind2","k0_hat","k1_hat","k2_hat","pi_HAT","nbSNP","Band_ind1","Site_ind1","Type_ind1","FamilyID_ind1","Nest_ind1","Brood_ind1","clutch_id_ind1","Band_ind2","Site_ind2","Type_ind2","FamilyID_ind2","Nest_ind2","Brood_ind2","clutch_id_ind2"
"CO_57561","CO_E39",0.99,0.01,0,0.005,55374,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E39","Schaaps","egg","Schaaps-80",80,"collected","Schaaps-80_collected"
"CO_57561","CO_E42",0.984,0.014,0.002,0.009,57004,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E42","Schaaps","egg","Schaaps-80",80,"collected","Schaaps-80_collected"
"CO_57561","CO_E43",0.993,0.007,0,0.004,61125,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E43","Struthers","egg","Struthers-20",20,"collected","Struthers-20_collected"
"CO_57561","CO_E46",0.991,0.008,0.001,0.005,62618,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E46","Struthers","egg","Struthers-20",20,"collected","Struthers-20_collected"
"CO_57561","CO_E45",0.992,0.008,0,0.004,61799,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E45","Struthers","egg","Struthers-20",20,"collected","Struthers-20_collected"
"CO_57561","CO_E44",0.99,0.009,0,0.005,57221,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E44","Struthers","egg","Struthers-20",20,"collected","Struthers-20_collected"
"CO_57561","CO_E47",0.991,0.009,0,0.005,60035,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E47","Struthers","egg","Struthers-20",20,"collected","Struthers-20_collected"
"CO_57561","CO_E48",0.992,0.008,0,0.004,59813,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E48","Blue Cloud","egg","BlueCloud-14",14,"collected","BlueCloud-14_collected"
"CO_57561","CO_E51",0.989,0.011,0,0.006,62688,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E51","Blue Cloud","egg","BlueCloud-14",14,"collected","BlueCloud-14_collected"
"CO_57561","CO_E55",0.99,0.009,0.001,0.005,59940,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E55","Cooks","egg","Cooks-27",27,"collected","Cooks-27_collected"
"CO_57561","CO_E54",0.982,0.017,0,0.009,56009,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E54","Cooks","egg","Cooks-27",27,"collected","Cooks-27_collected"
"CO_57561","CO_E57",0.988,0.009,0.003,0.008,55714,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E57","Schaaps","egg","Schaaps-54",54,"collected","Schaaps-54_collected"
"CO_57561","CO_E49",0.986,0.014,0,0.007,60383,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E49","Blue Cloud","egg","BlueCloud-14",14,"collected","BlueCloud-14_collected"
"CO_57561","CO_E50",0.989,0.011,0,0.006,53611,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E50","Blue Cloud","egg","BlueCloud-14",14,"collected","BlueCloud-14_collected"
"CO_57561","CO_E52",0.982,0.017,0.001,0.01,58820,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E52","Cooks","egg","Cooks-27",27,"collected","Cooks-27_collected"
"CO_57561","CO_E53",0.975,0.025,0.001,0.013,58479,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E53","Cooks","egg","Cooks-27",27,"collected","Cooks-27_collected"
"CO_57561","CO_E56",0.989,0.01,0.001,0.006,57691,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E56","Schaaps","egg","Schaaps-54",54,"collected","Schaaps-54_collected"
"CO_57561","CO_E58",0.99,0.01,0,0.005,62295,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E58","Schaaps","egg","Schaaps-54",54,"collected","Schaaps-54_collected"
"CO_57561","CO_E59",0.989,0.011,0,0.005,58004,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E59","Schaaps","egg","Schaaps-54",54,"collected","Schaaps-54_collected"
"CO_57561","CO_E61",0.985,0.008,0.007,0.011,53746,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E61","Cooks","egg","Cooks-31",31,"collected","Cooks-31_collected"
"CO_57561","CO_E74",0.992,0.008,0,0.004,65875,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E74","Schaaps","egg","Schaaps-108",108,"collected","Schaaps-108_collected"
"CO_57561","CO_E60",0.985,0.015,0,0.008,56042,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E60","Cooks","egg","Cooks-31",31,"collected","Cooks-31_collected"
"CO_57561","CO_E63",0.985,0.015,0.001,0.008,60673,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E63","Cooks","egg","Cooks-31",31,"collected","Cooks-31_collected"
"CO_57561","CO_E73",0.992,0.008,0,0.004,56424,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E73","Schaaps","egg","Schaaps-108",108,"collected","Schaaps-108_collected"
"CO_57561","CO_E70",0.991,0.009,0,0.004,58581,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E70","Schaaps","egg","Schaaps-108",108,"collected","Schaaps-108_collected"
"CO_57561","CO_E64",0.986,0.014,0,0.007,59055,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E64","Cooks","egg","Cooks-31",31,"collected","Cooks-31_collected"
"CO_57561","CO_E71",0.987,0.013,0,0.007,61281,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E71","Schaaps","egg","Schaaps-108",108,"collected","Schaaps-108_collected"
"CO_57561","CO_E72",0.991,0.009,0,0.005,56379,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E72","Schaaps","egg","Schaaps-108",108,"collected","Schaaps-108_collected"
"CO_57561","CO_E75",0.99,0.01,0,0.005,57034,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E75","Cooks","egg","Cooks-24",24,"collected","Cooks-24_collected"
"CO_57561","CO_E79",0.99,0.009,0.001,0.005,57465,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E79","Cooks","egg","Cooks-24",24,"collected","Cooks-24_collected"
"CO_57561","CO_E77",0.99,0.01,0,0.005,57861,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E77","Cooks","egg","Cooks-24",24,"collected","Cooks-24_collected"
"CO_57561","CO_E82",0.987,0.011,0.002,0.008,59632,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E82","Reinarz","egg","Reinarz-01",1,"collected","Reinarz-01_collected"
"CO_57561","CO_E76",0.99,0.01,0,0.005,63419,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E76","Cooks","egg","Cooks-24",24,"collected","Cooks-24_collected"
"CO_57561","CO_E81",0.988,0.011,0.001,0.006,58314,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E81","Reinarz","egg","Reinarz-01",1,"collected","Reinarz-01_collected"
"CO_57561","CO_57550",0.99,0.01,0.001,0.005,57546,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","2850-57550","Cathys","mom","Cathys-03",NA,NA,NA
"CO_57561","CO_E80",0.985,0.015,0,0.007,65190,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E80","Reinarz","egg","Reinarz-01",1,"collected","Reinarz-01_collected"
"CO_57561","CO_E83",0.989,0.011,0,0.006,56549,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E83","Reinarz","egg","Reinarz-01",1,"collected","Reinarz-01_collected"
"CO_57561","CO_57551",0.991,0.009,0,0.004,58880,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","2850-57551","Struthers","mom","Struthers-20",NA,NA,NA
"CO_57561","CO_E78",0.99,0.01,0,0.005,55927,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E78","Cooks","egg","Cooks-24",24,"collected","Cooks-24_collected"
"CO_57561","CO_E84",0.983,0.017,0,0.009,57881,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","E84","Reinarz","egg","Reinarz-01",1,"collected","Reinarz-01_collected"
"CO_57561","CO_57609",0.989,0.011,0,0.005,55926,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","2850-57609","Cooks","mom","Cooks-24",NA,NA,NA
"CO_57561","CO_57620",0.985,0.012,0.003,0.009,59408,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","2850-57620","Jims","dad","Jims-01",NA,NA,NA
"CO_57561","CO_97548",0.989,0.01,0.001,0.006,63083,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","2640-97548","Blue Cloud","dad","BlueCloud-18",NA,NA,NA
"CO_57561","CO_57518",0.99,0.009,0.001,0.005,57503,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","2850-57518","Make Believe","dad","MakeBelieve-69",NA,NA,NA
"CO_57561","CO_57557",0.99,0.01,0,0.005,57966,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","2850-57557","Cooks","dad","Cooks-24",NA,NA,NA
"CO_57561","CO_57614",0.989,0.011,0,0.005,59833,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","2850-57614","Blue Cloud","dad","BlueCloud-14",NA,NA,NA
"CO_57561","CO_21085",0.986,0.012,0.002,0.008,56888,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","2350-21085","Make Believe","dad","MakeBelieve-20",NA,NA,NA
"CO_57562","CO_57563",0.992,0.008,0,0.004,69275,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57563","Schaaps","dad","Schaaps-74",NA,"",""
"CO_57561","CO_57636",0.986,0.012,0.002,0.008,57949,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","2850-57636","Blue Cloud","dad","none",NA,NA,NA
"CO_57561","CO_57607",0.986,0.013,0.001,0.007,63671,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","2850-57607","Schaaps","dad","Schaaps-108",NA,NA,NA
"CO_57561","CO_57701",0.992,0.006,0.002,0.005,54510,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","2850-57701","Schaaps","dad","Schaaps-110",NA,NA,NA
"CO_57561","CO_57633",0.982,0.018,0,0.009,60202,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","2850-57633","Cooks","dad","Cooks-31",NA,NA,NA
"CO_57561","CO_57552",0.99,0.01,0,0.005,62777,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","2850-57552","Struthers","dad","Struthers-20",NA,NA,NA
"CO_57562","CO_57613",0.987,0.012,0.001,0.007,63610,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57613","Blue Cloud","mom","BlueCloud-19",NA,"",""
"CO_57562","CO_57611",0.99,0.01,0,0.005,60920,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57611","Schaaps","mom","Schaaps-71",NA,"",""
"CO_57562","CO_57604",0.988,0.012,0,0.006,58741,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57604","Schaaps","mom","Schaaps-110",NA,"",""
"CO_57562","CO_57905",0.988,0.009,0.003,0.007,57787,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57905","Schaaps","mom","Schaaps-24",NA,"",""
"CO_57562","CO_57635",0.985,0.012,0.003,0.009,56535,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57635","Make Believe","mom","MakeBelieve-17",NA,"",""
"CO_57562","CO_57617",0.988,0.012,0,0.006,66749,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57617","Urban Farm Girlz","mom","UrbanFarm-04",NA,"",""
"CO_57562","CO_57904",0.99,0.009,0,0.005,53325,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57904","Schaaps","mom","Schaaps-67",NA,"",""
"CO_57562","CO_82960",0.988,0.005,0.007,0.009,64251,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-82960","Cathys","kid","Cathys-02",2,"1","Cathys_2_1"
"CO_57562","CO_57606",0.981,0.018,0,0.009,54180,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57606","Schaaps","dad","Schaaps-71",NA,"",""
"CO_57562","CO_57854",0.986,0.013,0.001,0.007,52022,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57854","Cooks","mom","Cooks-18",NA,"",""
"CO_57562","CO_82994",0.993,0.002,0.006,0.006,61099,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-82994","Blue Cloud","kid","BlueCloud-19",24,"2","Blue Cloud_24_2"
"CO_57562","CO_82962",0.987,0.012,0,0.006,55174,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-82962","Cathys","kid","Cathys-02",2,"1","Cathys_2_1"
"CO_57562","CO_82991",0.989,0.011,0,0.005,62808,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-82991","Blue Cloud","kid","BlueCloud-19",24,"2","Blue Cloud_24_2"
"CO_57562","CO_83001",0.988,0.01,0.002,0.007,59690,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83001","Schaaps","kid","Schaaps-71",134,"2","Schaaps_134_2"
"CO_57562","CO_82996",0.991,0.009,0,0.005,59020,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-82996","Schaaps","kid","Schaaps-67",114,"2","Schaaps_114_2"
"CO_57562","CO_82961",0.988,0.012,0,0.006,61040,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-82961","Cathys","kid","Cathys-02",2,"1","Cathys_2_1"
"CO_57562","CO_82992",0.988,0.012,0,0.006,59295,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-82992","Blue Cloud","kid","BlueCloud-19",24,"2","Blue Cloud_24_2"
"CO_57562","CO_82993",0.99,0.01,0,0.005,59551,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-82993","Blue Cloud","kid","BlueCloud-19",24,"2","Blue Cloud_24_2"
"CO_57562","CO_82998",0.989,0.011,0,0.006,61113,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-82998","Schaaps","kid","Schaaps-67",114,"2","Schaaps_114_2"
"CO_57562","CO_83002",0.975,0.023,0.002,0.014,61629,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83002","Schaaps","kid","Schaaps-71",134,"2","Schaaps_134_2"
"CO_57562","CO_83010",0.988,0.007,0.005,0.008,63862,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83010","Schaaps","kid","Schaaps-74",14,"2","Schaaps_14_2"
"CO_57562","CO_83003",0.988,0.012,0,0.006,61086,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83003","Schaaps","kid","Schaaps-71",134,"2","Schaaps_134_2"
"CO_57562","CO_82999",0.988,0.012,0,0.006,59627,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-82999","Schaaps","kid","Schaaps-67",114,"2","Schaaps_114_2"
"CO_57562","CO_83004",0.985,0.015,0,0.008,58472,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83004","Schaaps","kid","Schaaps-24",28,"2","Schaaps_28_2"
"CO_57562","CO_83006",0.99,0.01,0,0.005,61330,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83006","Schaaps","kid","Schaaps-24",28,"2","Schaaps_28_2"
"CO_57562","CO_83005",0.989,0.011,0,0.006,57848,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83005","Schaaps","kid","Schaaps-71",134,"2","Schaaps_134_2"
"CO_57562","CO_83009",0.989,0.011,0,0.005,64464,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83009","Schaaps","kid","Schaaps-74",14,"2","Schaaps_14_2"
"CO_57562","CO_82997",0.15,0.791,0.059,0.454,59078,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-82997","Schaaps","kid","Schaaps-67",114,"2","Schaaps_114_2"
"CO_57562","CO_83000",0.127,0.825,0.048,0.461,64415,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83000","Schaaps","kid","Schaaps-67",114,"2","Schaaps_114_2"
"CO_57562","CO_83011",0.992,0.008,0,0.004,71803,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83011","Schaaps","kid","Schaaps-74",14,"2","Schaaps_14_2"
"CO_57562","CO_83013",0.99,0.01,0,0.005,69081,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83013","Urban Farm Girlz","kid","UrbanFarm-02",2.2,"2","Urban Farm Girlz_2.2_2"
"CO_57562","CO_83014",0.99,0.01,0,0.005,60024,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83014","Urban Farm Girlz","kid","UrbanFarm-02",2.2,"2","Urban Farm Girlz_2.2_2"
"CO_57562","CO_83016",0.989,0.006,0.005,0.008,55563,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83016","Urban Farm Girlz","kid","UrbanFarm-02",2.2,"2","Urban Farm Girlz_2.2_2"
"CO_57562","CO_83012",0.991,0.009,0,0.005,65961,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83012","Schaaps","kid","Schaaps-74",14,"2","Schaaps_14_2"
"CO_57562","CO_83024",0.992,0.008,0,0.004,64389,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83024","Cooks","kid","Cooks-18",1,"2","Cooks_1_2"
"CO_57562","CO_83008",0.991,0.009,0,0.004,58945,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83008","Schaaps","kid","Schaaps-74",14,"2","Schaaps_14_2"
"CO_57562","CO_83015",0.981,0.016,0.003,0.011,58610,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83015","Urban Farm Girlz","kid","UrbanFarm-02",2.2,"2","Urban Farm Girlz_2.2_2"
"CO_57562","CO_83023",0.99,0.01,0,0.005,56411,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83023","Cooks","kid","Cooks-18",1,"2","Cooks_1_2"
"CO_57562","CO_83017",0.983,0.016,0.001,0.009,53134,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83017","Urban Farm Girlz","kid","UrbanFarm-02",2.2,"2","Urban Farm Girlz_2.2_2"
"CO_57562","CO_83027",0.987,0.013,0,0.006,56666,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83027","Schaaps","kid","Schaaps-98",36,"1","Schaaps_36_1"
"CO_57562","CO_83025",0.988,0.012,0,0.006,62500,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83025","Cooks","kid","Cooks-18",1,"2","Cooks_1_2"
"CO_57562","CO_83026",0.985,0.015,0,0.008,57463,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83026","Schaaps","kid","Schaaps-98",36,"1","Schaaps_36_1"
"CO_57562","CO_83028",0.992,0.008,0,0.004,58874,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83028","Schaaps","kid","Schaaps-98",36,"1","Schaaps_36_1"
"CO_57562","CO_83049",0.984,0.016,0.001,0.009,70104,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83049","Make Believe","kid","MakeBelieve-17",37,"2","Make Believe_37_2"
"CO_57562","CO_83047",0.988,0.012,0,0.006,54934,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83047","Make Believe","kid","MakeBelieve-17",37,"2","Make Believe_37_2"
"CO_57562","CO_83050",0.985,0.015,0,0.007,63001,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83050","Make Believe","kid","MakeBelieve-17",37,"2","Make Believe_37_2"
"CO_57562","CO_83048",0.988,0.012,0,0.006,58655,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83048","Make Believe","kid","MakeBelieve-17",37,"2","Make Believe_37_2"
"CO_57562","CO_83218",0.989,0.006,0.005,0.008,55039,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83218","Schaaps","kid","Schaaps-110",64,"2","Schaaps_64_2"
"CO_57562","CO_83221",0.992,0.005,0.003,0.006,60807,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83221","Schaaps","kid","Schaaps-110",64,"2","Schaaps_64_2"
"CO_57562","CO_83219",0.992,0.008,0,0.004,63250,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83219","Schaaps","kid","Schaaps-110",64,"2","Schaaps_64_2"
"CO_57562","CO_83220",0.989,0.011,0,0.005,57223,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83220","Schaaps","kid","Schaaps-110",64,"2","Schaaps_64_2"
"CO_57562","CO_E028",0.984,0.016,0,0.008,57018,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","",NA,NA,NA,NA,NA,NA,NA
"CO_57562","CO_E025",0.984,0.016,0.001,0.008,58207,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","",NA,NA,NA,NA,NA,NA,NA
"CO_57562","CO_E026",0.988,0.012,0,0.006,56787,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","",NA,NA,NA,NA,NA,NA,NA
"CO_57562","CO_34130",0.992,0.008,0,0.004,63657,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2881-34130","Make Believe","kid","MakeBelieve-26",38,"2","Make Believe_38_2"
"CO_57562","CO_06912",0.976,0.024,0,0.012,57299,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-06912","Schaaps","dad","Schaaps-54",NA,NA,NA
"CO_57562","CO_E027",0.983,0.017,0,0.009,54764,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","",NA,NA,NA,NA,NA,NA,NA
"CO_57562","CO_34129",0.992,0.008,0,0.004,56695,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2881-34129","Make Believe","kid","MakeBelieve-26",38,"2","Make Believe_38_2"
"CO_57562","CO_34131",0.989,0.011,0,0.005,58219,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2881-34131","Make Believe","kid","MakeBelieve-26",38,"2","Make Believe_38_2"
"CO_57562","CO_39040",0.986,0.009,0.005,0.009,60363,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-39040","Schaaps","kid","Schaaps-80",59,"1","Schaaps_59_1"
"CO_57562","CO_39032",0.992,0.008,0,0.004,58413,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-39032","Cooks","kid","Cooks-24",6,"1","Cooks_6_1"
"CO_57562","CO_39041",0.989,0.007,0.004,0.008,59834,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-39041","Schaaps","kid","Schaaps-80",59,"1","Schaaps_59_1"
"CO_57562","CO_39039",0.992,0.008,0,0.004,56931,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-39039","Schaaps","kid","Schaaps-80",59,"1","Schaaps_59_1"
"CO_57562","CO_39033",0.992,0.008,0,0.004,62610,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-39033","Cooks","kid","Cooks-24",6,"1","Cooks_6_1"
"CO_57562","CO_83204",0.166,0.768,0.066,0.45,61758,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83204","Schaaps","kid","Schaaps-67",67,"1","Schaaps_67_1"
"CO_57562","CO_39031",0.99,0.01,0,0.005,48914,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-39031","Cooks","kid","Cooks-24",6,"1","Cooks_6_1"
"CO_57562","CO_39038",0.989,0.01,0.001,0.006,57532,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-39038","Schaaps","kid","Schaaps-80",59,"1","Schaaps_59_1"
"CO_57562","CO_83203",0.159,0.795,0.046,0.443,65424,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83203","Schaaps","kid","Schaaps-67",67,"1","Schaaps_67_1"
"CO_57562","CO_83202",0.168,0.764,0.067,0.449,57122,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83202","Schaaps","kid","Schaaps-67",67,"1","Schaaps_67_1"
"CO_57562","CO_57558",0.99,0.007,0.002,0.006,59753,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57558","Cooks","mom","Cooks-31",NA,NA,NA
"CO_57562","CO_39045",0.992,0.008,0,0.004,54755,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-39045","Cooks","kid","Cooks-24",6,"1","Cooks_6_1"
"CO_57562","CO_57505",0.988,0.011,0,0.006,61634,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57505","Cooks","dad","Cooks-23",NA,NA,NA
"CO_57562","CO_57556",0.991,0.009,0,0.005,62132,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57556","Schaaps","mom","Schaaps-80",NA,NA,NA
"CO_57562","CO_83201",0.207,0.682,0.111,0.452,52151,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2811-83201","Schaaps","kid","Schaaps-67",67,"1","Schaaps_67_1"
"CO_57562","CO_57553",0.989,0.01,0.001,0.006,56611,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57553","Schaaps","mom","Schaaps-108",NA,NA,NA
"CO_57562","CO_57538",0.987,0.013,0,0.007,52665,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57538","Schaaps","dad","Schaaps-80",NA,NA,NA
"CO_57562","CO_57549",0.985,0.014,0.001,0.008,58986,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57549","Cathys","dad","Cathys-03",NA,NA,NA
"CO_57562","CO_57555",0.991,0.009,0,0.005,59525,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57555","Reinarz","mom","Reinarz-01",NA,NA,NA
"CO_57562","CO_57565",0.989,0.011,0,0.006,60542,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57565","Blue Cloud","dad","BlueCloud-19",NA,NA,NA
"CO_57562","CO_57599",0.985,0.015,0.001,0.008,56951,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57599","Cathys","dad","Cathys-02",NA,NA,NA
"CO_57562","CO_57619",0.986,0.013,0.001,0.007,60661,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57619","Reinarz","dad","Reinarz-01",NA,NA,NA
"CO_57562","CO_57603",0.988,0.012,0,0.006,56005,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57603","Schaaps","mom","Schaaps-54",NA,NA,NA
"CO_57562","CO_57602",0.987,0.013,0,0.006,61091,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57602","Cooks","dad","Cooks-18",NA,NA,NA
"CO_57562","CO_57608",0.988,0.012,0,0.006,61996,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57608","Urban Farm Girlz","mom","UrbanFarm-02",NA,NA,NA
"CO_57562","CO_57628",0.992,0.008,0,0.004,57472,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57628","Alishas","dad","none",NA,NA,NA
"CO_57562","CO_57610",0.984,0.015,0.001,0.008,44758,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57610","Blue Cloud","mom","BlueCloud-14",NA,NA,NA
"CO_57562","CO_57612",0.987,0.012,0.001,0.007,61772,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57612","Blue Cloud","mom","BlueCloud-09",NA,NA,NA
"CO_57562","CO_57625",0.986,0.014,0,0.007,57373,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57625","Alishas","dad","none",NA,NA,NA
"CO_57562","CO_57624",0.979,0.02,0,0.011,58605,"2850-57562","Schaaps","dad","Schaaps-67",NA,"","","2850-57624","Urban Farm Girlz","dad","UrbanFarm-04",NA,NA,NA
