"Ind1","Ind2","k0_hat","k1_hat","k2_hat","pi_HAT","nbSNP","Band_ind1","Site_ind1","Type_ind1","FamilyID_ind1","Nest_ind1","Brood_ind1","clutch_id_ind1","Band_ind2","Site_ind2","Type_ind2","FamilyID_ind2","Nest_ind2","Brood_ind2","clutch_id_ind2"
"CO_57615","CO_83017",0.275,0.639,0.086,0.406,51860,"2850-57615","Urban Farm Girlz","dad","UrbanFarm-02",NA,NA,NA,"2811-83017","Urban Farm Girlz","kid","UrbanFarm-02",2.2,"2","Urban Farm Girlz_2.2_2"
"CO_57602","CO_83023",0.238,0.67,0.091,0.427,60059,"2850-57602","Cooks","dad","Cooks-18",NA,NA,NA,"2811-83023","Cooks","kid","Cooks-18",1,"2","Cooks_1_2"
"CO_57602","CO_83024",0.224,0.711,0.065,0.421,68485,"2850-57602","Cooks","dad","Cooks-18",NA,NA,NA,"2811-83024","Cooks","kid","Cooks-18",1,"2","Cooks_1_2"
"CO_57602","CO_83025",0.218,0.702,0.08,0.431,66386,"2850-57602","Cooks","dad","Cooks-18",NA,NA,NA,"2811-83025","Cooks","kid","Cooks-18",1,"2","Cooks_1_2"
"CO_57518","CO_83047",0.206,0.741,0.054,0.424,54056,"2850-57518","Make Believe","dad","MakeBelieve-69",NA,NA,NA,"2811-83047","Make Believe","kid","MakeBelieve-17",37,"2","Make Believe_37_2"
"CO_63488","CO_83048",0.239,0.66,0.101,0.431,61638,"2510-63488","Make Believe","dad","MakeBelieve-17",NA,NA,NA,"2811-83048","Make Believe","kid","MakeBelieve-17",37,"2","Make Believe_37_2"
"CO_63488","CO_83049",0.163,0.809,0.028,0.433,73844,"2510-63488","Make Believe","dad","MakeBelieve-17",NA,NA,NA,"2811-83049","Make Believe","kid","MakeBelieve-17",37,"2","Make Believe_37_2"
"CO_57836","CO_83050",0.249,0.672,0.078,0.415,66625,"2850-57836","Make Believe","dad","MakeBelieve-26",NA,NA,NA,"2811-83050","Make Believe","kid","MakeBelieve-17",37,"2","Make Believe_37_2"
"CO_57701","CO_83218",0.316,0.526,0.157,0.42,51236,"2850-57701","Schaaps","dad","Schaaps-110",NA,NA,NA,"2811-83218","Schaaps","kid","Schaaps-110",64,"2","Schaaps_64_2"
"CO_57701","CO_83219",0.284,0.611,0.105,0.411,58863,"2850-57701","Schaaps","dad","Schaaps-110",NA,NA,NA,"2811-83219","Schaaps","kid","Schaaps-110",64,"2","Schaaps_64_2"
"CO_57701","CO_83220",0.303,0.581,0.116,0.407,53416,"2850-57701","Schaaps","dad","Schaaps-110",NA,NA,NA,"2811-83220","Schaaps","kid","Schaaps-110",64,"2","Schaaps_64_2"
"CO_57701","CO_83221",0.273,0.648,0.079,0.403,56575,"2850-57701","Schaaps","dad","Schaaps-110",NA,NA,NA,"2811-83221","Schaaps","kid","Schaaps-110",64,"2","Schaaps_64_2"
"CO_57836","CO_34129",0.343,0.53,0.126,0.392,60041,"2850-57836","Make Believe","dad","MakeBelieve-26",NA,NA,NA,"2881-34129","Make Believe","kid","MakeBelieve-26",38,"2","Make Believe_38_2"
"CO_97347","CO_34129",0.276,0.623,0.101,0.412,59562,"2640-97347","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"2881-34129","Make Believe","kid","MakeBelieve-26",38,"2","Make Believe_38_2"
"CO_57836","CO_34130",0.301,0.603,0.095,0.397,67280,"2850-57836","Make Believe","dad","MakeBelieve-26",NA,NA,NA,"2881-34130","Make Believe","kid","MakeBelieve-26",38,"2","Make Believe_38_2"
"CO_97347","CO_34130",0.241,0.682,0.077,0.418,66906,"2640-97347","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"2881-34130","Make Believe","kid","MakeBelieve-26",38,"2","Make Believe_38_2"
"CO_57836","CO_34131",0.321,0.56,0.119,0.399,61666,"2850-57836","Make Believe","dad","MakeBelieve-26",NA,NA,NA,"2881-34131","Make Believe","kid","MakeBelieve-26",38,"2","Make Believe_38_2"
"CO_97347","CO_34131",0.314,0.58,0.106,0.396,61184,"2640-97347","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"2881-34131","Make Believe","kid","MakeBelieve-26",38,"2","Make Believe_38_2"
"CO_57609","CO_39031",0.371,0.449,0.18,0.404,46847,"2850-57609","Cooks","mom","Cooks-24",NA,NA,NA,"2811-39031","Cooks","kid","Cooks-24",6,"1","Cooks_6_1"
"CO_57557","CO_39031",0.381,0.431,0.188,0.404,48523,"2850-57557","Cooks","dad","Cooks-24",NA,NA,NA,"2811-39031","Cooks","kid","Cooks-24",6,"1","Cooks_6_1"
"CO_57609","CO_39032",0.346,0.515,0.139,0.397,55853,"2850-57609","Cooks","mom","Cooks-24",NA,NA,NA,"2811-39032","Cooks","kid","Cooks-24",6,"1","Cooks_6_1"
"CO_57557","CO_39032",0.322,0.545,0.133,0.405,57814,"2850-57557","Cooks","dad","Cooks-24",NA,NA,NA,"2811-39032","Cooks","kid","Cooks-24",6,"1","Cooks_6_1"
"CO_57609","CO_39033",0.293,0.598,0.109,0.408,59916,"2850-57609","Cooks","mom","Cooks-24",NA,NA,NA,"2811-39033","Cooks","kid","Cooks-24",6,"1","Cooks_6_1"
"CO_57557","CO_39033",0.287,0.603,0.11,0.411,62094,"2850-57557","Cooks","dad","Cooks-24",NA,NA,NA,"2811-39033","Cooks","kid","Cooks-24",6,"1","Cooks_6_1"
"CO_57556","CO_39038",0.292,0.593,0.115,0.411,62283,"2850-57556","Schaaps","mom","Schaaps-80",NA,NA,NA,"2811-39038","Schaaps","kid","Schaaps-80",59,"1","Schaaps_59_1"
"CO_57538","CO_39038",0.27,0.635,0.095,0.413,52823,"2850-57538","Schaaps","dad","Schaaps-80",NA,NA,NA,"2811-39038","Schaaps","kid","Schaaps-80",59,"1","Schaaps_59_1"
"CO_57556","CO_39039",0.315,0.563,0.123,0.404,61632,"2850-57556","Schaaps","mom","Schaaps-80",NA,NA,NA,"2811-39039","Schaaps","kid","Schaaps-80",59,"1","Schaaps_59_1"
"CO_57538","CO_39039",0.318,0.515,0.167,0.425,52205,"2850-57538","Schaaps","dad","Schaaps-80",NA,NA,NA,"2811-39039","Schaaps","kid","Schaaps-80",59,"1","Schaaps_59_1"
"CO_57538","CO_39040",0.308,0.579,0.113,0.403,55362,"2850-57538","Schaaps","dad","Schaaps-80",NA,NA,NA,"2811-39040","Schaaps","kid","Schaaps-80",59,"1","Schaaps_59_1"
"CO_57556","CO_39040",0.274,0.646,0.08,0.403,65336,"2850-57556","Schaaps","mom","Schaaps-80",NA,NA,NA,"2811-39040","Schaaps","kid","Schaaps-80",59,"1","Schaaps_59_1"
"CO_57556","CO_39041",0.274,0.636,0.09,0.408,64754,"2850-57556","Schaaps","mom","Schaaps-80",NA,NA,NA,"2811-39041","Schaaps","kid","Schaaps-80",59,"1","Schaaps_59_1"
"CO_57538","CO_39041",0.315,0.568,0.117,0.401,54988,"2850-57538","Schaaps","dad","Schaaps-80",NA,NA,NA,"2811-39041","Schaaps","kid","Schaaps-80",59,"1","Schaaps_59_1"
"CO_57557","CO_39045",0.319,0.537,0.144,0.413,54375,"2850-57557","Cooks","dad","Cooks-24",NA,NA,NA,"2811-39045","Cooks","kid","Cooks-24",6,"1","Cooks_6_1"
"CO_57609","CO_39045",0.323,0.57,0.108,0.393,52440,"2850-57609","Cooks","mom","Cooks-24",NA,NA,NA,"2811-39045","Cooks","kid","Cooks-24",6,"1","Cooks_6_1"
"CO_97596","CO_82963",0.293,0.57,0.137,0.422,58911,"2640-97596","Make Believe","mom","MakeBelieve-20",NA,NA,NA,"2811-82963","Make Believe","kid","MakeBelieve-20",70,"1","Make Believe_70_1"
"CO_21085","CO_82963",0.332,0.53,0.137,0.403,57925,"2350-21085","Make Believe","dad","MakeBelieve-20",NA,NA,NA,"2811-82963","Make Believe","kid","MakeBelieve-20",70,"1","Make Believe_70_1"
"CO_97596","CO_82964",0.283,0.621,0.097,0.407,60778,"2640-97596","Make Believe","mom","MakeBelieve-20",NA,NA,NA,"2811-82964","Make Believe","kid","MakeBelieve-20",70,"1","Make Believe_70_1"
"CO_21085","CO_82964",0.304,0.567,0.129,0.412,59821,"2350-21085","Make Believe","dad","MakeBelieve-20",NA,NA,NA,"2811-82964","Make Believe","kid","MakeBelieve-20",70,"1","Make Believe_70_1"
"CO_97596","CO_82965",0.312,0.559,0.13,0.409,55886,"2640-97596","Make Believe","mom","MakeBelieve-20",NA,NA,NA,"2811-82965","Make Believe","kid","MakeBelieve-20",70,"1","Make Believe_70_1"
"CO_21085","CO_82965",0.338,0.509,0.153,0.407,55061,"2350-21085","Make Believe","dad","MakeBelieve-20",NA,NA,NA,"2811-82965","Make Believe","kid","MakeBelieve-20",70,"1","Make Believe_70_1"
"CO_97596","CO_82966",0.341,0.505,0.154,0.406,52306,"2640-97596","Make Believe","mom","MakeBelieve-20",NA,NA,NA,"2811-82966","Make Believe","kid","MakeBelieve-20",70,"1","Make Believe_70_1"
"CO_21085","CO_82966",0.365,0.47,0.165,0.4,51472,"2350-21085","Make Believe","dad","MakeBelieve-20",NA,NA,NA,"2811-82966","Make Believe","kid","MakeBelieve-20",70,"1","Make Believe_70_1"
"CO_97596","CO_82967",0.283,0.615,0.101,0.409,56884,"2640-97596","Make Believe","mom","MakeBelieve-20",NA,NA,NA,"2811-82967","Make Believe","kid","MakeBelieve-20",70,"1","Make Believe_70_1"
"CO_21085","CO_82967",0.316,0.549,0.135,0.409,55995,"2350-21085","Make Believe","dad","MakeBelieve-20",NA,NA,NA,"2811-82967","Make Believe","kid","MakeBelieve-20",70,"1","Make Believe_70_1"
"CO_97370","CO_82969",0.359,0.506,0.134,0.388,59466,"2640-97370","Cooks","mom","Cooks-23",NA,NA,NA,"2811-82969","Cooks","kid","Cooks-23",22,"1","Cooks_22_1"
"CO_97370","CO_82970",0.338,0.536,0.126,0.394,59750,"2640-97370","Cooks","mom","Cooks-23",NA,NA,NA,"2811-82970","Cooks","kid","Cooks-23",22,"1","Cooks_22_1"
"CO_97370","CO_82971",0.298,0.589,0.113,0.408,61250,"2640-97370","Cooks","mom","Cooks-23",NA,NA,NA,"2811-82971","Cooks","kid","Cooks-23",22,"1","Cooks_22_1"
"CO_97370","CO_82972",0.308,0.599,0.093,0.392,63429,"2640-97370","Cooks","mom","Cooks-23",NA,NA,NA,"2811-82972","Cooks","kid","Cooks-23",22,"1","Cooks_22_1"
"CO_97370","CO_82973",0.329,0.544,0.127,0.399,57405,"2640-97370","Cooks","mom","Cooks-23",NA,NA,NA,"2811-82973","Cooks","kid","Cooks-23",22,"1","Cooks_22_1"
"CO_57607","CO_82974",0.311,0.573,0.116,0.402,56084,"2850-57607","Schaaps","dad","Schaaps-108",NA,NA,NA,"2811-82974","Schaaps","kid","Schaaps-108",32,"1","Schaaps_32_1"
"CO_57607","CO_82975",0.322,0.578,0.1,0.389,60233,"2850-57607","Schaaps","dad","Schaaps-108",NA,NA,NA,"2811-82975","Schaaps","kid","Schaaps-108",32,"1","Schaaps_32_1"
"CO_57701","CO_82976",0.434,0.361,0.205,0.385,47763,"2850-57701","Schaaps","dad","Schaaps-110",NA,NA,NA,"2811-82976","Schaaps","kid","Schaaps-108",32,"1","Schaaps_32_1"
"CO_57614","CO_82979",0.366,0.492,0.142,0.388,53627,"2850-57614","Blue Cloud","dad","BlueCloud-14",NA,NA,NA,"2811-82979","Blue Cloud","kid","BlueCloud-14",22,"1","Blue Cloud_22_2"
"CO_57614","CO_82980",0.387,0.436,0.177,0.395,54194,"2850-57614","Blue Cloud","dad","BlueCloud-14",NA,NA,NA,"2811-82980","Blue Cloud","kid","BlueCloud-14",22,"1","Blue Cloud_22_2"
"CO_57614","CO_82981",0.361,0.494,0.145,0.392,57730,"2850-57614","Blue Cloud","dad","BlueCloud-14",NA,NA,NA,"2811-82981","Blue Cloud","kid","BlueCloud-14",22,"1","Blue Cloud_22_2"
"CO_57614","CO_82982",0.379,0.458,0.163,0.392,56987,"2850-57614","Blue Cloud","dad","BlueCloud-14",NA,NA,NA,"2811-82982","Blue Cloud","kid","BlueCloud-14",22,"1","Blue Cloud_22_2"
"CO_57614","CO_82983",0.336,0.525,0.139,0.401,58166,"2850-57614","Blue Cloud","dad","BlueCloud-14",NA,NA,NA,"2811-82983","Blue Cloud","kid","BlueCloud-14",22,"1","Blue Cloud_22_2"
"CO_57550","CO_82984",0.367,0.445,0.187,0.41,47963,"2850-57550","Cathys","mom","Cathys-03",NA,NA,NA,"2811-82984","Cathys","kid","Cathys-03",1,"1","Mary Anns_1_2"
"CO_57550","CO_82985",0.333,0.517,0.15,0.409,54541,"2850-57550","Cathys","mom","Cathys-03",NA,NA,NA,"2811-82985","Cathys","kid","Cathys-03",1,"1","Mary Anns_1_2"
"CO_57550","CO_82986",0.357,0.469,0.174,0.409,51613,"2850-57550","Cathys","mom","Cathys-03",NA,NA,NA,"2811-82986","Cathys","kid","Cathys-03",1,"1","Mary Anns_1_2"
"CO_57550","CO_82987",0.383,0.442,0.175,0.396,51218,"2850-57550","Cathys","mom","Cathys-03",NA,NA,NA,"2811-82987","Cathys","kid","Cathys-03",1,"1","Mary Anns_1_2"
"CO_97370","CO_83018",0.334,0.542,0.124,0.395,56212,"2640-97370","Cooks","mom","Cooks-23",NA,NA,NA,"2811-83018","Cooks","kid","Cooks-23",32,"2","Cooks_32_2"
"CO_97370","CO_83019",0.357,0.518,0.125,0.384,56810,"2640-97370","Cooks","mom","Cooks-23",NA,NA,NA,"2811-83019","Cooks","kid","Cooks-23",32,"2","Cooks_32_2"
"CO_97370","CO_83020",0.361,0.481,0.159,0.399,52421,"2640-97370","Cooks","mom","Cooks-23",NA,NA,NA,"2811-83020","Cooks","kid","Cooks-23",32,"2","Cooks_32_2"
"CO_97370","CO_83022",0.34,0.535,0.125,0.393,57619,"2640-97370","Cooks","mom","Cooks-23",NA,NA,NA,"2811-83022","Cooks","kid","Cooks-23",32,"2","Cooks_32_2"
"CO_57607","CO_83029",0.354,0.509,0.137,0.391,59540,"2850-57607","Schaaps","dad","Schaaps-108",NA,NA,NA,"2811-83029","Schaaps","kid","Schaaps-108",97,"2","Schaaps_97_2"
"CO_57607","CO_83030",0.33,0.522,0.148,0.409,56349,"2850-57607","Schaaps","dad","Schaaps-108",NA,NA,NA,"2811-83030","Schaaps","kid","Schaaps-108",97,"2","Schaaps_97_2"
"CO_57607","CO_83032",0.337,0.551,0.112,0.387,61033,"2850-57607","Schaaps","dad","Schaaps-108",NA,NA,NA,"2811-83032","Schaaps","kid","Schaaps-108",97,"2","Schaaps_97_2"
"CO_57557","CO_83033",0.359,0.5,0.142,0.391,52889,"2850-57557","Cooks","dad","Cooks-24",NA,NA,NA,"2811-83033","Cooks","kid","Cooks-24",33,"2","Cooks_33_2"
"CO_57609","CO_83033",0.397,0.424,0.179,0.391,51080,"2850-57609","Cooks","mom","Cooks-24",NA,NA,NA,"2811-83033","Cooks","kid","Cooks-24",33,"2","Cooks_33_2"
"CO_57557","CO_83034",0.384,0.435,0.182,0.399,52914,"2850-57557","Cooks","dad","Cooks-24",NA,NA,NA,"2811-83034","Cooks","kid","Cooks-24",33,"2","Cooks_33_2"
"CO_57609","CO_83034",0.401,0.46,0.139,0.369,51069,"2850-57609","Cooks","mom","Cooks-24",NA,NA,NA,"2811-83034","Cooks","kid","Cooks-24",33,"2","Cooks_33_2"
"CO_57557","CO_83035",0.381,0.442,0.176,0.398,53890,"2850-57557","Cooks","dad","Cooks-24",NA,NA,NA,"2811-83035","Cooks","kid","Cooks-24",33,"2","Cooks_33_2"
"CO_57609","CO_83035",0.364,0.508,0.128,0.382,52063,"2850-57609","Cooks","mom","Cooks-24",NA,NA,NA,"2811-83035","Cooks","kid","Cooks-24",33,"2","Cooks_33_2"
"CO_57609","CO_83036",0.283,0.628,0.089,0.403,59757,"2850-57609","Cooks","mom","Cooks-24",NA,NA,NA,"2811-83036","Cooks","kid","Cooks-24",33,"2","Cooks_33_2"
"CO_57557","CO_83036",0.267,0.619,0.114,0.423,61950,"2850-57557","Cooks","dad","Cooks-24",NA,NA,NA,"2811-83036","Cooks","kid","Cooks-24",33,"2","Cooks_33_2"
"CO_57552","CO_83037",0.323,0.563,0.114,0.396,65998,"2850-57552","Struthers","dad","Struthers-20",NA,NA,NA,"2811-83037","Struthers","kid","Struthers-20",10,"2","Struthers_10_2"
"CO_57551","CO_83037",0.306,0.613,0.08,0.387,61784,"2850-57551","Struthers","mom","Struthers-20",NA,NA,NA,"2811-83037","Struthers","kid","Struthers-20",10,"2","Struthers_10_2"
"CO_57551","CO_83038",0.338,0.521,0.14,0.401,57734,"2850-57551","Struthers","mom","Struthers-20",NA,NA,NA,"2811-83038","Struthers","kid","Struthers-20",10,"2","Struthers_10_2"
"CO_57552","CO_83038",0.329,0.559,0.112,0.391,61798,"2850-57552","Struthers","dad","Struthers-20",NA,NA,NA,"2811-83038","Struthers","kid","Struthers-20",10,"2","Struthers_10_2"
"CO_57551","CO_83039",0.341,0.538,0.121,0.39,57198,"2850-57551","Struthers","mom","Struthers-20",NA,NA,NA,"2811-83039","Struthers","kid","Struthers-20",10,"2","Struthers_10_2"
"CO_57552","CO_83039",0.312,0.607,0.081,0.384,61030,"2850-57552","Struthers","dad","Struthers-20",NA,NA,NA,"2811-83039","Struthers","kid","Struthers-20",10,"2","Struthers_10_2"
"CO_57551","CO_83040",0.328,0.566,0.106,0.389,61340,"2850-57551","Struthers","mom","Struthers-20",NA,NA,NA,"2811-83040","Struthers","kid","Struthers-20",10,"2","Struthers_10_2"
"CO_57552","CO_83040",0.326,0.577,0.097,0.386,65462,"2850-57552","Struthers","dad","Struthers-20",NA,NA,NA,"2811-83040","Struthers","kid","Struthers-20",10,"2","Struthers_10_2"
"CO_97596","CO_83041",0.288,0.582,0.131,0.421,56138,"2640-97596","Make Believe","mom","MakeBelieve-20",NA,NA,NA,"2811-83041","Make Believe","kid","MakeBelieve-20",73,"2","Make Believe_73_2"
"CO_97596","CO_83042",0.283,0.603,0.115,0.416,59636,"2640-97596","Make Believe","mom","MakeBelieve-20",NA,NA,NA,"2811-83042","Make Believe","kid","MakeBelieve-20",73,"2","Make Believe_73_2"
"CO_97596","CO_83043",0.287,0.607,0.106,0.409,60143,"2640-97596","Make Believe","mom","MakeBelieve-20",NA,NA,NA,"2811-83043","Make Believe","kid","MakeBelieve-20",73,"2","Make Believe_73_2"
"CO_57518","CO_83043",0.317,0.57,0.113,0.398,59974,"2850-57518","Make Believe","dad","MakeBelieve-69",NA,NA,NA,"2811-83043","Make Believe","kid","MakeBelieve-20",73,"2","Make Believe_73_2"
"CO_97347","CO_83205",0.292,0.593,0.114,0.411,62498,"2640-97347","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"2811-83205","Make Believe","kid","MakeBelieve-26",34,"1","Make Believe_34_1"
"CO_97347","CO_83206",0.281,0.623,0.096,0.408,66774,"2640-97347","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"2811-83206","Make Believe","kid","MakeBelieve-26",34,"1","Make Believe_34_1"
"CO_57518","CO_83206",0.266,0.635,0.099,0.416,62459,"2850-57518","Make Believe","dad","MakeBelieve-69",NA,NA,NA,"2811-83206","Make Believe","kid","MakeBelieve-26",34,"1","Make Believe_34_1"
"CO_97347","CO_83207",0.361,0.469,0.17,0.404,51093,"2640-97347","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"2811-83207","Make Believe","kid","MakeBelieve-26",34,"1","Make Believe_34_1"
"CO_57518","CO_83207",0.339,0.501,0.16,0.41,47946,"2850-57518","Make Believe","dad","MakeBelieve-69",NA,NA,NA,"2811-83207","Make Believe","kid","MakeBelieve-26",34,"1","Make Believe_34_1"
"CO_97347","CO_83208",0.255,0.652,0.093,0.419,62041,"2640-97347","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"2811-83208","Make Believe","kid","MakeBelieve-26",34,"1","Make Believe_34_1"
"CO_97347","CO_83209",0.249,0.696,0.054,0.403,65720,"2640-97347","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"2811-83209","Make Believe","kid","MakeBelieve-26",34,"1","Make Believe_34_1"
"CO_57518","CO_83208",0.273,0.632,0.095,0.411,58043,"2850-57518","Make Believe","dad","MakeBelieve-69",NA,NA,NA,"2811-83208","Make Believe","kid","MakeBelieve-26",34,"1","Make Believe_34_1"
"CO_97548","CO_83210",0.305,0.604,0.091,0.393,62508,"2640-97548","Blue Cloud","dad","BlueCloud-18",NA,NA,NA,"2811-83210","Struthers","kid","Struthers-20",20,"1","Struthers_20_1"
"CO_57551","CO_83210",0.346,0.55,0.105,0.379,58173,"2850-57551","Struthers","mom","Struthers-20",NA,NA,NA,"2811-83210","Struthers","kid","Struthers-20",20,"1","Struthers_20_1"
"CO_97548","CO_83211",0.314,0.595,0.091,0.389,64254,"2640-97548","Blue Cloud","dad","BlueCloud-18",NA,NA,NA,"2811-83211","Struthers","kid","Struthers-20",20,"1","Struthers_20_1"
"CO_57551","CO_83211",0.312,0.587,0.102,0.395,59799,"2850-57551","Struthers","mom","Struthers-20",NA,NA,NA,"2811-83211","Struthers","kid","Struthers-20",20,"1","Struthers_20_1"
"CO_57552","CO_83212",0.335,0.574,0.091,0.378,67124,"2850-57552","Struthers","dad","Struthers-20",NA,NA,NA,"2811-83212","Struthers","kid","Struthers-20",20,"1","Struthers_20_1"
"CO_57551","CO_83212",0.327,0.57,0.103,0.388,62845,"2850-57551","Struthers","mom","Struthers-20",NA,NA,NA,"2811-83212","Struthers","kid","Struthers-20",20,"1","Struthers_20_1"
"CO_57552","CO_83213",0.358,0.505,0.137,0.39,59524,"2850-57552","Struthers","dad","Struthers-20",NA,NA,NA,"2811-83213","Struthers","kid","Struthers-20",20,"1","Struthers_20_1"
"CO_57551","CO_83213",0.348,0.546,0.105,0.378,55658,"2850-57551","Struthers","mom","Struthers-20",NA,NA,NA,"2811-83213","Struthers","kid","Struthers-20",20,"1","Struthers_20_1"
"CO_97385","CO_83401",0.258,0.65,0.092,0.417,59803,"2640-97385","Make Believe","mom","MakeBelieve-69",NA,NA,NA,"2811-83401","Make Believe","kid","MakeBelieve-69",14,"1","Make Believe_14_1"
"CO_97548","CO_83401",0.292,0.586,0.122,0.415,63729,"2640-97548","Blue Cloud","dad","BlueCloud-18",NA,NA,NA,"2811-83401","Make Believe","kid","MakeBelieve-69",14,"1","Make Believe_14_1"
"CO_97385","CO_83402",0.252,0.665,0.083,0.416,56871,"2640-97385","Make Believe","mom","MakeBelieve-69",NA,NA,NA,"2811-83402","Make Believe","kid","MakeBelieve-69",14,"1","Make Believe_14_1"
"CO_97548","CO_83402",0.338,0.536,0.127,0.395,60510,"2640-97548","Blue Cloud","dad","BlueCloud-18",NA,NA,NA,"2811-83402","Make Believe","kid","MakeBelieve-69",14,"1","Make Believe_14_1"
"CO_97385","CO_83403",0.292,0.584,0.124,0.416,60738,"2640-97385","Make Believe","mom","MakeBelieve-69",NA,NA,NA,"2811-83403","Make Believe","kid","MakeBelieve-69",14,"1","Make Believe_14_1"
"CO_97548","CO_83403",0.32,0.561,0.118,0.399,64754,"2640-97548","Blue Cloud","dad","BlueCloud-18",NA,NA,NA,"2811-83403","Make Believe","kid","MakeBelieve-69",14,"1","Make Believe_14_1"
"CO_57518","CO_E20",0.308,0.57,0.122,0.407,52462,"2850-57518","Make Believe","dad","MakeBelieve-69",NA,NA,NA,"E20","Make Believe","egg","MakeBelieve-69",69,"collected","MakeBelieve-69_collected"
"CO_57518","CO_E21",0.342,0.506,0.152,0.405,58279,"2850-57518","Make Believe","dad","MakeBelieve-69",NA,NA,NA,"E21","Make Believe","egg","MakeBelieve-69",69,"collected","MakeBelieve-69_collected"
"CO_57518","CO_E22",0.293,0.59,0.117,0.412,57639,"2850-57518","Make Believe","dad","MakeBelieve-69",NA,NA,NA,"E22","Make Believe","egg","MakeBelieve-69",69,"collected","MakeBelieve-69_collected"
"CO_57518","CO_E23",0.336,0.525,0.139,0.401,55150,"2850-57518","Make Believe","dad","MakeBelieve-69",NA,NA,NA,"E23","Make Believe","egg","MakeBelieve-69",69,"collected","MakeBelieve-69_collected"
"CO_57518","CO_E24",0.312,0.569,0.119,0.404,57115,"2850-57518","Make Believe","dad","MakeBelieve-69",NA,NA,NA,"E24","Make Believe","egg","MakeBelieve-69",69,"collected","MakeBelieve-69_collected"
"CO_57550","CO_E34",0.296,0.581,0.124,0.414,57704,"2850-57550","Cathys","mom","Cathys-03",NA,NA,NA,"E34","Cathys","egg","Cathys-03",3,"collected","Cathys-03_collected"
"CO_57550","CO_E35",0.295,0.564,0.141,0.423,58058,"2850-57550","Cathys","mom","Cathys-03",NA,NA,NA,"E35","Cathys","egg","Cathys-03",3,"collected","Cathys-03_collected"
"CO_57550","CO_E36",0.379,0.424,0.197,0.409,49500,"2850-57550","Cathys","mom","Cathys-03",NA,NA,NA,"E36","Cathys","egg","Cathys-03",3,"collected","Cathys-03_collected"
"CO_57550","CO_E37",0.29,0.583,0.127,0.418,55302,"2850-57550","Cathys","mom","Cathys-03",NA,NA,NA,"E37","Cathys","egg","Cathys-03",3,"collected","Cathys-03_collected"
"CO_57701","CO_E38",0.377,0.468,0.155,0.389,55239,"2850-57701","Schaaps","dad","Schaaps-110",NA,NA,NA,"E38","Schaaps","egg","Schaaps-80",80,"collected","Schaaps-80_collected"
"CO_57701","CO_E39",0.381,0.463,0.155,0.387,50536,"2850-57701","Schaaps","dad","Schaaps-110",NA,NA,NA,"E39","Schaaps","egg","Schaaps-80",80,"collected","Schaaps-80_collected"
"CO_57701","CO_E40",0.4,0.437,0.163,0.382,53718,"2850-57701","Schaaps","dad","Schaaps-110",NA,NA,NA,"E40","Schaaps","egg","Schaaps-80",80,"collected","Schaaps-80_collected"
"CO_57701","CO_E41",0.403,0.446,0.152,0.375,53774,"2850-57701","Schaaps","dad","Schaaps-110",NA,NA,NA,"E41","Schaaps","egg","Schaaps-80",80,"collected","Schaaps-80_collected"
"CO_57701","CO_E42",0.402,0.429,0.17,0.384,52130,"2850-57701","Schaaps","dad","Schaaps-110",NA,NA,NA,"E42","Schaaps","egg","Schaaps-80",80,"collected","Schaaps-80_collected"
"CO_57551","CO_E43",0.36,0.524,0.116,0.378,60203,"2850-57551","Struthers","mom","Struthers-20",NA,NA,NA,"E43","Struthers","egg","Struthers-20",20,"collected","Struthers-20_collected"
"CO_57552","CO_E43",0.341,0.563,0.096,0.377,64353,"2850-57552","Struthers","dad","Struthers-20",NA,NA,NA,"E43","Struthers","egg","Struthers-20",20,"collected","Struthers-20_collected"
"CO_57552","CO_E44",0.377,0.485,0.138,0.38,60273,"2850-57552","Struthers","dad","Struthers-20",NA,NA,NA,"E44","Struthers","egg","Struthers-20",20,"collected","Struthers-20_collected"
"CO_57551","CO_E44",0.421,0.411,0.168,0.374,56396,"2850-57551","Struthers","mom","Struthers-20",NA,NA,NA,"E44","Struthers","egg","Struthers-20",20,"collected","Struthers-20_collected"
"CO_57551","CO_E45",0.376,0.483,0.141,0.383,60877,"2850-57551","Struthers","mom","Struthers-20",NA,NA,NA,"E45","Struthers","egg","Struthers-20",20,"collected","Struthers-20_collected"
"CO_57552","CO_E45",0.33,0.582,0.088,0.379,65105,"2850-57552","Struthers","dad","Struthers-20",NA,NA,NA,"E45","Struthers","egg","Struthers-20",20,"collected","Struthers-20_collected"
"CO_57551","CO_E46",0.379,0.492,0.129,0.375,61703,"2850-57551","Struthers","mom","Struthers-20",NA,NA,NA,"E46","Struthers","egg","Struthers-20",20,"collected","Struthers-20_collected"
"CO_57552","CO_E46",0.323,0.574,0.102,0.39,65979,"2850-57552","Struthers","dad","Struthers-20",NA,NA,NA,"E46","Struthers","egg","Struthers-20",20,"collected","Struthers-20_collected"
