"Ind1","Ind2","k0_hat","k1_hat","k2_hat","pi_HAT","nbSNP","Band_ind1","Site_ind1","Type_ind1","FamilyID_ind1","Nest_ind1","Brood_ind1","clutch_id_ind1","Band_ind2","Site_ind2","Type_ind2","FamilyID_ind2","Nest_ind2","Brood_ind2","clutch_id_ind2"
"CO_57610","CO_82981",0.41,0.37,0.219,0.404,44062,"2850-57610","Blue Cloud","mom","BlueCloud-14",NA,NA,NA,"2811-82981","Blue Cloud","kid","BlueCloud-14",22,"1","Blue Cloud_22_2"
"CO_57610","CO_82982",0.361,0.468,0.171,0.405,43612,"2850-57610","Blue Cloud","mom","BlueCloud-14",NA,NA,NA,"2811-82982","Blue Cloud","kid","BlueCloud-14",22,"1","Blue Cloud_22_2"
"CO_57610","CO_E48",0.381,0.439,0.18,0.4,45780,"2850-57610","Blue Cloud","mom","BlueCloud-14",NA,NA,NA,"E48","Blue Cloud","egg","BlueCloud-14",14,"collected","BlueCloud-14_collected"
"CO_57610","CO_E50",0.413,0.395,0.192,0.389,41024,"2850-57610","Blue Cloud","mom","BlueCloud-14",NA,NA,NA,"E50","Blue Cloud","egg","BlueCloud-14",14,"collected","BlueCloud-14_collected"
"CO_57610","CO_E49",0.394,0.411,0.195,0.401,46171,"2850-57610","Blue Cloud","mom","BlueCloud-14",NA,NA,NA,"E49","Blue Cloud","egg","BlueCloud-14",14,"collected","BlueCloud-14_collected"
"CO_57610","CO_E51",0.366,0.488,0.145,0.39,48028,"2850-57610","Blue Cloud","mom","BlueCloud-14",NA,NA,NA,"E51","Blue Cloud","egg","BlueCloud-14",14,"collected","BlueCloud-14_collected"
"CO_57612","CO_83405",0.328,0.544,0.127,0.4,56987,"2850-57612","Blue Cloud","mom","BlueCloud-09",NA,NA,NA,"2811-83405","Blue Cloud","kid","BlueCloud-09",21,"1","Blue Cloud_21_1"
"CO_57612","CO_83406",0.293,0.599,0.108,0.407,65205,"2850-57612","Blue Cloud","mom","BlueCloud-09",NA,NA,NA,"2811-83406","Blue Cloud","kid","BlueCloud-09",21,"1","Blue Cloud_21_1"
"CO_57612","CO_83407",0.298,0.612,0.09,0.396,62618,"2850-57612","Blue Cloud","mom","BlueCloud-09",NA,NA,NA,"2811-83407","Blue Cloud","kid","BlueCloud-09",21,"1","Blue Cloud_21_1"
"CO_57612","CO_83408",0.316,0.565,0.119,0.401,64802,"2850-57612","Blue Cloud","mom","BlueCloud-09",NA,NA,NA,"2811-83408","Blue Cloud","kid","BlueCloud-09",21,"1","Blue Cloud_21_1"
"CO_57612","CO_83404",0.314,0.576,0.11,0.398,63823,"2850-57612","Blue Cloud","mom","BlueCloud-09",NA,NA,NA,"2811-83404","Blue Cloud","kid","BlueCloud-09",21,"1","Blue Cloud_21_1"
"CO_57612","CO_E29",0.343,0.535,0.121,0.389,65912,"2850-57612","Blue Cloud","mom","BlueCloud-09",NA,NA,NA,"E29","Blue Cloud","egg","BlueCloud-09",9,"collected","BlueCloud-09_collected"
"CO_57612","CO_E33",0.322,0.563,0.115,0.396,64189,"2850-57612","Blue Cloud","mom","BlueCloud-09",NA,NA,NA,"E33","Blue Cloud","egg","BlueCloud-09",9,"collected","BlueCloud-09_collected"
"CO_57612","CO_E30",0.364,0.469,0.167,0.402,56294,"2850-57612","Blue Cloud","mom","BlueCloud-09",NA,NA,NA,"E30","Blue Cloud","egg","BlueCloud-09",9,"collected","BlueCloud-09_collected"
"CO_57612","CO_E31",0.104,0.65,0.246,0.571,63193,"2850-57612","Blue Cloud","mom","BlueCloud-09",NA,NA,NA,"E31","Blue Cloud","egg","BlueCloud-09",9,"collected","BlueCloud-09_collected"
"CO_57612","CO_E32",0.315,0.548,0.137,0.411,62629,"2850-57612","Blue Cloud","mom","BlueCloud-09",NA,NA,NA,"E32","Blue Cloud","egg","BlueCloud-09",9,"collected","BlueCloud-09_collected"
"CO_57615","CO_E01",0.348,0.503,0.149,0.4,49987,"2850-57615","Urban Farm Girlz","dad","UrbanFarm-02",NA,NA,NA,"E01","Urban Farm Girlz","egg","UrbanFarm-02",2,"collected","UrbanFarm-02_collected"
"CO_57615","CO_E03",0.336,0.531,0.133,0.398,58785,"2850-57615","Urban Farm Girlz","dad","UrbanFarm-02",NA,NA,NA,"E03","Urban Farm Girlz","egg","UrbanFarm-02",2,"collected","UrbanFarm-02_collected"
"CO_57615","CO_E02",0.37,0.482,0.148,0.389,54563,"2850-57615","Urban Farm Girlz","dad","UrbanFarm-02",NA,NA,NA,"E02","Urban Farm Girlz","egg","UrbanFarm-02",2,"collected","UrbanFarm-02_collected"
"CO_57615","CO_E04",0.364,0.472,0.164,0.4,54041,"2850-57615","Urban Farm Girlz","dad","UrbanFarm-02",NA,NA,NA,"E04","Urban Farm Girlz","egg","UrbanFarm-02",2,"collected","UrbanFarm-02_collected"
"CO_57619","CO_E80",0.301,0.594,0.105,0.402,67563,"2850-57619","Reinarz","dad","Reinarz-01",NA,NA,NA,"E80","Reinarz","egg","Reinarz-01",1,"collected","Reinarz-01_collected"
"CO_57619","CO_E81",0.325,0.557,0.118,0.397,60411,"2850-57619","Reinarz","dad","Reinarz-01",NA,NA,NA,"E81","Reinarz","egg","Reinarz-01",1,"collected","Reinarz-01_collected"
"CO_57619","CO_E83",0.33,0.55,0.12,0.395,58726,"2850-57619","Reinarz","dad","Reinarz-01",NA,NA,NA,"E83","Reinarz","egg","Reinarz-01",1,"collected","Reinarz-01_collected"
"CO_57619","CO_E84",0.295,0.567,0.139,0.422,60046,"2850-57619","Reinarz","dad","Reinarz-01",NA,NA,NA,"E84","Reinarz","egg","Reinarz-01",1,"collected","Reinarz-01_collected"
"CO_57619","CO_E82",0.339,0.522,0.139,0.4,61822,"2850-57619","Reinarz","dad","Reinarz-01",NA,NA,NA,"E82","Reinarz","egg","Reinarz-01",1,"collected","Reinarz-01_collected"
"CO_57836","CO_83205",0.288,0.622,0.09,0.401,62929,"2850-57836","Make Believe","dad","MakeBelieve-26",NA,NA,NA,"2811-83205","Make Believe","kid","MakeBelieve-26",34,"1","Make Believe_34_1"
"CO_57836","CO_83209",0.281,0.618,0.101,0.41,66149,"2850-57836","Make Believe","dad","MakeBelieve-26",NA,NA,NA,"2811-83209","Make Believe","kid","MakeBelieve-26",34,"1","Make Believe_34_1"
"CO_57836","CO_E05",0.31,0.569,0.121,0.405,59838,"2850-57836","Make Believe","dad","MakeBelieve-26",NA,NA,NA,"E05","Make Believe","egg","MakeBelieve-26",26,"collected","MakeBelieve-26_collected"
"CO_57836","CO_E07",0.309,0.595,0.096,0.394,65750,"2850-57836","Make Believe","dad","MakeBelieve-26",NA,NA,NA,"E07","Make Believe","egg","MakeBelieve-26",26,"collected","MakeBelieve-26_collected"
"CO_57836","CO_E09",0.362,0.508,0.131,0.385,56541,"2850-57836","Make Believe","dad","MakeBelieve-26",NA,NA,NA,"E09","Make Believe","egg","MakeBelieve-26",26,"collected","MakeBelieve-26_collected"
"CO_57836","CO_E08",0.339,0.552,0.109,0.385,60582,"2850-57836","Make Believe","dad","MakeBelieve-26",NA,NA,NA,"E08","Make Believe","egg","MakeBelieve-26",26,"collected","MakeBelieve-26_collected"
"CO_57836","CO_E06",0.371,0.476,0.152,0.391,56612,"2850-57836","Make Believe","dad","MakeBelieve-26",NA,NA,NA,"E06","Make Believe","egg","MakeBelieve-26",26,"collected","MakeBelieve-26_collected"
"CO_57853","CO_83215",0.282,0.597,0.12,0.419,49357,"2850-57853","Cooks","mom","Cooks-27",NA,NA,NA,"2811-83215","Cooks","kid","Cooks-27",29,"2","Cooks_29_2"
"CO_57853","CO_83216",0.26,0.633,0.107,0.424,52198,"2850-57853","Cooks","mom","Cooks-27",NA,NA,NA,"2811-83216","Cooks","kid","Cooks-27",29,"2","Cooks_29_2"
"CO_57853","CO_83217",0.281,0.588,0.131,0.425,50777,"2850-57853","Cooks","mom","Cooks-27",NA,NA,NA,"2811-83217","Cooks","kid","Cooks-27",29,"2","Cooks_29_2"
"CO_57853","CO_83214",0.327,0.529,0.143,0.408,51756,"2850-57853","Cooks","mom","Cooks-27",NA,NA,NA,"2811-83214","Cooks","kid","Cooks-27",29,"2","Cooks_29_2"
"CO_57853","CO_E55",0.296,0.58,0.124,0.414,53179,"2850-57853","Cooks","mom","Cooks-27",NA,NA,NA,"E55","Cooks","egg","Cooks-27",27,"collected","Cooks-27_collected"
"CO_57853","CO_E54",0.315,0.561,0.125,0.405,49674,"2850-57853","Cooks","mom","Cooks-27",NA,NA,NA,"E54","Cooks","egg","Cooks-27",27,"collected","Cooks-27_collected"
"CO_57853","CO_E53",0.306,0.547,0.147,0.421,51764,"2850-57853","Cooks","mom","Cooks-27",NA,NA,NA,"E53","Cooks","egg","Cooks-27",27,"collected","Cooks-27_collected"
"CO_57853","CO_E52",0.318,0.546,0.136,0.409,52079,"2850-57853","Cooks","mom","Cooks-27",NA,NA,NA,"E52","Cooks","egg","Cooks-27",27,"collected","Cooks-27_collected"
"CO_57901","CO_83406",0.292,0.58,0.128,0.418,55018,"2850-57901","Blue Cloud","dad","BlueCloud-09",NA,NA,NA,"2811-83406","Blue Cloud","kid","BlueCloud-09",21,"1","Blue Cloud_21_1"
"CO_57901","CO_83404",0.325,0.527,0.148,0.411,53864,"2850-57901","Blue Cloud","dad","BlueCloud-09",NA,NA,NA,"2811-83404","Blue Cloud","kid","BlueCloud-09",21,"1","Blue Cloud_21_1"
"CO_57912","CO_83215",0.274,0.604,0.122,0.424,54964,"2850-57912","Cooks","dad","Cooks-27",NA,NA,NA,"2811-83215","Cooks","kid","Cooks-27",29,"2","Cooks_29_2"
"CO_63488","CO_83041",0.266,0.627,0.107,0.421,59837,"2510-63488","Make Believe","dad","MakeBelieve-17",NA,NA,NA,"2811-83041","Make Believe","kid","MakeBelieve-20",73,"2","Make Believe_73_2"
"CO_63488","CO_83042",0.256,0.664,0.079,0.411,63526,"2510-63488","Make Believe","dad","MakeBelieve-17",NA,NA,NA,"2811-83042","Make Believe","kid","MakeBelieve-20",73,"2","Make Believe_73_2"
"CO_97347","CO_E06",0.332,0.531,0.137,0.403,56095,"2640-97347","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"E06","Make Believe","egg","MakeBelieve-26",26,"collected","MakeBelieve-26_collected"
"CO_97347","CO_E05",0.326,0.562,0.111,0.392,59460,"2640-97347","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"E05","Make Believe","egg","MakeBelieve-26",26,"collected","MakeBelieve-26_collected"
"CO_97347","CO_E07",0.298,0.606,0.096,0.399,65195,"2640-97347","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"E07","Make Believe","egg","MakeBelieve-26",26,"collected","MakeBelieve-26_collected"
"CO_97347","CO_E09",0.368,0.464,0.169,0.4,56086,"2640-97347","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"E09","Make Believe","egg","MakeBelieve-26",26,"collected","MakeBelieve-26_collected"
"CO_97347","CO_E08",0.296,0.597,0.106,0.405,60062,"2640-97347","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"E08","Make Believe","egg","MakeBelieve-26",26,"collected","MakeBelieve-26_collected"
"CO_97370","CO_E16",0.296,0.621,0.083,0.394,72957,"2640-97370","Cooks","mom","Cooks-23",NA,NA,NA,"E16","Cooks","egg","Cooks-23",23,"collected","Cooks-23_collected"
"CO_97370","CO_E15",0.315,0.58,0.105,0.395,63172,"2640-97370","Cooks","mom","Cooks-23",NA,NA,NA,"E15","Cooks","egg","Cooks-23",23,"collected","Cooks-23_collected"
"CO_97370","CO_E18",0.257,0.678,0.066,0.405,69776,"2640-97370","Cooks","mom","Cooks-23",NA,NA,NA,"E18","Cooks","egg","Cooks-23",23,"collected","Cooks-23_collected"
"CO_97370","CO_E19",0.288,0.628,0.084,0.398,67297,"2640-97370","Cooks","mom","Cooks-23",NA,NA,NA,"E19","Cooks","egg","Cooks-23",23,"collected","Cooks-23_collected"
"CO_97370","CO_E17",0.325,0.571,0.104,0.389,60592,"2640-97370","Cooks","mom","Cooks-23",NA,NA,NA,"E17","Cooks","egg","Cooks-23",23,"collected","Cooks-23_collected"
"CO_97385","CO_E23",0.325,0.529,0.146,0.411,56801,"2640-97385","Make Believe","mom","MakeBelieve-69",NA,NA,NA,"E23","Make Believe","egg","MakeBelieve-69",69,"collected","MakeBelieve-69_collected"
"CO_97385","CO_E20",0.299,0.584,0.117,0.409,54041,"2640-97385","Make Believe","mom","MakeBelieve-69",NA,NA,NA,"E20","Make Believe","egg","MakeBelieve-69",69,"collected","MakeBelieve-69_collected"
"CO_97385","CO_E22",0.288,0.612,0.101,0.406,59381,"2640-97385","Make Believe","mom","MakeBelieve-69",NA,NA,NA,"E22","Make Believe","egg","MakeBelieve-69",69,"collected","MakeBelieve-69_collected"
"CO_97385","CO_E21",0.297,0.577,0.126,0.414,59919,"2640-97385","Make Believe","mom","MakeBelieve-69",NA,NA,NA,"E21","Make Believe","egg","MakeBelieve-69",69,"collected","MakeBelieve-69_collected"
"CO_97385","CO_E24",0.333,0.517,0.149,0.408,58836,"2640-97385","Make Believe","mom","MakeBelieve-69",NA,NA,NA,"E24","Make Believe","egg","MakeBelieve-69",69,"collected","MakeBelieve-69_collected"
"CO_57546","CO_39029",0.212,0.682,0.106,0.447,49125,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2811-39029","Schaaps","kid","Schaaps-98",98,"2","Schaaps_98_2"
"CO_57559","CO_39029",0.183,0.717,0.1,0.459,56888,"2850-57559","Schaaps","mom","Schaaps-98",NA,"","","2811-39029","Schaaps","kid","Schaaps-98",98,"2","Schaaps_98_2"
"CO_57546","CO_39030",0.135,0.819,0.046,0.456,57312,"2850-57546","Schaaps","dad","Schaaps-98",NA,"","","2811-39030","Schaaps","kid","Schaaps-98",98,"2","Schaaps_98_2"
"CO_57559","CO_39030",0.157,0.755,0.088,0.466,66155,"2850-57559","Schaaps","mom","Schaaps-98",NA,"","","2811-39030","Schaaps","kid","Schaaps-98",98,"2","Schaaps_98_2"
"CO_57608","CO_39042",0.212,0.735,0.053,0.421,66245,"2850-57608","Urban Farm Girlz","mom","UrbanFarm-02",NA,NA,NA,"2811-39042","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57615","CO_39043",0.24,0.678,0.082,0.421,56473,"2850-57615","Urban Farm Girlz","dad","UrbanFarm-02",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57608","CO_39043",0.235,0.696,0.069,0.417,62469,"2850-57608","Urban Farm Girlz","mom","UrbanFarm-02",NA,NA,NA,"2811-39043","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57608","CO_39044",0.203,0.735,0.061,0.429,63506,"2850-57608","Urban Farm Girlz","mom","UrbanFarm-02",NA,NA,NA,"2811-39044","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57608","CO_39050",0.248,0.657,0.095,0.423,59720,"2850-57608","Urban Farm Girlz","mom","UrbanFarm-02",NA,NA,NA,"2811-39050","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57615","CO_39050",0.25,0.683,0.067,0.408,53862,"2850-57615","Urban Farm Girlz","dad","UrbanFarm-02",NA,NA,NA,"2811-39050","Urban Farm Girlz","kid","UrbanFarm-02",5,"1","Urban Farm Girlz_5_1"
"CO_57604","CO_39152",0.191,0.745,0.063,0.436,57577,"2850-57604","Schaaps","mom","Schaaps-110",NA,"","","2811-39152","Schaaps","kid","Schaaps-110",110,"1","Schaaps_110_1"
"CO_57701","CO_39152",0.293,0.576,0.131,0.419,52428,"2850-57701","Schaaps","dad","Schaaps-110",NA,NA,NA,"2811-39152","Schaaps","kid","Schaaps-110",110,"1","Schaaps_110_1"
"CO_57604","CO_39153",0.198,0.727,0.075,0.438,59443,"2850-57604","Schaaps","mom","Schaaps-110",NA,"","","2811-39153","Schaaps","kid","Schaaps-110",110,"1","Schaaps_110_1"
"CO_57701","CO_39153",0.28,0.627,0.093,0.407,54170,"2850-57701","Schaaps","dad","Schaaps-110",NA,NA,NA,"2811-39153","Schaaps","kid","Schaaps-110",110,"1","Schaaps_110_1"
"CO_57604","CO_39154",0.161,0.774,0.065,0.452,59815,"2850-57604","Schaaps","mom","Schaaps-110",NA,"","","2811-39154","Schaaps","kid","Schaaps-110",110,"1","Schaaps_110_1"
"CO_57701","CO_39154",0.284,0.618,0.098,0.407,54431,"2850-57701","Schaaps","dad","Schaaps-110",NA,NA,NA,"2811-39154","Schaaps","kid","Schaaps-110",110,"1","Schaaps_110_1"
"CO_57563","CO_39155",0.163,0.783,0.054,0.445,69671,"2850-57563","Schaaps","dad","Schaaps-74",NA,"","","2811-39155","Schaaps","kid","Schaaps-74",74,"1","Schaaps_74_1"
"CO_57561","CO_39155",0.218,0.7,0.082,0.432,58986,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","2811-39155","Schaaps","kid","Schaaps-74",74,"1","Schaaps_74_1"
"CO_57563","CO_39156",0.146,0.816,0.038,0.446,79656,"2850-57563","Schaaps","dad","Schaaps-74",NA,"","","2811-39156","Schaaps","kid","Schaaps-74",74,"1","Schaaps_74_1"
"CO_57561","CO_39156",0.142,0.816,0.042,0.45,67322,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","2811-39156","Schaaps","kid","Schaaps-74",74,"1","Schaaps_74_1"
"CO_57563","CO_39157",0.161,0.805,0.034,0.437,69671,"2850-57563","Schaaps","dad","Schaaps-74",NA,"","","2811-39157","Schaaps","kid","Schaaps-74",74,"1","Schaaps_74_1"
"CO_57561","CO_39157",0.177,0.77,0.053,0.438,58876,"2850-57561","Schaaps","mom","Schaaps-74",NA,"","","2811-39157","Schaaps","kid","Schaaps-74",74,"1","Schaaps_74_1"
"CO_57611","CO_39158",0.198,0.725,0.077,0.44,62642,"2850-57611","Schaaps","mom","Schaaps-71",NA,"","","2811-39158","Schaaps","kid","Schaaps-71",71,"1","Schaaps_71_1"
"CO_57606","CO_39158",0.176,0.757,0.067,0.445,55693,"2850-57606","Schaaps","dad","Schaaps-71",NA,"","","2811-39158","Schaaps","kid","Schaaps-71",71,"1","Schaaps_71_1"
"CO_57611","CO_39159",0.193,0.72,0.087,0.447,62228,"2850-57611","Schaaps","mom","Schaaps-71",NA,"","","2811-39159","Schaaps","kid","Schaaps-71",71,"1","Schaaps_71_1"
"CO_57606","CO_39159",0.189,0.716,0.094,0.452,55357,"2850-57606","Schaaps","dad","Schaaps-71",NA,"","","2811-39159","Schaaps","kid","Schaaps-71",71,"1","Schaaps_71_1"
"CO_57606","CO_39177",0.182,0.71,0.108,0.463,50968,"2850-57606","Schaaps","dad","Schaaps-71",NA,"","","2811-39177","Schaaps","kid","Schaaps-71",71,"1","Schaaps_71_1"
"CO_57611","CO_39177",0.196,0.718,0.086,0.445,57241,"2850-57611","Schaaps","mom","Schaaps-71",NA,"","","2811-39177","Schaaps","kid","Schaaps-71",71,"1","Schaaps_71_1"
"CO_57617","CO_39184",0.119,0.835,0.046,0.464,77009,"2850-57617","Urban Farm Girlz","mom","UrbanFarm-04",NA,"","","2811-39184","Urban Farm Girlz","kid","UrbanFarm-04",4,"1","Urban Farm Girlz_4_1"
"CO_57624","CO_39184",0.24,0.68,0.081,0.421,67708,"2850-57624","Urban Farm Girlz","dad","UrbanFarm-04",NA,NA,NA,"2811-39184","Urban Farm Girlz","kid","UrbanFarm-04",4,"1","Urban Farm Girlz_4_1"
"CO_57617","CO_39185",0.128,0.82,0.052,0.462,73127,"2850-57617","Urban Farm Girlz","mom","UrbanFarm-04",NA,"","","2811-39185","Urban Farm Girlz","kid","UrbanFarm-04",4,"1","Urban Farm Girlz_4_1"
"CO_57624","CO_39185",0.243,0.655,0.102,0.429,64297,"2850-57624","Urban Farm Girlz","dad","UrbanFarm-04",NA,NA,NA,"2811-39185","Urban Farm Girlz","kid","UrbanFarm-04",4,"1","Urban Farm Girlz_4_1"
"CO_57617","CO_39186",0.135,0.825,0.04,0.453,67453,"2850-57617","Urban Farm Girlz","mom","UrbanFarm-04",NA,"","","2811-39186","Urban Farm Girlz","kid","UrbanFarm-04",4,"1","Urban Farm Girlz_4_1"
"CO_57624","CO_39186",0.259,0.626,0.115,0.428,59323,"2850-57624","Urban Farm Girlz","dad","UrbanFarm-04",NA,NA,NA,"2811-39186","Urban Farm Girlz","kid","UrbanFarm-04",4,"1","Urban Farm Girlz_4_1"
"CO_57905","CO_39187",0.126,0.825,0.05,0.462,56029,"2850-57905","Schaaps","mom","Schaaps-24",NA,"","","2811-39187","Schaaps","kid","Schaaps-24",24,"1","Schaaps_24_1"
"CO_57563","CO_39187",0.151,0.8,0.048,0.449,67094,"2850-57563","Schaaps","dad","Schaaps-74",NA,"","","2811-39187","Schaaps","kid","Schaaps-24",24,"1","Schaaps_24_1"
"CO_57554","CO_39188",0.141,0.808,0.052,0.456,69325,"2850-57554","Schaaps","dad","Schaaps-24",NA,"","","2811-39188","Schaaps","kid","Schaaps-24",24,"1","Schaaps_24_1"
"CO_57905","CO_39188",0.149,0.795,0.057,0.454,65137,"2850-57905","Schaaps","mom","Schaaps-24",NA,"","","2811-39188","Schaaps","kid","Schaaps-24",24,"1","Schaaps_24_1"
"CO_57563","CO_39189",0.168,0.775,0.057,0.445,71057,"2850-57563","Schaaps","dad","Schaaps-74",NA,"","","2811-39189","Schaaps","kid","Schaaps-24",24,"1","Schaaps_24_1"
"CO_57905","CO_39189",0.179,0.725,0.096,0.458,59345,"2850-57905","Schaaps","mom","Schaaps-24",NA,"","","2811-39189","Schaaps","kid","Schaaps-24",24,"1","Schaaps_24_1"
"CO_57854","CO_39190",0.192,0.74,0.068,0.438,58404,"2850-57854","Cooks","mom","Cooks-18",NA,"","","2811-39190","Cooks","kid","Cooks-18",18,"1","Cooks_18_1"
"CO_57602","CO_39190",0.203,0.74,0.057,0.427,68416,"2850-57602","Cooks","dad","Cooks-18",NA,NA,NA,"2811-39190","Cooks","kid","Cooks-18",18,"1","Cooks_18_1"
"CO_57854","CO_39191",0.165,0.761,0.073,0.454,55649,"2850-57854","Cooks","mom","Cooks-18",NA,"","","2811-39191","Cooks","kid","Cooks-18",18,"1","Cooks_18_1"
"CO_57602","CO_39191",0.181,0.761,0.058,0.439,65369,"2850-57602","Cooks","dad","Cooks-18",NA,NA,NA,"2811-39191","Cooks","kid","Cooks-18",18,"1","Cooks_18_1"
"CO_57854","CO_39192",0.176,0.737,0.088,0.456,54079,"2850-57854","Cooks","mom","Cooks-18",NA,"","","2811-39192","Cooks","kid","Cooks-18",18,"1","Cooks_18_1"
"CO_57602","CO_39192",0.229,0.705,0.065,0.418,63435,"2850-57602","Cooks","dad","Cooks-18",NA,NA,NA,"2811-39192","Cooks","kid","Cooks-18",18,"1","Cooks_18_1"
"CO_57854","CO_39193",0.163,0.752,0.085,0.461,55049,"2850-57854","Cooks","mom","Cooks-18",NA,"","","2811-39193","Cooks","kid","Cooks-18",18,"1","Cooks_18_1"
"CO_57602","CO_39193",0.229,0.704,0.067,0.419,64661,"2850-57602","Cooks","dad","Cooks-18",NA,NA,NA,"2811-39193","Cooks","kid","Cooks-18",18,"1","Cooks_18_1"
"CO_57611","CO_39198",0.403,0.565,0.032,0.315,65993,"2850-57611","Schaaps","mom","Schaaps-71",NA,"","","2811-39198","Schaaps","kid","Schaaps-71",71,"1","Schaaps_71_1"
"CO_57538","CO_39198",0.035,0.728,0.237,0.601,57017,"2850-57538","Schaaps","dad","Schaaps-80",NA,NA,NA,"2811-39198","Schaaps","kid","Schaaps-71",71,"1","Schaaps_71_1"
"CO_57599","CO_82960",0.244,0.655,0.1,0.428,63616,"2850-57599","Cathys","dad","Cathys-02",NA,NA,NA,"2811-82960","Cathys","kid","Cathys-02",2,"1","Cathys_2_1"
"CO_57599","CO_82961",0.274,0.61,0.116,0.421,60447,"2850-57599","Cathys","dad","Cathys-02",NA,NA,NA,"2811-82961","Cathys","kid","Cathys-02",2,"1","Cathys_2_1"
"CO_57599","CO_82962",0.257,0.623,0.12,0.432,54644,"2850-57599","Cathys","dad","Cathys-02",NA,NA,NA,"2811-82962","Cathys","kid","Cathys-02",2,"1","Cathys_2_1"
"CO_57565","CO_82991",0.21,0.726,0.064,0.427,66222,"2850-57565","Blue Cloud","dad","BlueCloud-19",NA,NA,NA,"2811-82991","Blue Cloud","kid","BlueCloud-19",24,"2","Blue Cloud_24_2"
"CO_57565","CO_82992",0.224,0.675,0.1,0.438,62430,"2850-57565","Blue Cloud","dad","BlueCloud-19",NA,NA,NA,"2811-82992","Blue Cloud","kid","BlueCloud-19",24,"2","Blue Cloud_24_2"
"CO_57565","CO_82993",0.201,0.727,0.072,0.435,62685,"2850-57565","Blue Cloud","dad","BlueCloud-19",NA,NA,NA,"2811-82993","Blue Cloud","kid","BlueCloud-19",24,"2","Blue Cloud_24_2"
"CO_57565","CO_82994",0.2,0.732,0.068,0.434,64363,"2850-57565","Blue Cloud","dad","BlueCloud-19",NA,NA,NA,"2811-82994","Blue Cloud","kid","BlueCloud-19",24,"2","Blue Cloud_24_2"
"CO_57701","CO_82996",0.271,0.652,0.077,0.403,54901,"2850-57701","Schaaps","dad","Schaaps-110",NA,NA,NA,"2811-82996","Schaaps","kid","Schaaps-67",114,"2","Schaaps_114_2"
"CO_57701","CO_82998",0.255,0.658,0.087,0.416,56890,"2850-57701","Schaaps","dad","Schaaps-110",NA,NA,NA,"2811-82998","Schaaps","kid","Schaaps-67",114,"2","Schaaps_114_2"
"CO_57701","CO_82999",0.265,0.647,0.088,0.412,55577,"2850-57701","Schaaps","dad","Schaaps-110",NA,NA,NA,"2811-82999","Schaaps","kid","Schaaps-67",114,"2","Schaaps_114_2"
"CO_57615","CO_83013",0.214,0.732,0.054,0.42,67286,"2850-57615","Urban Farm Girlz","dad","UrbanFarm-02",NA,NA,NA,"2811-83013","Urban Farm Girlz","kid","UrbanFarm-02",2.2,"2","Urban Farm Girlz_2.2_2"
"CO_57608","CO_83013",0.194,0.766,0.04,0.423,74637,"2850-57608","Urban Farm Girlz","mom","UrbanFarm-02",NA,NA,NA,"2811-83013","Urban Farm Girlz","kid","UrbanFarm-02",2.2,"2","Urban Farm Girlz_2.2_2"
"CO_57608","CO_83014",0.223,0.7,0.077,0.427,64771,"2850-57608","Urban Farm Girlz","mom","UrbanFarm-02",NA,NA,NA,"2811-83014","Urban Farm Girlz","kid","UrbanFarm-02",2.2,"2","Urban Farm Girlz_2.2_2"
"CO_57608","CO_83015",0.239,0.671,0.091,0.426,63256,"2850-57608","Urban Farm Girlz","mom","UrbanFarm-02",NA,NA,NA,"2811-83015","Urban Farm Girlz","kid","UrbanFarm-02",2.2,"2","Urban Farm Girlz_2.2_2"
"CO_57615","CO_83015",0.264,0.622,0.115,0.425,56944,"2850-57615","Urban Farm Girlz","dad","UrbanFarm-02",NA,NA,NA,"2811-83015","Urban Farm Girlz","kid","UrbanFarm-02",2.2,"2","Urban Farm Girlz_2.2_2"
"CO_57608","CO_83016",0.236,0.69,0.074,0.419,59977,"2850-57608","Urban Farm Girlz","mom","UrbanFarm-02",NA,NA,NA,"2811-83016","Urban Farm Girlz","kid","UrbanFarm-02",2.2,"2","Urban Farm Girlz_2.2_2"
"CO_57608","CO_83017",0.216,0.722,0.062,0.423,57452,"2850-57608","Urban Farm Girlz","mom","UrbanFarm-02",NA,NA,NA,"2811-83017","Urban Farm Girlz","kid","UrbanFarm-02",2.2,"2","Urban Farm Girlz_2.2_2"
