"dist","near_rank","BarnName_1","BarnName_2"
8725.304623,35,"Mary Anns est","Ericas"
9083.968334,36,"Mary Anns est","James Ditch est"
11115.95446,37,"Mary Anns est","Cooks"
11130.50184,38,"Mary Anns est","Reinarz Garage est"
11157.58843,39,"Mary Anns est","Reinarz shed est"
11176.59539,40,"Mary Anns est","Alishas est"
11313.23631,41,"Mary Anns est","Hepp awning"
11471.65385,42,"Mary Anns est","Cargill est"
11846.77056,43,"Mary Anns est","Sol y Sombra est"
843.7896312,1,"Quick est","Martes est"
909.9309874,2,"Quick est","Boyer"
1310.192447,3,"Quick est","Cathys trailer est"
1329.5795,4,"Quick est","Cathys est"
1362.448912,5,"Quick est","Dome House est"
1526.871795,6,"Quick est","Mary Anns est"
1543.345486,7,"Quick est","Urban Farm Girlz Red Barn"
1550.740645,8,"Quick est","Urban Farm Girlz Sheep Shed"
1603.015432,9,"Quick est","Urban Farm Girls Chicken coop"
2015.835502,10,"Quick est","Plumbumpy est"
2328.401872,11,"Quick est","Red Wagon porch est"
3012.732809,12,"Quick est","Speedwell est"
4015.7167,13,"Quick est","Struthers round"
4047.282377,14,"Quick est","Struthers main"
4080.448058,15,"Quick est","Struthers back shed"
4376.193432,16,"Quick est","Green Mill est"
4432.380564,17,"Quick est","Jays est"
4644.456697,18,"Quick est","Make Believe"
4661.522764,19,"Quick est","Make Believe Shed"
5082.900453,20,"Quick est","Nixon est"
5284.276128,21,"Quick est","Blue Cloud wash room"
5299.365942,22,"Quick est","Blue Cloud Middle Shed"
5303.64507,23,"Quick est","Blue Cloud Gazebo"
5310.886222,24,"Quick est","Brown Barn est"
5321.587934,25,"Quick est","Blue Cloud pony shed"
5336.481456,26,"Quick est","Blue Cloud main"
6054.153996,27,"Quick est","Starlight est"
6060.95216,28,"Quick est","Schaaps"
6678.664738,29,"Quick est","McCauley est"
7067.071934,30,"Quick est","Jims Green Barn est"
7937.177626,31,"Quick est","Mayas est"
8269.068721,32,"Quick est","Grizz est"
8470.731987,33,"Quick est","Karens est"
8694.328548,34,"Quick est","CHR"
9841.319297,35,"Quick est","Ericas"
10421.81811,36,"Quick est","James Ditch est"
12459.24829,37,"Quick est","Cooks"
12542.28083,38,"Quick est","Reinarz Garage est"
12570.67773,39,"Quick est","Reinarz shed est"
12581.94369,40,"Quick est","Cargill est"
12606.82428,41,"Quick est","Alishas est"
12621.89473,42,"Quick est","Hepp awning"
13240.01203,43,"Quick est","Sol y Sombra est"
19.80435999,1,"Reinarz shed est","Reinarz Garage est"
326.9553962,2,"Reinarz shed est","Alishas est"
768.9768268,3,"Reinarz shed est","Sol y Sombra est"
1200.685865,4,"Reinarz shed est","Cooks"
1750.061847,5,"Reinarz shed est","Hepp awning"
2399.44702,6,"Reinarz shed est","James Ditch est"
4221.981552,7,"Reinarz shed est","Cargill est"
4464.840647,8,"Reinarz shed est","Ericas"
4558.769662,9,"Reinarz shed est","CHR"
5037.663837,10,"Reinarz shed est","Karens est"
5526.520038,11,"Reinarz shed est","Mayas est"
6384.987891,12,"Reinarz shed est","Jims Green Barn est"
7643.20871,13,"Reinarz shed est","McCauley est"
8068.720913,14,"Reinarz shed est","Make Believe"
8077.228061,15,"Reinarz shed est","Make Believe Shed"
8511.226588,16,"Reinarz shed est","Nixon est"
8562.618015,17,"Reinarz shed est","Blue Cloud wash room"
8610.420594,18,"Reinarz shed est","Blue Cloud pony shed"
8623.5855,19,"Reinarz shed est","Blue Cloud Middle Shed"
8635.838791,20,"Reinarz shed est","Blue Cloud main"
8646.634192,21,"Reinarz shed est","Blue Cloud Gazebo"
8796.87773,22,"Reinarz shed est","Starlight est"
8888.90186,23,"Reinarz shed est","Jays est"
9197.376396,24,"Reinarz shed est","Green Mill est"
9380.059998,25,"Reinarz shed est","Struthers back shed"
9398.404037,26,"Reinarz shed est","Struthers main"
9456.744013,27,"Reinarz shed est","Struthers round"
10281.86837,28,"Reinarz shed est","Speedwell est"
11157.58843,29,"Reinarz shed est","Mary Anns est"
11192.38592,30,"Reinarz shed est","Red Wagon porch est"
11353.27955,31,"Reinarz shed est","Cathys est"
11377.42479,32,"Reinarz shed est","Cathys trailer est"
11932.70755,33,"Reinarz shed est","Boyer"
12508.16325,34,"Reinarz shed est","Plumbumpy est"
12526.87419,35,"Reinarz shed est","Martes est"
12570.67773,36,"Reinarz shed est","Quick est"
12933.73228,37,"Reinarz shed est","Brown Barn est"
13211.89713,38,"Reinarz shed est","Dome House est"
13354.17847,39,"Reinarz shed est","Urban Farm Girlz Sheep Shed"
13385.41544,40,"Reinarz shed est","Urban Farm Girlz Red Barn"
13439.24045,41,"Reinarz shed est","Urban Farm Girls Chicken coop"
13524.21861,42,"Reinarz shed est","Grizz est"
14915.48545,43,"Reinarz shed est","Schaaps"
19.80435999,1,"Reinarz Garage est","Reinarz shed est"
364.6978877,2,"Reinarz Garage est","Alishas est"
770.0542988,3,"Reinarz Garage est","Sol y Sombra est"
1171.890026,4,"Reinarz Garage est","Cooks"
1722.398633,5,"Reinarz Garage est","Hepp awning"
2363.342324,6,"Reinarz Garage est","James Ditch est"
4193.059406,7,"Reinarz Garage est","Cargill est"
4427.30226,8,"Reinarz Garage est","Ericas"
4522.361866,9,"Reinarz Garage est","CHR"
5000.971703,10,"Reinarz Garage est","Karens est"
5490.276151,11,"Reinarz Garage est","Mayas est"
6349.384905,12,"Reinarz Garage est","Jims Green Barn est"
7606.759414,13,"Reinarz Garage est","McCauley est"
8043.565207,14,"Reinarz Garage est","Make Believe"
8052.153601,15,"Reinarz Garage est","Make Believe Shed"
8476.832271,16,"Reinarz Garage est","Nixon est"
8527.683609,17,"Reinarz Garage est","Blue Cloud wash room"
8575.360221,18,"Reinarz Garage est","Blue Cloud pony shed"
8588.558352,19,"Reinarz Garage est","Blue Cloud Middle Shed"
8600.704332,20,"Reinarz Garage est","Blue Cloud main"
8611.566649,21,"Reinarz Garage est","Blue Cloud Gazebo"
8760.51884,22,"Reinarz Garage est","Starlight est"
8855.531142,23,"Reinarz Garage est","Jays est"
9163.555455,24,"Reinarz Garage est","Green Mill est"
9346.683199,25,"Reinarz Garage est","Struthers back shed"
9365.066606,26,"Reinarz Garage est","Struthers main"
9423.394954,27,"Reinarz Garage est","Struthers round"
10249.6337,28,"Reinarz Garage est","Speedwell est"
11130.50184,29,"Reinarz Garage est","Mary Anns est"
11160.42834,30,"Reinarz Garage est","Red Wagon porch est"
11326.12457,31,"Reinarz Garage est","Cathys est"
11350.21201,32,"Reinarz Garage est","Cathys trailer est"
11902.99117,33,"Reinarz Garage est","Boyer"
12476.1503,34,"Reinarz Garage est","Plumbumpy est"
12496.85,35,"Reinarz Garage est","Martes est"
12542.28083,36,"Reinarz Garage est","Quick est"
12897.74876,37,"Reinarz Garage est","Brown Barn est"
13181.28524,38,"Reinarz Garage est","Dome House est"
13323.34812,39,"Reinarz Garage est","Urban Farm Girlz Sheep Shed"
13354.63271,40,"Reinarz Garage est","Urban Farm Girlz Red Barn"
13408.40091,41,"Reinarz Garage est","Urban Farm Girls Chicken coop"
13486.7186,42,"Reinarz Garage est","Grizz est"
14879.58562,43,"Reinarz Garage est","Schaaps"
326.9553962,1,"Alishas est","Reinarz shed est"
364.6978877,2,"Alishas est","Reinarz Garage est"
967.9706037,3,"Alishas est","Sol y Sombra est"
1546.300542,4,"Alishas est","Cooks"
2094.980717,5,"Alishas est","Hepp awning"
2590.10483,6,"Alishas est","James Ditch est"
4567.298814,7,"Alishas est","Cargill est"
4732.346553,8,"Alishas est","Ericas"
4749.896042,9,"Alishas est","CHR"
5236.978782,10,"Alishas est","Karens est"
5711.217384,11,"Alishas est","Mayas est"
6551.586109,12,"Alishas est","Jims Green Barn est"
7831.897862,13,"Alishas est","McCauley est"
8065.260889,14,"Alishas est","Make Believe"
8072.75597,15,"Alishas est","Make Believe Shed"
8648.702718,16,"Alishas est","Nixon est"
8711.64143,17,"Alishas est","Blue Cloud wash room"
8762.240622,18,"Alishas est","Blue Cloud pony shed"
8774.645289,19,"Alishas est","Blue Cloud Middle Shed"
8789.331402,20,"Alishas est","Blue Cloud main"
8798.592743,21,"Alishas est","Blue Cloud Gazebo"
8982.063967,22,"Alishas est","Starlight est"
9006.032342,23,"Alishas est","Jays est"
9322.879116,24,"Alishas est","Green Mill est"
9496.978871,25,"Alishas est","Struthers back shed"
9514.577439,26,"Alishas est","Struthers main"
9573.097644,27,"Alishas est","Struthers round"
10377.88887,28,"Alishas est","Speedwell est"
11176.59539,29,"Alishas est","Mary Anns est"
11283.25543,30,"Alishas est","Red Wagon porch est"
11373.09327,31,"Alishas est","Cathys est"
11397.99391,32,"Alishas est","Cathys trailer est"
11988.04856,33,"Alishas est","Boyer"
12586.55457,34,"Alishas est","Martes est"
12599.41288,35,"Alishas est","Plumbumpy est"
12606.82428,36,"Alishas est","Quick est"
13106.53359,37,"Alishas est","Brown Barn est"
13280.28412,38,"Alishas est","Dome House est"
13425.92039,39,"Alishas est","Urban Farm Girlz Sheep Shed"
13456.40118,40,"Alishas est","Urban Farm Girlz Red Barn"
13511.0978,41,"Alishas est","Urban Farm Girls Chicken coop"
13758.38676,42,"Alishas est","Grizz est"
15085.54575,43,"Alishas est","Schaaps"
17.45443459,1,"Blue Cloud pony shed","Blue Cloud Middle Shed"
25.94862837,2,"Blue Cloud pony shed","Blue Cloud Gazebo"
41.49721875,3,"Blue Cloud pony shed","Blue Cloud main"
62.45916201,4,"Blue Cloud pony shed","Blue Cloud wash room"
400.0257544,5,"Blue Cloud pony shed","Nixon est"
934.5151659,6,"Blue Cloud pony shed","Green Mill est"
971.5671863,7,"Blue Cloud pony shed","Starlight est"
981.275939,8,"Blue Cloud pony shed","Jays est"
1231.120148,9,"Blue Cloud pony shed","Struthers back shed"
1264.680494,10,"Blue Cloud pony shed","Struthers main"
1301.390088,11,"Blue Cloud pony shed","Struthers round"
1367.15206,12,"Blue Cloud pony shed","McCauley est"
2230.536015,13,"Blue Cloud pony shed","Jims Green Barn est"
2312.29072,14,"Blue Cloud pony shed","Speedwell est"
3143.670975,15,"Blue Cloud pony shed","Mayas est"
3150.462511,16,"Blue Cloud pony shed","Red Wagon porch est"
3691.650043,17,"Blue Cloud pony shed","Karens est"
3876.36582,18,"Blue Cloud pony shed","Make Believe"
3916.023656,19,"Blue Cloud pony shed","Make Believe Shed"
4079.653017,20,"Blue Cloud pony shed","CHR"
4327.151894,21,"Blue Cloud pony shed","Plumbumpy est"
4383.206414,22,"Blue Cloud pony shed","Brown Barn est"
4420.238605,23,"Blue Cloud pony shed","Boyer"
4620.263101,24,"Blue Cloud pony shed","Mary Anns est"
4727.655764,25,"Blue Cloud pony shed","Cathys est"
4738.041051,26,"Blue Cloud pony shed","Cathys trailer est"
4843.689636,27,"Blue Cloud pony shed","Martes est"
4875.779509,28,"Blue Cloud pony shed","Ericas"
5308.64335,29,"Blue Cloud pony shed","Dome House est"
5321.587934,30,"Blue Cloud pony shed","Quick est"
5386.47096,31,"Blue Cloud pony shed","Urban Farm Girlz Sheep Shed"
5426.087032,32,"Blue Cloud pony shed","Urban Farm Girlz Red Barn"
5463.05525,33,"Blue Cloud pony shed","Urban Farm Girls Chicken coop"
5850.30509,34,"Blue Cloud pony shed","Grizz est"
6204.35359,35,"Blue Cloud pony shed","James Ditch est"
6339.512415,36,"Blue Cloud pony shed","Schaaps"
7512.398472,37,"Blue Cloud pony shed","Cargill est"
8109.679011,38,"Blue Cloud pony shed","Hepp awning"
8116.117913,39,"Blue Cloud pony shed","Cooks"
8575.360221,40,"Blue Cloud pony shed","Reinarz Garage est"
8610.420594,41,"Blue Cloud pony shed","Reinarz shed est"
8762.240622,42,"Blue Cloud pony shed","Alishas est"
9115.850369,43,"Blue Cloud pony shed","Sol y Sombra est"
1972.182076,1,"Schaaps","Brown Barn est"
3523.493332,2,"Schaaps","Grizz est"
4158.187452,3,"Schaaps","Plumbumpy est"
4558.264698,4,"Schaaps","Urban Farm Girls Chicken coop"
4582.444628,5,"Schaaps","Urban Farm Girlz Sheep Shed"
4602.822467,6,"Schaaps","Urban Farm Girlz Red Barn"
4748.689964,7,"Schaaps","Dome House est"
4940.641957,8,"Schaaps","Red Wagon porch est"
5245.804396,9,"Schaaps","Martes est"
5484.753839,10,"Schaaps","Speedwell est"
5585.679033,11,"Schaaps","Boyer"
5848.045362,12,"Schaaps","Struthers round"
5896.626973,13,"Schaaps","Struthers main"
5898.266902,14,"Schaaps","Struthers back shed"
5969.940824,15,"Schaaps","Green Mill est"
6060.95216,16,"Schaaps","Quick est"
6115.771802,17,"Schaaps","Starlight est"
6302.735018,18,"Schaaps","Blue Cloud main"
6309.110301,19,"Schaaps","Blue Cloud Gazebo"
6335.802989,20,"Schaaps","Blue Cloud Middle Shed"
6339.512415,21,"Schaaps","Blue Cloud pony shed"
6345.601529,22,"Schaaps","Jays est"
6384.006083,23,"Schaaps","Blue Cloud wash room"
6521.455433,24,"Schaaps","Nixon est"
6902.15976,25,"Schaaps","Cathys trailer est"
6915.132474,26,"Schaaps","Cathys est"
7017.188766,27,"Schaaps","Mary Anns est"
7275.84501,28,"Schaaps","McCauley est"
8515.620903,29,"Schaaps","Jims Green Barn est"
8944.936855,30,"Schaaps","Make Believe"
8980.360381,31,"Schaaps","Make Believe Shed"
9372.899471,32,"Schaaps","Mayas est"
9885.553335,33,"Schaaps","Karens est"
10327.46931,34,"Schaaps","CHR"
10819.84641,35,"Schaaps","Ericas"
12497.6993,36,"Schaaps","James Ditch est"
13092.84533,37,"Schaaps","Cargill est"
14226.85057,38,"Schaaps","Hepp awning"
14316.31219,39,"Schaaps","Cooks"
14879.58562,40,"Schaaps","Reinarz Garage est"
14915.48545,41,"Schaaps","Reinarz shed est"
15085.54575,42,"Schaaps","Alishas est"
15371.58816,43,"Schaaps","Sol y Sombra est"
44.5368353,1,"Urban Farm Girls Chicken coop","Urban Farm Girlz Red Barn"
76.39529083,2,"Urban Farm Girls Chicken coop","Urban Farm Girlz Sheep Shed"
253.1859538,3,"Urban Farm Girls Chicken coop","Dome House est"
1020.086822,4,"Urban Farm Girls Chicken coop","Martes est"
1172.46794,5,"Urban Farm Girls Chicken coop","Plumbumpy est"
1603.015432,6,"Urban Farm Girls Chicken coop","Quick est"
1616.582165,7,"Urban Farm Girls Chicken coop","Boyer"
2340.404453,8,"Urban Farm Girls Chicken coop","Red Wagon porch est"
2785.040855,9,"Urban Farm Girls Chicken coop","Cathys trailer est"
2803.055639,10,"Urban Farm Girls Chicken coop","Cathys est"
2972.721323,11,"Urban Farm Girls Chicken coop","Mary Anns est"
3254.597171,12,"Urban Farm Girls Chicken coop","Speedwell est"
4143.785256,13,"Urban Farm Girls Chicken coop","Brown Barn est"
4234.903226,14,"Urban Farm Girls Chicken coop","Struthers round"
4281.060109,15,"Urban Farm Girls Chicken coop","Struthers main"
4311.97557,16,"Urban Farm Girls Chicken coop","Struthers back shed"
4558.264698,17,"Urban Farm Girls Chicken coop","Schaaps"
4573.061333,18,"Urban Farm Girls Chicken coop","Green Mill est"
4761.456868,19,"Urban Farm Girls Chicken coop","Jays est"
5334.945742,20,"Urban Farm Girls Chicken coop","Nixon est"
5436.491521,21,"Urban Farm Girls Chicken coop","Blue Cloud Gazebo"
5442.881442,22,"Urban Farm Girls Chicken coop","Blue Cloud Middle Shed"
5452.566386,23,"Urban Farm Girls Chicken coop","Blue Cloud wash room"
5461.779428,24,"Urban Farm Girls Chicken coop","Blue Cloud main"
5463.05525,25,"Urban Farm Girls Chicken coop","Blue Cloud pony shed"
5844.069614,26,"Urban Farm Girls Chicken coop","Make Believe"
5868.100353,27,"Urban Farm Girls Chicken coop","Make Believe Shed"
5980.676768,28,"Urban Farm Girls Chicken coop","Starlight est"
6831.016726,29,"Urban Farm Girls Chicken coop","McCauley est"
7134.136497,30,"Urban Farm Girls Chicken coop","Grizz est"
7506.248187,31,"Urban Farm Girls Chicken coop","Jims Green Barn est"
8421.781153,32,"Urban Farm Girls Chicken coop","Mayas est"
8974.418072,33,"Urban Farm Girls Chicken coop","Karens est"
9268.325417,34,"Urban Farm Girls Chicken coop","CHR"
10274.18484,35,"Urban Farm Girls Chicken coop","Ericas"
11174.02121,36,"Urban Farm Girls Chicken coop","James Ditch est"
12963.12785,37,"Urban Farm Girls Chicken coop","Cargill est"
13196.78209,38,"Urban Farm Girls Chicken coop","Cooks"
13295.65439,39,"Urban Farm Girls Chicken coop","Hepp awning"
13408.40091,40,"Urban Farm Girls Chicken coop","Reinarz Garage est"
13439.24045,41,"Urban Farm Girls Chicken coop","Reinarz shed est"
13511.0978,42,"Urban Farm Girls Chicken coop","Alishas est"
14063.36546,43,"Urban Farm Girls Chicken coop","Sol y Sombra est"
552.1242579,1,"Hepp awning","Cooks"
1525.133721,2,"Hepp awning","Sol y Sombra est"
1722.398633,3,"Hepp awning","Reinarz Garage est"
1750.061847,4,"Hepp awning","Reinarz shed est"
2094.980717,5,"Hepp awning","Alishas est"
2232.858267,6,"Hepp awning","James Ditch est"
2469.498409,7,"Hepp awning","Cargill est"
3407.504897,8,"Hepp awning","Ericas"
4014.436176,9,"Hepp awning","CHR"
4403.559271,10,"Hepp awning","Karens est"
4950.847558,11,"Hepp awning","Mayas est"
5872.820528,12,"Hepp awning","Jims Green Barn est"
6954.70745,13,"Hepp awning","McCauley est"
8078.861616,14,"Hepp awning","Blue Cloud wash room"
8093.594802,15,"Hepp awning","Nixon est"
8099.818982,16,"Hepp awning","Starlight est"
8109.679011,17,"Hepp awning","Blue Cloud pony shed"
8125.005075,18,"Hepp awning","Blue Cloud main"
8126.824831,19,"Hepp awning","Blue Cloud Middle Shed"
8144.229471,20,"Hepp awning","Blue Cloud Gazebo"
8391.08136,21,"Hepp awning","Make Believe"
8407.452049,22,"Hepp awning","Make Believe Shed"
8574.417996,23,"Hepp awning","Jays est"
8829.932085,24,"Hepp awning","Green Mill est"
9055.746034,25,"Hepp awning","Struthers back shed"
9077.771685,26,"Hepp awning","Struthers main"
9133.874133,27,"Hepp awning","Struthers round"
10053.07104,28,"Hepp awning","Speedwell est"
10976.26469,29,"Hepp awning","Red Wagon porch est"
11313.23631,30,"Hepp awning","Mary Anns est"
11501.69892,31,"Hepp awning","Cathys est"
11522.14035,32,"Hepp awning","Cathys trailer est"
11893.15234,33,"Hepp awning","Boyer"
12246.76805,34,"Hepp awning","Brown Barn est"
12272.40375,35,"Hepp awning","Plumbumpy est"
12457.24158,36,"Hepp awning","Martes est"
12478.64552,37,"Hepp awning","Grizz est"
12621.89473,38,"Hepp awning","Quick est"
13088.93814,39,"Hepp awning","Dome House est"
13212.09047,40,"Hepp awning","Urban Farm Girlz Sheep Shed"
13246.9714,41,"Hepp awning","Urban Farm Girlz Red Barn"
13295.65439,42,"Hepp awning","Urban Farm Girls Chicken coop"
14226.85057,43,"Hepp awning","Schaaps"
1972.182076,1,"Brown Barn est","Schaaps"
2981.295087,2,"Brown Barn est","Grizz est"
3282.73295,3,"Brown Barn est","Plumbumpy est"
3570.957278,4,"Brown Barn est","Red Wagon porch est"
3873.11753,5,"Brown Barn est","Speedwell est"
4031.678336,6,"Brown Barn est","Struthers round"
4071.894262,7,"Brown Barn est","Struthers back shed"
4076.570861,8,"Brown Barn est","Struthers main"
4101.644147,9,"Brown Barn est","Green Mill est"
4129.296962,10,"Brown Barn est","Urban Farm Girlz Sheep Shed"
4131.498019,11,"Brown Barn est","Starlight est"
4143.785256,12,"Brown Barn est","Urban Farm Girls Chicken coop"
4163.427802,13,"Brown Barn est","Urban Farm Girlz Red Barn"
4231.506187,14,"Brown Barn est","Dome House est"
4344.341705,15,"Brown Barn est","Blue Cloud main"
4353.431046,16,"Brown Barn est","Blue Cloud Gazebo"
4381.206088,17,"Brown Barn est","Blue Cloud Middle Shed"
4383.206414,18,"Brown Barn est","Blue Cloud pony shed"
4431.574785,19,"Brown Barn est","Blue Cloud wash room"
4462.0487,20,"Brown Barn est","Martes est"
4485.817029,21,"Brown Barn est","Jays est"
4592.327479,22,"Brown Barn est","Nixon est"
4601.983252,23,"Brown Barn est","Boyer"
5291.347835,24,"Brown Barn est","McCauley est"
5310.886222,25,"Brown Barn est","Quick est"
5821.300602,26,"Brown Barn est","Cathys trailer est"
5829.700522,27,"Brown Barn est","Cathys est"
5885.082415,28,"Brown Barn est","Mary Anns est"
6537.003567,29,"Brown Barn est","Jims Green Barn est"
7297.341797,30,"Brown Barn est","Make Believe"
7334.731466,31,"Brown Barn est","Make Believe Shed"
7389.355703,32,"Brown Barn est","Mayas est"
7901.017708,33,"Brown Barn est","Karens est"
8343.879738,34,"Brown Barn est","CHR"
8846.103883,35,"Brown Barn est","Ericas"
10515.64457,36,"Brown Barn est","James Ditch est"
11166.80876,37,"Brown Barn est","Cargill est"
12246.76805,38,"Brown Barn est","Hepp awning"
12332.29554,39,"Brown Barn est","Cooks"
12897.74876,40,"Brown Barn est","Reinarz Garage est"
12933.73228,41,"Brown Barn est","Reinarz shed est"
13106.53359,42,"Brown Barn est","Alishas est"
13387.07109,43,"Brown Barn est","Sol y Sombra est"
2017.501613,1,"James Ditch est","Cooks"
2143.236081,2,"James Ditch est","CHR"
2232.858267,3,"James Ditch est","Hepp awning"
2325.806742,4,"James Ditch est","Ericas"
2363.342324,5,"James Ditch est","Reinarz Garage est"
2399.44702,6,"James Ditch est","Reinarz shed est"
2590.10483,7,"James Ditch est","Alishas est"
2629.104175,8,"James Ditch est","Karens est"
2902.671063,9,"James Ditch est","Sol y Sombra est"
3108.789025,10,"James Ditch est","Mayas est"
3483.516565,11,"James Ditch est","Cargill est"
3970.29266,12,"James Ditch est","Jims Green Barn est"
5227.320889,13,"James Ditch est","McCauley est"
6122.028693,14,"James Ditch est","Nixon est"
6138.261922,15,"James Ditch est","Make Believe"
6154.548927,16,"James Ditch est","Make Believe Shed"
6159.334805,17,"James Ditch est","Blue Cloud wash room"
6204.35359,18,"James Ditch est","Blue Cloud pony shed"
6218.216346,19,"James Ditch est","Blue Cloud Middle Shed"
6228.244095,20,"James Ditch est","Blue Cloud main"
6240.398436,21,"James Ditch est","Blue Cloud Gazebo"
6379.834033,22,"James Ditch est","Starlight est"
6532.860455,23,"James Ditch est","Jays est"
6824.990735,24,"James Ditch est","Green Mill est"
7022.663839,25,"James Ditch est","Struthers back shed"
7042.386822,26,"James Ditch est","Struthers main"
7100.18148,27,"James Ditch est","Struthers round"
7966.221331,28,"James Ditch est","Speedwell est"
8885.593633,29,"James Ditch est","Red Wagon porch est"
9083.968334,30,"James Ditch est","Mary Anns est"
9274.6531,31,"James Ditch est","Cathys est"
9295.555343,32,"James Ditch est","Cathys trailer est"
9722.906493,33,"James Ditch est","Boyer"
10196.20196,34,"James Ditch est","Plumbumpy est"
10300.5454,35,"James Ditch est","Martes est"
10421.81811,36,"James Ditch est","Quick est"
10515.64457,37,"James Ditch est","Brown Barn est"
10957.13915,38,"James Ditch est","Dome House est"
11089.55595,39,"James Ditch est","Urban Farm Girlz Sheep Shed"
11122.77787,40,"James Ditch est","Urban Farm Girlz Red Barn"
11171.98406,41,"James Ditch est","Grizz est"
11174.02121,42,"James Ditch est","Urban Farm Girls Chicken coop"
12497.6993,43,"James Ditch est","Schaaps"
918.9994827,1,"Red Wagon porch est","Speedwell est"
1312.013059,2,"Red Wagon porch est","Plumbumpy est"
1405.996859,3,"Red Wagon porch est","Boyer"
1711.081872,4,"Red Wagon porch est","Martes est"
1894.203232,5,"Red Wagon porch est","Struthers round"
1939.365424,6,"Red Wagon porch est","Struthers main"
1970.620251,7,"Red Wagon porch est","Struthers back shed"
2164.182449,8,"Red Wagon porch est","Dome House est"
2238.276421,9,"Red Wagon porch est","Green Mill est"
2259.514836,10,"Red Wagon porch est","Urban Farm Girlz Sheep Shed"
2297.37905,11,"Red Wagon porch est","Urban Farm Girlz Red Barn"
2328.401872,12,"Red Wagon porch est","Quick est"
2330.394311,13,"Red Wagon porch est","Cathys trailer est"
2334.117655,14,"Red Wagon porch est","Cathys est"
2340.404453,15,"Red Wagon porch est","Urban Farm Girls Chicken coop"
2353.635546,16,"Red Wagon porch est","Mary Anns est"
2418.784012,17,"Red Wagon porch est","Jays est"
2997.159322,18,"Red Wagon porch est","Nixon est"
3126.335105,19,"Red Wagon porch est","Blue Cloud Gazebo"
3129.47082,20,"Red Wagon porch est","Blue Cloud Middle Shed"
3132.210005,21,"Red Wagon porch est","Blue Cloud wash room"
3150.462511,22,"Red Wagon porch est","Blue Cloud pony shed"
3154.328285,23,"Red Wagon porch est","Blue Cloud main"
3570.957278,24,"Red Wagon porch est","Brown Barn est"
3773.594023,25,"Red Wagon porch est","Starlight est"
4083.407908,26,"Red Wagon porch est","Make Believe"
4115.922083,27,"Red Wagon porch est","Make Believe Shed"
4525.603868,28,"Red Wagon porch est","McCauley est"
4940.641957,29,"Red Wagon porch est","Schaaps"
5163.892382,30,"Red Wagon porch est","Jims Green Barn est"
6081.081063,31,"Red Wagon porch est","Mayas est"
6320.591664,32,"Red Wagon porch est","Grizz est"
6634.506817,33,"Red Wagon porch est","Karens est"
6937.504321,34,"Red Wagon porch est","CHR"
7931.336407,35,"Red Wagon porch est","Ericas"
8885.593633,36,"Red Wagon porch est","James Ditch est"
10625.23963,37,"Red Wagon porch est","Cargill est"
10895.89421,38,"Red Wagon porch est","Cooks"
10976.26469,39,"Red Wagon porch est","Hepp awning"
11160.42834,40,"Red Wagon porch est","Reinarz Garage est"
11192.38592,41,"Red Wagon porch est","Reinarz shed est"
11283.25543,42,"Red Wagon porch est","Alishas est"
11792.63431,43,"Red Wagon porch est","Sol y Sombra est"
310.2362909,1,"Nixon est","Blue Cloud wash room"
384.2112683,2,"Nixon est","Blue Cloud Middle Shed"
400.0257544,3,"Nixon est","Blue Cloud pony shed"
414.5516829,4,"Nixon est","Blue Cloud Gazebo"
451.2314297,5,"Nixon est","Blue Cloud main"
652.377305,6,"Nixon est","Jays est"
750.4600389,7,"Nixon est","Green Mill est"
1023.415992,8,"Nixon est","Struthers back shed"
1051.948626,9,"Nixon est","Struthers main"
1099.759049,10,"Nixon est","Struthers round"
1382.268199,11,"Nixon est","Starlight est"
1593.4246,12,"Nixon est","McCauley est"
2112.75944,13,"Nixon est","Speedwell est"
2209.125513,14,"Nixon est","Jims Green Barn est"
2997.159322,15,"Nixon est","Red Wagon porch est"
3134.903001,16,"Nixon est","Mayas est"
3470.02738,17,"Nixon est","Make Believe"
3509.626078,18,"Nixon est","Make Believe Shed"
3689.768224,19,"Nixon est","Karens est"
4043.444267,20,"Nixon est","CHR"
4199.10799,21,"Nixon est","Boyer"
4229.89867,22,"Nixon est","Plumbumpy est"
4298.424879,23,"Nixon est","Mary Anns est"
4415.49507,24,"Nixon est","Cathys est"
4427.06145,25,"Nixon est","Cathys trailer est"
4592.327479,26,"Nixon est","Brown Barn est"
4655.442327,27,"Nixon est","Martes est"
4940.235703,28,"Nixon est","Ericas"
5082.900453,29,"Nixon est","Quick est"
5164.517295,30,"Nixon est","Dome House est"
5255.661713,31,"Nixon est","Urban Farm Girlz Sheep Shed"
5294.245582,32,"Nixon est","Urban Farm Girlz Red Barn"
5334.945742,33,"Nixon est","Urban Farm Girls Chicken coop"
6122.028693,34,"Nixon est","James Ditch est"
6204.972217,35,"Nixon est","Grizz est"
6521.455433,36,"Nixon est","Schaaps"
7621.099319,37,"Nixon est","Cargill est"
8070.854802,38,"Nixon est","Cooks"
8093.594802,39,"Nixon est","Hepp awning"
8476.832271,40,"Nixon est","Reinarz Garage est"
8511.226588,41,"Nixon est","Reinarz shed est"
8648.702718,42,"Nixon est","Alishas est"
9042.990928,43,"Nixon est","Sol y Sombra est"
1354.321728,1,"Ericas","CHR"
1390.142869,2,"Ericas","Karens est"
1895.696309,3,"Ericas","Mayas est"
