"female","male","pairwise","attempt1","barn","nest","location1","soc.pair","total.dur","process.dist.m","dur.fertile","ci.diff","rest.SI.chr","clutch_id_merge","clutch_match","fert_type","shared_fert","pat.clutch.size","bin_fert","fem_mass_1","fem_throat_avg_bright","fem_breast_avg_bright","fem_TS","fem_TS_scaled","fem_throat_avg_bright_scaled","fem_breast_avg_bright_scaled","male_mass_1","male_throat_avg_bright","male_breast_avg_bright","male_TS","male_TS_scaled","male_throat_avg_bright_scaled","male_breast_avg_bright_scaled","dist.scale","dur.scale","bin_num_fert","size.cat","attempt2","dist.cat","dist.cat2","dist.cat3","prop.fert","rest.SI.scale","soc.male_TS_scaled","soc.male_throat_avg_bright_scaled","soc.male_breast_avg_bright_scaled","soc.fem_TS_scaled","soc.fem_throat_avg_bright_scaled","soc.fem_breast_avg_bright_scaled"
"2640-97331","2850-57578","2640-97331_2850-57578",2,"CHR",27,"CHR-27","0",10,3.704275342,0,21,0.32258064516129,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,18.81945995,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,17.2,10.81633932,15.67680791,91.5,0.217791194744121,-0.741801149826969,-1.44812434290995,-1.0411643895078,-0.75378628983068,0,"large","second","dist.05","dist.05","dist.10",0,1.05876871413957,1.23332042251798,-0.574524092276724,-1.50929728666711,0.0550262790587415,1.59216462744548,-0.0904874492207969
"2640-97331","2850-57578","2640-97331_2850-57578",1,"CHR",29,"CHR-29","0",0,2.800078,0,19,0.258064516129032,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,18.81945995,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,17.2,10.81633932,15.67680791,91.5,0.217791194744121,-0.741801149826969,-1.44812434290995,-1.17048507621221,-0.75378628983068,0,"large","first","dist.05","dist.05","dist.10",0,0.264312881045132,1.23332042251798,-0.574524092276724,-1.50929728666711,0.0550262790587415,1.59216462744548,-0.0904874492207969
"2640-97331","2850-57579","2640-97331_2850-57579",1,"CHR",29,"CHR-29","0",5,5.951304253,5,6,0.241935483870968,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,18.81945995,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,16.3,11.31949153,24.77905949,93.5,0.456739248337971,-0.612542942504321,0.412613860843324,-0.719788393010783,0.589595216798255,0,"large","first","dist.10","dist.10","dist.10",0,0.0656989227715297,1.23332042251798,-0.574524092276724,-1.50929728666711,0.394355006283394,0.252942547897877,-0.257226498974273
"2640-97331","2850-57579","2640-97331_2850-57579",2,"CHR",27,"CHR-27","0",10,5.784839798,0,-17,0.32258064516129,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,18.81945995,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,16.3,11.31949153,24.77905949,93.5,0.456739248337971,-0.612542942504321,0.412613860843324,-0.743596578052403,-0.75378628983068,0,"large","second","dist.10","dist.10","dist.10",0,1.05876871413957,1.23332042251798,-0.574524092276724,-1.50929728666711,0.394355006283394,0.252942547897877,-0.257226498974273
"2640-97331","2850-57580","2640-97331_2850-57580",2,"CHR",27,"CHR-27","0",8,10.75579679,0,-34,0.32258064516129,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,18.81945995,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,16.2,9.142844799,27.48113161,87.83333333,-0.220280237242851,-1.17171658585126,0.964988048569367,-0.0326372089818787,-0.75378628983068,0,"large","second","dist.20","dist.20","dist.20",0,1.05876871413957,1.23332042251798,-0.574524092276724,-1.50929728666711,0.564019367350756,0.594981908524202,0.613110506001452
"2640-97331","2850-57580","2640-97331_2850-57580",1,"CHR",29,"CHR-29","0",0,11.78128134,0,14,0.258064516129032,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,18.81945995,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,16.2,9.142844799,27.48113161,87.83333333,-0.220280237242851,-1.17171658585126,0.964988048569367,0.114030293841604,-0.75378628983068,0,"large","first","dist.20","dist.20","dist.20",0,0.264312881045132,1.23332042251798,-0.574524092276724,-1.50929728666711,0.564019367350756,0.594981908524202,0.613110506001452
"2640-97331","2850-57581","2640-97331_2850-57581",1,"CHR",29,"CHR-29","0",7,12.40409686,7,4,0.235483870967742,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,18.81945995,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,15.5,12.5018158,18.94245264,82.5,-0.857475046428205,-0.308807586528723,-0.780541178943333,0.203107010831742,1.12694781944983,0,"large","first","dist.20","dist.20","dist.20",0,-0.013746660537916,1.23332042251798,-0.574524092276724,-1.50929728666711,-0.920543805985966,0.0923616887128494,-0.0652425713766268
"2640-97331","2850-57581","2640-97331_2850-57581",2,"CHR",27,"CHR-27","0",10,12.46090579,5,5,0.304659498207885,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,18.81945995,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,15.5,12.5018158,18.94245264,82.5,-0.857475046428205,-0.308807586528723,-0.780541178943333,0.211231973710192,0.589595216798255,0,"large","second","dist.20","dist.20","dist.20",0,0.838086538280001,1.23332042251798,-0.574524092276724,-1.50929728666711,-0.920543805985966,0.0923616887128494,-0.0652425713766268
"2640-97331","2850-57589","2640-97331_2850-57589",1,"CHR",29,"CHR-29","0",1,7.023837135,1,10,0.254838709677419,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,18.81945995,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,17.5,12.65077601,16.92662014,97,0.874898342127209,-0.270540180912031,-1.19263004642303,-0.566391913757134,-0.485109988504893,0,"large","first","dist.10","dist.10","dist.10",0,0.224590089390409,1.23332042251798,-0.574524092276724,-1.50929728666711,0.394355006283394,-0.220209818057244,-0.7238327207249
"2640-97331","2850-57589","2640-97331_2850-57589",2,"CHR",27,"CHR-27","0",10,6.234389011,0,15,0.32258064516129,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,18.81945995,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,17.5,12.65077601,16.92662014,97,0.874898342127209,-0.270540180912031,-1.19263004642303,-0.679300864901998,-0.75378628983068,0,"large","second","dist.10","dist.10","dist.10",0,1.05876871413957,1.23332042251798,-0.574524092276724,-1.50929728666711,0.394355006283394,-0.220209818057244,-0.7238327207249
"2640-97331","2850-57620","2640-97331_2850-57620",2,"CHR",27,"CHR-27","0",10,6.422664264,0,14,0.32258064516129,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,18.81945995,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,18.2,8.903889997,21.60838485,87,-0.319841925842042,-1.2331033167923,-0.235554933708899,-0.652373242051933,-0.75378628983068,0,"large","second","dist.10","dist.10","dist.10",0,1.05876871413957,1.23332042251798,-0.574524092276724,-1.50929728666711,-1.04779207805897,-0.519894914297499,-0.347422909026337
"2640-97331","2850-57620","2640-97331_2850-57620",1,"CHR",29,"CHR-29","0",0,5.45933273,0,13,0.258064516129032,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,18.81945995,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,18.2,8.903889997,21.60838485,87,-0.319841925842042,-1.2331033167923,-0.235554933708899,-0.790151456733855,-0.75378628983068,0,"large","first","dist.10","dist.10","dist.10",0,0.264312881045132,1.23332042251798,-0.574524092276724,-1.50929728666711,-1.04779207805897,-0.519894914297499,-0.347422909026337
