"female","male","pairwise","attempt1","barn","nest","location1","soc.pair","total.dur","process.dist.m","clutch_id_merge","clutch_match","fert_type","shared_fert","pat.clutch.size","bin_fert","fem_mass_1","fem_throat_avg_bright","fem_throat_chroma","fem_throat_hue","fem_throat_total_bright","fem_breast_avg_bright","fem_breast_chroma","fem_breast_hue","fem_breast_total_bright","fem_belly_avg_bright","fem_belly_chroma","fem_belly_hue","fem_belly_total_bright","fem_vent_avg_bright","fem_vent_chroma","fem_vent_hue","fem_vent_total_bright","fem_mean_rwl","fem_mean_rts","fem_mean_lts","fem_TS","fem_TS_scaled","fem_throat_avg_bright_scaled","fem_breast_avg_bright_scaled","fem_belly_avg_bright_scaled","fem_vent_avg_bright_scaled","male_mass_1","male_throat_avg_bright","male_throat_chroma","male_throat_hue","male_throat_total_bright","male_breast_avg_bright","male_breast_chroma","male_breast_hue","male_breast_total_bright","male_belly_avg_bright","male_belly_chroma","male_belly_hue","male_belly_total_bright","male_vent_avg_bright","male_vent_chroma","male_vent_hue","male_vent_total_bright","male_mean_rwl","male_mean_rts","male_mean_lts","male_TS","male_TS_scaled","male_throat_avg_bright_scaled","male_breast_avg_bright_scaled","male_belly_avg_bright_scaled","male_vent_avg_bright_scaled"
"2640-97331","2640-97588","2640-97331_2640-97588",1,"CHR",29,"CHR-29",0,11,12.54316078,"CHR_29_1",1,"ep_same",2,4,"yes",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,18.7,11.85018943,0.544837496,653.7273333,23771.48,14.45612662,0.507893605,610.6836667,28998.99,21.21705716,0.471668493,610.6836667,42561.41667,27.50362745,0.462396686,637.0386667,55172.27667,119,87,85,87,-0.319841925842042,-0.476208334764261,-1.69766351362466,-0.205448702771064,1.26592444166638
"2640-97331","2640-97588","2640-97331_2640-97588",2,"CHR",27,"CHR-27",0,10,13.55260368,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,18.7,11.85018943,0.544837496,653.7273333,23771.48,14.45612662,0.507893605,610.6836667,28998.99,21.21705716,0.471668493,610.6836667,42561.41667,27.50362745,0.462396686,637.0386667,55172.27667,119,87,85,87,-0.319841925842042,-0.476208334764261,-1.69766351362466,-0.205448702771064,1.26592444166638
"2640-97331","2640-97589","2640-97331_2640-97589",1,"CHR",29,"CHR-29",0,11,3.345023064,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,16.1,11.8153556,0.523609389,681.183,23701.60333,16.91354271,0.528785659,657.7393333,33928.56667,18.6526321,0.480672665,627.3723333,37417.18,20.65218677,0.48363622,650.113,41428.28667,119,99.66666667,98,99.66666667,1.19349574731726,-0.485157035237985,-1.19530341502793,-0.873224078908396,-0.0887940343031473
"2640-97331","2640-97589","2640-97331_2640-97589",2,"CHR",27,"CHR-27",0,10,3.56350997,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,16.1,11.8153556,0.523609389,681.183,23701.60333,16.91354271,0.528785659,657.7393333,33928.56667,18.6526321,0.480672665,627.3723333,37417.18,20.65218677,0.48363622,650.113,41428.28667,119,99.66666667,98,99.66666667,1.19349574731726,-0.485157035237985,-1.19530341502793,-0.873224078908396,-0.0887940343031473
"2640-97331","2811-83208","2640-97331_2811-83208",2,"CHR",27,"CHR-27",0,10,15.90725563,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,16.9,18.73416916,0.484585352,611.004,37580.74333,21.00459455,0.486882121,610.6836667,42135.21667,26.39878531,0.450512144,610.6836667,52955.96333,23.23742606,0.475660646,611.004,46614.27667,118,87,89.5,87,-0.319841925842042,1.29226422972124,-0.358985457287731,1.14387146976213,0.422378957559541
"2640-97331","2811-83208","2640-97331_2811-83208",1,"CHR",29,"CHR-29",0,0,16.94168974,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,16.9,18.73416916,0.484585352,611.004,37580.74333,21.00459455,0.486882121,610.6836667,42135.21667,26.39878531,0.450512144,610.6836667,52955.96333,23.23742606,0.475660646,611.004,46614.27667,118,87,89.5,87,-0.319841925842042,1.29226422972124,-0.358985457287731,1.14387146976213,0.422378957559541
"2640-97331","2850-57567","2640-97331_2850-57567",2,"CHR",27,"CHR-27",0,6,10.66265844,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,16.6,10.56012296,0.52180729,667.1156667,21183.60667,26.35612994,0.49271154,611.3883333,52870.39667,22.28285809,0.48721335,606.0566667,44699.41333,16.73888169,0.511359264,628.0706667,33578.19667,121.5,102.1666667,102.5,102.1666667,1.49218081789379,-0.807622320284185,0.735008293751907,0.0720854814091001,-0.862562200968701
"2640-97331","2850-57567","2640-97331_2850-57567",1,"CHR",29,"CHR-29",0,0,9.735905078,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,16.6,10.56012296,0.52180729,667.1156667,21183.60667,26.35612994,0.49271154,611.3883333,52870.39667,22.28285809,0.48721335,606.0566667,44699.41333,16.73888169,0.511359264,628.0706667,33578.19667,121.5,102.1666667,102.5,102.1666667,1.49218081789379,-0.807622320284185,0.735008293751907,0.0720854814091001,-0.862562200968701
"2640-97331","2850-57570","2640-97331_2850-57570",2,"CHR",27,"CHR-27",0,10,10.22398322,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,16.51,16.84077767,0.501161039,611.004,33782.6,23.06811898,0.49586693,611.004,46274.64667,25.67366733,0.443766873,611.004,51501.37667,19.07592556,0.494641169,627.6863333,38266.30667,121.5,90,NA,90,0.038580154548733,0.805857959623855,0.0628528876022267,0.95505100493699,-0.400464277668821
"2640-97331","2850-57570","2640-97331_2850-57570",1,"CHR",29,"CHR-29",0,0,6.917761569,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,16.51,16.84077767,0.501161039,611.004,33782.6,23.06811898,0.49586693,611.004,46274.64667,25.67366733,0.443766873,611.004,51501.37667,19.07592556,0.494641169,627.6863333,38266.30667,121.5,90,NA,90,0.038580154548733,0.805857959623855,0.0628528876022267,0.95505100493699,-0.400464277668821
"2640-97331","2850-57577","2640-97331_2850-57577",2,"CHR",27,"CHR-27",0,10,13.569444,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,18.2,20.92472416,0.512057073,676.164,41974.99667,28.83623131,0.475799583,625.399,57845.48,28.80829345,0.443602398,627.1216667,57789.43667,29.54534563,0.455136562,636.0576667,59267.96333,119,90.83333333,91.16666667,90.83333333,0.138141843147924,1.85501086327307,1.24200585669334,1.77130653487355,1.66962834429855
"2640-97331","2850-57577","2640-97331_2850-57577",1,"CHR",29,"CHR-29",0,0,12.51519135,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,18.2,20.92472416,0.512057073,676.164,41974.99667,28.83623131,0.475799583,625.399,57845.48,28.80829345,0.443602398,627.1216667,57789.43667,29.54534563,0.455136562,636.0576667,59267.96333,119,90.83333333,91.16666667,90.83333333,0.138141843147924,1.85501086327307,1.24200585669334,1.77130653487355,1.66962834429855
"2640-97331","2850-57578","2640-97331_2850-57578",2,"CHR",27,"CHR-27",0,10,3.704275342,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,17.2,10.81633932,0.556799001,678.4426667,21697.57667,15.67680791,0.517385329,657.4626667,31447.67667,20.72179628,0.496782872,642.7923333,41567.92333,11.67128448,0.547842632,659.167,23412.59667,119,91.5,91.5,91.5,0.217791194744121,-0.741801149826969,-1.44812434290995,-0.334414460276221,-1.86456570501985
"2640-97331","2850-57578","2640-97331_2850-57578",1,"CHR",29,"CHR-29",0,0,2.800078,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,17.2,10.81633932,0.556799001,678.4426667,21697.57667,15.67680791,0.517385329,657.4626667,31447.67667,20.72179628,0.496782872,642.7923333,41567.92333,11.67128448,0.547842632,659.167,23412.59667,119,91.5,91.5,91.5,0.217791194744121,-0.741801149826969,-1.44812434290995,-0.334414460276221,-1.86456570501985
"2640-97331","2850-57579","2640-97331_2850-57579",1,"CHR",29,"CHR-29",0,5,5.951304253,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,16.3,11.31949153,0.533256519,660.737,22706.9,24.77905949,0.48852106,617.005,49706.79333,18.07848455,0.49353373,627.3723333,36265.44,24.4043104,0.499147361,611.004,48955.04667,118.5,93.5,92,93.5,0.456739248337971,-0.612542942504321,0.412613860843324,-1.02273189730399,0.653104121587014
"2640-97331","2850-57579","2640-97331_2850-57579",2,"CHR",27,"CHR-27",0,10,5.784839798,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,16.3,11.31949153,0.533256519,660.737,22706.9,24.77905949,0.48852106,617.005,49706.79333,18.07848455,0.49353373,627.3723333,36265.44,24.4043104,0.499147361,611.004,48955.04667,118.5,93.5,92,93.5,0.456739248337971,-0.612542942504321,0.412613860843324,-1.02273189730399,0.653104121587014
"2640-97331","2850-57580","2640-97331_2850-57580",2,"CHR",27,"CHR-27",0,8,10.75579679,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,16.2,9.142844799,0.560214832,667.427,18340.54667,27.48113161,0.465556814,625.399,55127.15,22.9424111,0.468469624,647.108,46022.47667,30.74621137,0.465611781,608.7603333,61676.9,117.5,87.83333333,NA,87.83333333,-0.220280237242851,-1.17171658585126,0.964988048569367,0.243832851299199,1.90707256677948
"2640-97331","2850-57580","2640-97331_2850-57580",1,"CHR",29,"CHR-29",0,0,11.78128134,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,16.2,9.142844799,0.560214832,667.427,18340.54667,27.48113161,0.465556814,625.399,55127.15,22.9424111,0.468469624,647.108,46022.47667,30.74621137,0.465611781,608.7603333,61676.9,117.5,87.83333333,NA,87.83333333,-0.220280237242851,-1.17171658585126,0.964988048569367,0.243832851299199,1.90707256677948
"2640-97331","2850-57581","2640-97331_2850-57581",1,"CHR",29,"CHR-29",0,7,12.40409686,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,15.5,12.5018158,0.557442636,674.1035,25078.6425,18.94245264,0.521103483,641.0916667,37998.56,27.0381655,0.472765016,616.0483333,54238.56,19.62838485,0.524143762,664.102,39374.54,116,82.5,83,82.5,-0.857475046428205,-0.308807586528723,-0.780541178943333,1.31036584447863,-0.29122786414068
"2640-97331","2850-57581","2640-97331_2850-57581",2,"CHR",27,"CHR-27",0,10,12.46090579,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,15.5,12.5018158,0.557442636,674.1035,25078.6425,18.94245264,0.521103483,641.0916667,37998.56,27.0381655,0.472765016,616.0483333,54238.56,19.62838485,0.524143762,664.102,39374.54,116,82.5,83,82.5,-0.857475046428205,-0.308807586528723,-0.780541178943333,1.31036584447863,-0.29122786414068
"2640-97331","2850-57582","2640-97331_2850-57582",2,"CHR",27,"CHR-27",0,10,12.09954678,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,15.9,NA,NA,NA,NA,28.49882187,0.467628455,626.7313333,57168.63667,24.79582419,0.471185748,627.0583333,49740.42333,10.86734629,0.526212895,643.7406667,21799.89667,118,88.5,86,88.5,-0.140630885646655,NA,1.17303054549732,0.72646096261262,-2.023526421517
"2640-97331","2850-57582","2640-97331_2850-57582",1,"CHR",29,"CHR-29",0,0,13.16811811,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,15.9,NA,NA,NA,NA,28.49882187,0.467628455,626.7313333,57168.63667,24.79582419,0.471185748,627.0583333,49740.42333,10.86734629,0.526212895,643.7406667,21799.89667,118,88.5,86,88.5,-0.140630885646655,NA,1.17303054549732,0.72646096261262,-2.023526421517
"2640-97331","2850-57589","2640-97331_2850-57589",1,"CHR",29,"CHR-29",0,1,7.023837135,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,17.5,12.65077601,0.531237153,675.7903333,25377.45667,16.92662014,0.501144529,627.3723333,33954.8,19.27879528,0.490091496,643.7406667,38673.26333,19.52571951,0.519492939,627.6863333,39168.59333,119.8333333,97,96.5,97,0.874898342127209,-0.270540180912031,-1.19263004642303,-0.710171408908421,-0.311527628735547
"2640-97331","2850-57589","2640-97331_2850-57589",2,"CHR",27,"CHR-27",0,10,6.234389011,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,17.5,12.65077601,0.531237153,675.7903333,25377.45667,16.92662014,0.501144529,627.3723333,33954.8,19.27879528,0.490091496,643.7406667,38673.26333,19.52571951,0.519492939,627.6863333,39168.59333,119.8333333,97,96.5,97,0.874898342127209,-0.270540180912031,-1.19263004642303,-0.710171408908421,-0.311527628735547
"2640-97331","2850-57620","2640-97331_2850-57620",2,"CHR",27,"CHR-27",0,10,6.422664264,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,18.2,8.903889997,0.510576941,627.6863333,17861.20333,21.60838485,0.492100236,611.004,43346.42,22.72290794,0.464821292,611.004,45582.15333,21.84048023,0.466018925,627.6863333,43812.00333,121,87,84,87,-0.319841925842042,-1.2331033167923,-0.235554933708899,0.186674306283134,0.146164302245678
"2640-97331","2850-57620","2640-97331_2850-57620",1,"CHR",29,"CHR-29",0,0,5.45933273,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,18.2,8.903889997,0.510576941,627.6863333,17861.20333,21.60838485,0.492100236,611.004,43346.42,22.72290794,0.464821292,611.004,45582.15333,21.84048023,0.466018925,627.6863333,43812.00333,121,87,84,87,-0.319841925842042,-1.2331033167923,-0.235554933708899,0.186674306283134,0.146164302245678
"2640-97331","2850-57647","2640-97331_2850-57647",2,"CHR",27,"CHR-27",0,10,3.77388294,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,15.8,12.89783981,0.543297932,643.7406667,25873.06667,28.1838767,0.473800388,617.439,56536.85667,25.45478232,0.436115595,638.1653333,51062.29333,20.55910934,0.502370676,626.097,41241.57333,122.1666667,85.83333333,87.33333333,85.83333333,-0.459228290836701,-0.207070274097309,1.10864751842364,0.898053425961696,-0.107198005089152
"2640-97331","2850-57647","2640-97331_2850-57647",1,"CHR",29,"CHR-29",0,0,3.546625264,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,15.8,12.89783981,0.543297932,643.7406667,25873.06667,28.1838767,0.473800388,617.439,56536.85667,25.45478232,0.436115595,638.1653333,51062.29333,20.55910934,0.502370676,626.097,41241.57333,122.1666667,85.83333333,87.33333333,85.83333333,-0.459228290836701,-0.207070274097309,1.10864751842364,0.898053425961696,-0.107198005089152
"2640-97331","2850-57653","2640-97331_2850-57653",2,"CHR",27,"CHR-27",0,10,16.54801295,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,16.37,8.467490861,0.535457505,660.1716667,16985.78667,27.15053506,0.465647634,659.167,54463.97333,21.8547225,0.470898637,665.8,43840.57333,15.40861914,0.497215455,659.167,30909.69,119.3333333,78,76.33333333,78,-1.39510816701437,-1.34521287106915,0.897405470214174,-0.0394008743863891,-1.12559173571107
"2640-97331","2850-57653","2640-97331_2850-57653",1,"CHR",29,"CHR-29",0,0,13.22996489,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,16.37,8.467490861,0.535457505,660.1716667,16985.78667,27.15053506,0.465647634,659.167,54463.97333,21.8547225,0.470898637,665.8,43840.57333,15.40861914,0.497215455,659.167,30909.69,119.3333333,78,76.33333333,78,-1.39510816701437,-1.34521287106915,0.897405470214174,-0.0394008743863891,-1.12559173571107
"2640-97331","2850-57669","2640-97331_2850-57669",2,"CHR",27,"CHR-27",0,10,4.5015262,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,17.82,14.07982054,0.504204618,611.004,28244.12,27.72719176,0.47617904,611.004,55620.74667,17.24374875,0.494612283,611.004,34590.96,18.57412762,0.508699718,611.004,37259.7,123.8333333,89.66666667,90,89.66666667,-0.0012445206519955,0.0965768275416075,1.01528917653778,-1.2400968035806,-0.499683547348238
"2640-97331","2850-57669","2640-97331_2850-57669",1,"CHR",29,"CHR-29",0,0,3.835087464,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,17.82,14.07982054,0.504204618,611.004,28244.12,27.72719176,0.47617904,611.004,55620.74667,17.24374875,0.494612283,611.004,34590.96,18.57412762,0.508699718,611.004,37259.7,123.8333333,89.66666667,90,89.66666667,-0.0012445206519955,0.0965768275416075,1.01528917653778,-1.2400968035806,-0.499683547348238
"2640-97331","2850-57671","2640-97331_2850-57671",2,"CHR",27,"CHR-27",0,10,14.97887567,"CHR_27_2",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,17.53,16.28350449,0.48181303,667.733,32664.71,28.84180791,0.479499655,593.4133333,57856.66667,23.68146062,0.459973843,641.034,47505.01,25.7482569,0.475226128,607.0326667,51651.00333,117.8333333,75.83333333,83.16666667,75.83333333,-1.65396855880595,0.662696246718346,1.24314585953504,0.436281084199448,0.918839350030176
"2640-97331","2850-57671","2640-97331_2850-57671",1,"CHR",29,"CHR-29",0,0,16.04915093,"CHR_29_1",1,NA,0,4,"no",16.76,9.83579096,0.544014282,674.104,19730.59667,18.81945995,0.511323939,633.7533333,37751.83667,19.5594101,0.486640052,616.7373333,39236.17667,18.82038717,0.496634551,652.7723333,37753.69667,119,79.83333333,79,79.83333333,0.564019367350756,-2.00209196155345,-1.05591017852521,-1.19131851387752,-1.16701776743761,17.53,16.28350449,0.48181303,667.733,32664.71,28.84180791,0.479499655,593.4133333,57856.66667,23.68146062,0.459973843,641.034,47505.01,25.7482569,0.475226128,607.0326667,51651.00333,117.8333333,75.83333333,83.16666667,75.83333333,-1.65396855880595,0.662696246718346,1.24314585953504,0.436281084199448,0.918839350030176
