"female","male","pairwise","attempt1","barn","nest","location1","soc.pair","total.dur","process.dist.m","dur.fertile","ci.diff","clutch_id_merge","clutch_match","fert_type","shared_fert","pat.clutch.size","bin_fert","fem_mass_1","fem_throat_avg_bright","fem_throat_chroma","fem_throat_hue","fem_throat_total_bright","fem_breast_avg_bright","fem_breast_chroma","fem_breast_hue","fem_breast_total_bright","fem_belly_avg_bright","fem_belly_chroma","fem_belly_hue","fem_belly_total_bright","fem_vent_avg_bright","fem_vent_chroma","fem_vent_hue","fem_vent_total_bright","fem_mean_rwl","fem_mean_rts","fem_mean_lts","fem_TS","fem_TS_scaled","fem_throat_avg_bright_scaled","fem_breast_avg_bright_scaled","fem_belly_avg_bright_scaled","fem_vent_avg_bright_scaled","male_mass_1","male_throat_avg_bright","male_throat_chroma","male_throat_hue","male_throat_total_bright","male_breast_avg_bright","male_breast_chroma","male_breast_hue","male_breast_total_bright","male_belly_avg_bright","male_belly_chroma","male_belly_hue","male_belly_total_bright","male_vent_avg_bright","male_vent_chroma","male_vent_hue","male_vent_total_bright","male_mean_rwl","male_mean_rts","male_mean_lts","male_TS","male_TS_scaled","male_throat_avg_bright_scaled","male_breast_avg_bright_scaled","male_belly_avg_bright_scaled","male_vent_avg_bright_scaled"
"2850-57585","2850-57577","2850-57585_2850-57577",2,"CHR",4,"CHR-4",0,10,29.43897383,0,10,"CHR_4_2",1,NA,0,2,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,18.2,20.92472416,0.512057073,676.164,41974.99667,28.83623131,0.475799583,625.399,57845.48,28.80829345,0.443602398,627.1216667,57789.43667,29.54534563,0.455136562,636.0576667,59267.96333,119,90.83333333,91.16666667,90.83333333,0.232630044426981,1.80573194047972,0.737715377164354,1.04502048301344,1.47939806751422
"2850-57585","2850-57577","2850-57585_2850-57577",1,"CHR",4,"CHR-4",0,0,29.43897383,0,10,"CHR_4_1",1,NA,0,4,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,18.2,20.92472416,0.512057073,676.164,41974.99667,28.83623131,0.475799583,625.399,57845.48,28.80829345,0.443602398,627.1216667,57789.43667,29.54534563,0.455136562,636.0576667,59267.96333,119,90.83333333,91.16666667,90.83333333,0.232630044426981,1.80573194047972,0.737715377164354,1.04502048301344,1.47939806751422
"2850-57585","2850-57578","2850-57585_2850-57578",1,"CHR",4,"CHR-4",0,4,18.78723311,4,6,"CHR_4_1",1,NA,0,4,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,17.2,10.81633932,0.556799001,678.4426667,21697.57667,15.67680791,0.517385329,657.4626667,31447.67667,20.72179628,0.496782872,642.7923333,41567.92333,11.67128448,0.547842632,659.167,23412.59667,119,91.5,91.5,91.5,0.330122304413543,-0.882870324808829,-1.49188574528399,-0.374834477619313,-2.37479887454678
"2850-57585","2850-57578","2850-57585_2850-57578",2,"CHR",4,"CHR-4",0,10,18.78723311,3,7,"CHR_4_2",1,NA,0,2,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,17.2,10.81633932,0.556799001,678.4426667,21697.57667,15.67680791,0.517385329,657.4626667,31447.67667,20.72179628,0.496782872,642.7923333,41567.92333,11.67128448,0.547842632,659.167,23412.59667,119,91.5,91.5,91.5,0.330122304413543,-0.882870324808829,-1.49188574528399,-0.374834477619313,-2.37479887454678
"2850-57585","2850-57579","2850-57585_2850-57579",1,"CHR",4,"CHR-4",0,10,11.06999379,3,-7,"CHR_4_1",1,NA,0,4,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,16.3,11.31949153,0.533256519,660.737,22706.9,24.77905949,0.48852106,617.005,49706.79333,18.07848455,0.49353373,627.3723333,36265.44,24.4043104,0.499147361,611.004,48955.04667,118.5,93.5,92,93.5,0.622599082910845,-0.749043190899379,0.0503087508346794,-0.838956234350139,0.37083286253875
"2850-57585","2850-57579","2850-57585_2850-57579",2,"CHR",4,"CHR-4",0,10,10.1681123,0,-31,"CHR_4_2",1,NA,0,2,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,16.3,11.31949153,0.533256519,660.737,22706.9,24.77905949,0.48852106,617.005,49706.79333,18.07848455,0.49353373,627.3723333,36265.44,24.4043104,0.499147361,611.004,48955.04667,118.5,93.5,92,93.5,0.622599082910845,-0.749043190899379,0.0503087508346794,-0.838956234350139,0.37083286253875
"2850-57585","2850-57580","2850-57585_2850-57580",1,"CHR",4,"CHR-4",0,9,5.173148491,9,1,"CHR_4_1",1,NA,0,4,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,16.2,9.142844799,0.560214832,667.427,18340.54667,27.48113161,0.465556814,625.399,55127.15,22.9424111,0.468469624,647.108,46022.47667,30.74621137,0.465611781,608.7603333,61676.9,117.5,87.83333333,NA,87.83333333,-0.206085123318973,-1.32798210392354,0.508120833367745,0.0150687031458652,1.73834162958958
"2850-57585","2850-57580","2850-57585_2850-57580",2,"CHR",4,"CHR-4",0,0,5.173148491,0,-48,"CHR_4_2",1,NA,0,2,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,16.2,9.142844799,0.560214832,667.427,18340.54667,27.48113161,0.465556814,625.399,55127.15,22.9424111,0.468469624,647.108,46022.47667,30.74621137,0.465611781,608.7603333,61676.9,117.5,87.83333333,NA,87.83333333,-0.206085123318973,-1.32798210392354,0.508120833367745,0.0150687031458652,1.73834162958958
"2850-57585","2850-57581","2850-57585_2850-57581",1,"CHR",4,"CHR-4",0,10,7.971151755,0,-9,"CHR_4_1",1,"ep_same",2,4,"yes",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,15.5,12.5018158,0.557442636,674.1035,25078.6425,18.94245264,0.521103483,641.0916667,37998.56,27.0381655,0.472765016,616.0483333,54238.56,19.62838485,0.524143762,664.102,39374.54,116,82.5,83,82.5,-0.986023198824319,-0.434571614980667,-0.938587554762546,0.734215334884986,-0.659003473806166
"2850-57585","2850-57581","2850-57585_2850-57581",2,"CHR",4,"CHR-4",0,10,6.511773364,1,-9,"CHR_4_2",1,"ep_same",1,2,"yes",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,15.5,12.5018158,0.557442636,674.1035,25078.6425,18.94245264,0.521103483,641.0916667,37998.56,27.0381655,0.472765016,616.0483333,54238.56,19.62838485,0.524143762,664.102,39374.54,116,82.5,83,82.5,-0.986023198824319,-0.434571614980667,-0.938587554762546,0.734215334884986,-0.659003473806166
"2850-57585","2850-57582","2850-57585_2850-57582",1,"CHR",4,"CHR-4",0,10,5.933724475,9,-1,"CHR_4_1",1,NA,0,4,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,15.9,NA,NA,NA,NA,28.49882187,0.467628455,626.7313333,57168.63667,24.79582419,0.471185748,627.0583333,49740.42333,10.86734629,0.526212895,643.7406667,21799.89667,118,88.5,86,88.5,-0.108592863332411,NA,0.68054809534039,0.340497342347155,-2.54815265729939
"2850-57585","2850-57582","2850-57585_2850-57582",2,"CHR",4,"CHR-4",0,10,6.3331476174,8,2,"CHR_4_2",1,NA,0,2,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,15.9,NA,NA,NA,NA,28.49882187,0.467628455,626.7313333,57168.63667,24.79582419,0.471185748,627.0583333,49740.42333,10.86734629,0.526212895,643.7406667,21799.89667,118,88.5,86,88.5,-0.108592863332411,NA,0.68054809534039,0.340497342347155,-2.54815265729939
"2850-57585","2850-57589","2850-57585_2850-57589",1,"CHR",4,"CHR-4",0,10,10.9861078,8,-3,"CHR_4_1",1,NA,0,4,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,17.5,12.65077601,0.531237153,675.7903333,25377.45667,16.92662014,0.501144529,627.3723333,33954.8,19.27879528,0.490091496,643.7406667,38673.26333,19.52571951,0.519492939,627.6863333,39168.59333,119.8333333,97,96.5,97,1.13443344528112,-0.394951560502818,-1.28013005765578,-0.628201551764721,-0.681141276522795
"2850-57585","2850-57589","2850-57585_2850-57589",2,"CHR",4,"CHR-4",0,10,9.3957563137,9,1,"CHR_4_2",1,NA,0,2,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,17.5,12.65077601,0.531237153,675.7903333,25377.45667,16.92662014,0.501144529,627.3723333,33954.8,19.27879528,0.490091496,643.7406667,38673.26333,19.52571951,0.519492939,627.6863333,39168.59333,119.8333333,97,96.5,97,1.13443344528112,-0.394951560502818,-1.28013005765578,-0.628201551764721,-0.681141276522795
"2850-57585","2850-57620","2850-57585_2850-57620",1,"CHR",4,"CHR-4",0,10,21.28259696,10,0,"CHR_4_1",1,NA,0,4,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,18.2,8.903889997,0.510576941,627.6863333,17861.20333,21.60838485,0.492100236,611.004,43346.42,22.72290794,0.464821292,611.004,45582.15333,21.84048023,0.466018925,627.6863333,43812.00333,121,87,84,87,-0.327950447205388,-1.39153868908802,-0.486898657224134,-0.0234724159627646,-0.182007721268793
"2850-57585","2850-57620","2850-57585_2850-57620",2,"CHR",4,"CHR-4",0,10,21.28259696,10,0,"CHR_4_2",1,NA,0,2,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,18.2,8.903889997,0.510576941,627.6863333,17861.20333,21.60838485,0.492100236,611.004,43346.42,22.72290794,0.464821292,611.004,45582.15333,21.84048023,0.466018925,627.6863333,43812.00333,121,87,84,87,-0.327950447205388,-1.39153868908802,-0.486898657224134,-0.0234724159627646,-0.182007721268793
"2850-57585","2850-57647","2850-57585_2850-57647",1,"CHR",4,"CHR-4",0,5,16.66361176,5,5,"CHR_4_1",1,NA,0,4,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,15.8,12.89783981,0.543297932,643.7406667,25873.06667,28.1838767,0.473800388,617.439,56536.85667,25.45478232,0.436115595,638.1653333,51062.29333,20.55910934,0.502370676,626.097,41241.57333,122.1666667,85.83333333,87.33333333,85.83333333,-0.498561901816276,-0.329238164855052,0.627186934809475,0.456199475181733,-0.458310668004767
"2850-57585","2850-57647","2850-57585_2850-57647",2,"CHR",4,"CHR-4",0,10,16.66361176,0,10,"CHR_4_2",1,NA,0,2,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,15.8,12.89783981,0.543297932,643.7406667,25873.06667,28.1838767,0.473800388,617.439,56536.85667,25.45478232,0.436115595,638.1653333,51062.29333,20.55910934,0.502370676,626.097,41241.57333,122.1666667,85.83333333,87.33333333,85.83333333,-0.498561901816276,-0.329238164855052,0.627186934809475,0.456199475181733,-0.458310668004767
"2850-57585","2850-57653","2850-57585_2850-57653",1,"CHR",4,"CHR-4",0,10,29.35647712,10,0,"CHR_4_1",1,NA,0,4,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,16.37,8.467490861,0.535457505,660.1716667,16985.78667,27.15053506,0.465647634,659.167,54463.97333,21.8547225,0.470898637,665.8,43840.57333,15.40861914,0.497215455,659.167,30909.69,119.3333333,78,76.33333333,78,-1.64409595044325,-1.50761101163916,0.452107859504655,-0.175911398852204,-1.56891465511013
"2850-57585","2850-57653","2850-57585_2850-57653",2,"CHR",4,"CHR-4",0,10,31.40355192,0,-16,"CHR_4_2",1,NA,0,2,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,16.37,8.467490861,0.535457505,660.1716667,16985.78667,27.15053506,0.465647634,659.167,54463.97333,21.8547225,0.470898637,665.8,43840.57333,15.40861914,0.497215455,659.167,30909.69,119.3333333,78,76.33333333,78,-1.64409595044325,-1.50761101163916,0.452107859504655,-0.175911398852204,-1.56891465511013
"2850-57585","2850-57669","2850-57585_2850-57669",1,"CHR",4,"CHR-4",0,10,18.49401987,10,0,"CHR_4_1",1,NA,0,4,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,17.82,14.07982054,0.504204618,611.004,28244.12,27.72719176,0.47617904,611.004,55620.74667,17.24374875,0.494612283,611.004,34590.96,18.57412762,0.508699718,611.004,37259.7,123.8333333,89.66666667,90,89.66666667,0.0620185912784761,-0.0148579628241403,0.549810804877425,-0.985522014505819,-0.886333735122392
"2850-57585","2850-57669","2850-57585_2850-57669",2,"CHR",4,"CHR-4",0,10,17.591652565,5,5,"CHR_4_2",1,NA,0,2,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,17.82,14.07982054,0.504204618,611.004,28244.12,27.72719176,0.47617904,611.004,55620.74667,17.24374875,0.494612283,611.004,34590.96,18.57412762,0.508699718,611.004,37259.7,123.8333333,89.66666667,90,89.66666667,0.0620185912784761,-0.0148579628241403,0.549810804877425,-0.985522014505819,-0.886333735122392
"2850-57585","2850-57671","2850-57585_2850-57671",1,"CHR",4,"CHR-4",0,6,4.473367138,6,4,"CHR_4_1",1,NA,0,4,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,17.53,16.28350449,0.48181303,667.733,32664.71,28.84180791,0.479499655,593.4133333,57856.66667,23.68146062,0.459973843,641.034,47505.01,25.7482569,0.475226128,607.0326667,51651.00333,117.8333333,75.83333333,83.16666667,75.83333333,-1.96094579430279,0.571272240341928,0.738660220509044,0.144833557453636,0.660629034048076
"2850-57585","2850-57671","2850-57585_2850-57671",2,"CHR",4,"CHR-4",0,0,4.473367138,0,-45,"CHR_4_2",1,NA,0,2,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,17.53,16.28350449,0.48181303,667.733,32664.71,28.84180791,0.479499655,593.4133333,57856.66667,23.68146062,0.459973843,641.034,47505.01,25.7482569,0.475226128,607.0326667,51651.00333,117.8333333,75.83333333,83.16666667,75.83333333,-1.96094579430279,0.571272240341928,0.738660220509044,0.144833557453636,0.660629034048076
"2850-57585","2850-57731","2850-57585_2850-57731",1,"CHR",4,"CHR-4",0,10,15.89371749,0,-18,"CHR_4_1",1,NA,0,4,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,15.9,10.9634214,0.500436597,689.138,21992.62333,23.24545364,0.49159359,611.004,46630.38,18.5751562,0.456752009,611.004,37261.76333,24.60593387,0.474122334,611.004,49359.50333,119,91,92.33333333,91,0.257003109789217,-0.84374981052978,-0.209530090170569,-0.751748919336863,0.414309079555146
"2850-57585","2850-57731","2850-57585_2850-57731",2,"CHR",4,"CHR-4",0,10,19.59842008,0,-18,"CHR_4_2",1,NA,0,2,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,15.9,10.9634214,0.500436597,689.138,21992.62333,23.24545364,0.49159359,611.004,46630.38,18.5751562,0.456752009,611.004,37261.76333,24.60593387,0.474122334,611.004,49359.50333,119,91,92.33333333,91,0.257003109789217,-0.84374981052978,-0.209530090170569,-0.751748919336863,0.414309079555146
"2850-57585","2850-57733","2850-57585_2850-57733",2,"CHR",4,"CHR-4",0,10,7.718197398,0,22,"CHR_4_2",1,NA,0,2,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,15.66,14.84394317,0.488091858,680.0823333,29776.95,20.45213858,0.480742509,611.004,41026.99,22.3788767,0.481773003,627.3723333,44892.02667,18.61630941,0.474711747,611.004,37344.31667,121.6666667,NA,102,102,1.86562539152438,0.188381413841325,-0.682801464137293,-0.0838786032720019,-0.877238044743787
"2850-57585","2850-57733","2850-57585_2850-57733",1,"CHR",4,"CHR-4",0,0,7.718197398,0,25,"CHR_4_1",1,NA,0,4,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,15.66,14.84394317,0.488091858,680.0823333,29776.95,20.45213858,0.480742509,611.004,41026.99,22.3788767,0.481773003,627.3723333,44892.02667,18.61630941,0.474711747,611.004,37344.31667,121.6666667,NA,102,102,1.86562539152438,0.188381413841325,-0.682801464137293,-0.0838786032720019,-0.877238044743787
"2850-57585","2850-57742","2850-57585_2850-57742",1,"CHR",4,"CHR-4",0,10,15.7455459,0,-10,"CHR_4_1",1,NA,0,4,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,16.98,13.00562645,0.511030769,671.763,26089.28667,26.1463443,0.49002744,625.0783333,52449.56667,26.30566135,0.456120566,609.081,52769.15667,22.8044882,0.51172569,659.167,45745.80333,118,93,92,93,0.54947988828652,-0.300569350889335,0.281967817833205,0.605599739133584,0.0258620257862253
"2850-57585","2850-57742","2850-57585_2850-57742",2,"CHR",4,"CHR-4",0,10,12.94374732,0,-13,"CHR_4_2",1,NA,0,2,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,16.98,13.00562645,0.511030769,671.763,26089.28667,26.1463443,0.49002744,625.0783333,52449.56667,26.30566135,0.456120566,609.081,52769.15667,22.8044882,0.51172569,659.167,45745.80333,118,93,92,93,0.54947988828652,-0.300569350889335,0.281967817833205,0.605599739133584,0.0258620257862253
"2850-57585","2850-57744","2850-57585_2850-57744",1,"CHR",4,"CHR-4",0,2,3.556109437,2,8,"CHR_4_1",1,NA,0,4,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,14.77,24.63866733,0.441897015,611.004,49425.16667,20.45419575,0.491736389,610.6836667,41031.11667,20.25567464,0.470934773,627.6863333,40632.88333,16.45550847,0.489979153,643.7406667,33009.75,116,84.5,NA,84.5,-0.693546420327017,2.79355701620318,-0.682452917821725,-0.456677716898191,-1.34317313948584
"2850-57585","2850-57744","2850-57585_2850-57744",2,"CHR",4,"CHR-4",0,10,3.556109437,0,11,"CHR_4_2",1,NA,0,2,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,14.77,24.63866733,0.441897015,611.004,49425.16667,20.45419575,0.491736389,610.6836667,41031.11667,20.25567464,0.470934773,627.6863333,40632.88333,16.45550847,0.489979153,643.7406667,33009.75,116,84.5,NA,84.5,-0.693546420327017,2.79355701620318,-0.682452917821725,-0.456677716898191,-1.34317313948584
"2850-57585","2850-57745","2850-57585_2850-57745",1,"CHR",4,"CHR-4",0,10,28.78449961,6,-5,"CHR_4_1",1,NA,0,4,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,16.33,11.89491525,0.520998035,667.1156667,23861.2,19.28173812,0.496153459,634.065,38679.16667,21.88407444,0.484884869,657.7393333,43899.45333,26.3850565,0.474305256,645.4026667,52928.42333,118,85,86,85,-0.620427225702691,-0.59599346618265,-0.881102415479132,-0.170757684365318,0.797942599802867
"2850-57585","2850-57745","2850-57585_2850-57745",2,"CHR",4,"CHR-4",0,10,28.24518316,0,-19,"CHR_4_2",1,NA,0,2,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,16.33,11.89491525,0.520998035,667.1156667,23861.2,19.28173812,0.496153459,634.065,38679.16667,21.88407444,0.484884869,657.7393333,43899.45333,26.3850565,0.474305256,645.4026667,52928.42333,118,85,86,85,-0.620427225702691,-0.59599346618265,-0.881102415479132,-0.170757684365318,0.797942599802867
"2850-57585","2850-57806","2850-57585_2850-57806",1,"CHR",4,"CHR-4",0,10,23.35798423,0,-13,"CHR_4_1",1,"ep_same",2,4,"yes",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,15.88,11.25502825,0.516086951,669.4676667,22577.58667,14.26422898,0.518970434,659.167,28614.04333,18.0460319,0.470292612,659.167,36200.34,17.57589232,0.493413321,659.167,35257.24,120.1666667,83.83333333,86,83.83333333,-0.791038680313578,-0.766188968724348,-1.73121899508845,-0.844654382153754,-1.1015839465002
