"Band_dad","Band_mom","building_dad","building_mom","dist","pat.clutch.size","fert","prop.fert","year"
"2850-57806","2850-57688","CHR","Boyer",7918.345849,5,0,0,2022
"2850-57806","2850-57688","CHR","Boyer",7918.345849,5,0,0,2022
"2850-57806","2850-57667","CHR","Cathys est",7669.293552,1,0,0,2022
"2850-57806","2850-57667","CHR","Cathys est",7669.293552,1,0,0,2022
"2850-57806","2850-57575","CHR","Cooks",3998.148258,4,0,0,2022
"2850-57806","2850-57575","CHR","Cooks",3998.148258,4,0,0,2022
"2850-57806","2850-57637","CHR","Cooks",3998.148258,1,0,0,2022
"2850-57806","2850-57637","CHR","Cooks",3998.148258,1,0,0,2022
"2850-57806","Cooks-13_UNS","CHR","Cooks",3998.148258,4,0,0,2022
"2850-57806","Cooks-13_UNS","CHR","Cooks",3998.148258,4,0,0,2022
"2850-57806","2850-57609","CHR","Cooks",3998.148258,5,0,0,2022
"2850-57806","2850-57609","CHR","Cooks",3998.148258,5,0,0,2022
"2850-57806","2850-57672","CHR","Cooks",3998.148258,4,0,0,2022
"2850-57806","2850-57672","CHR","Cooks",3998.148258,4,0,0,2022
"2850-57806","2850-57664","CHR","Cooks",3998.148258,3,0,0,2022
"2850-57806","2850-57664","CHR","Cooks",3998.148258,3,0,0,2022
"2850-57806","2850-57661","CHR","Karens est",472.2447997,3,0,0,2022
"2850-57806","2850-57661","CHR","Karens est",472.2447997,3,0,0,2022
"2850-57806","2850-57700","CHR","Cooks",3998.148258,4,0,0,2022
"2850-57806","2850-57700","CHR","Cooks",3998.148258,4,0,0,2022
"2850-57806","2850-57872","CHR","Make Believe",4912.593342,8,0,0,2022
"2850-57806","2850-57872","CHR","Make Believe",4912.593342,8,0,0,2022
"2850-57806","2850-57853","CHR","Cooks",3998.148258,10,0,0,2022
"2850-57806","2850-57853","CHR","Cooks",3998.148258,10,0,0,2022
"2850-57806","2850-57663","CHR","Cooks",3998.148258,7,0,0,2022
"2850-57806","2850-57663","CHR","Cooks",3998.148258,7,0,0,2022
"2850-57806","2850-57874","CHR","Make Believe",4912.593342,2,0,0,2022
"2850-57806","2850-57874","CHR","Make Believe",4912.593342,2,0,0,2022
"2850-57806","2811-83207","CHR","Dome House est",9069.221045,4,0,0,2022
"2850-57806","2811-83207","CHR","Dome House est",9069.221045,4,0,0,2022
"2850-57806","2850-57878","CHR","Make Believe",4912.593342,3,0,0,2022
"2850-57806","2850-57878","CHR","Make Believe",4912.593342,3,0,0,2022
"2850-57806","2850-57576","CHR","Make Believe",4912.593342,6,0,0,2022
"2850-57806","2850-57576","CHR","Make Believe",4912.593342,6,0,0,2022
"2850-57806","2850-57635","CHR","Make Believe",4912.593342,8,0,0,2022
"2850-57806","2850-57635","CHR","Make Believe",4912.593342,8,0,0,2022
"2850-57806","2640-97596","CHR","Make Believe",4912.593342,10,0,0,2022
"2850-57806","2640-97596","CHR","Make Believe",4912.593342,10,0,0,2022
"2850-57806","2850-57692","CHR","Martes est",8462.904111,6,0,0,2022
"2850-57806","2850-57692","CHR","Martes est",8462.904111,6,0,0,2022
"2850-57806","2850-57608","CHR","Urban Farm Girlz Sheep Shed",9185.52607,3,0,0,2022
"2850-57806","2850-57608","CHR","Urban Farm Girlz Sheep Shed",9185.52607,3,0,0,2022
"2850-57806","2850-57550","CHR","Mary Anns est",7493.669043,3,0,0,2022
"2850-57806","2850-57550","CHR","Mary Anns est",7493.669043,3,0,0,2022
"2850-57806","2850-57640","CHR","McCauley est",3047.854589,6,0,0,2022
"2850-57806","2850-57640","CHR","McCauley est",3047.854589,6,0,0,2022
"2850-57806","2850-57551","CHR","Struthers main",5026.901367,10,0,0,2022
"2850-57806","2850-57551","CHR","Struthers main",5026.901367,10,0,0,2022
"2850-57806","2850-57753","CHR","McCauley est",3047.854589,4,0,0,2022
"2850-57806","2850-57753","CHR","McCauley est",3047.854589,4,0,0,2022
"2850-57806","2850-57645","CHR","Struthers main",5026.901367,4,0,0,2022
"2850-57806","2850-57645","CHR","Struthers main",5026.901367,4,0,0,2022
"2850-57806","2850-57698","CHR","Speedwell est",6015.097136,4,0,0,2022
"2850-57806","2850-57698","CHR","Speedwell est",6015.097136,4,0,0,2022
"2850-57806","2850-57629","CHR","Urban Farm Girlz Sheep Shed",9185.52607,7,0,0,2022
"2850-57806","2850-57629","CHR","Urban Farm Girlz Sheep Shed",9185.52607,7,0,0,2022
"2850-57620","2850-57869","CHR","Blue Cloud main",4098.901931,6,0,0,2022
"2850-57620","2850-57572","CHR","Blue Cloud main",4098.901931,5,0,0,2022
"2850-57620","2850-57871","CHR","Blue Cloud main",4098.901931,6,0,0,2022
"2850-57620","2850-57688","CHR","Boyer",7918.345849,5,0,0,2022
"2850-57620","2850-57612","CHR","Blue Cloud main",4098.901931,10,0,0,2022
"2850-57620","2850-57685","CHR","Boyer",7918.345849,2,0,0,2022
"2850-57620","2850-57870","CHR","Blue Cloud Middle Shed",4095.447993,1,0,0,2022
"2850-57620","2850-57667","CHR","Cathys est",7669.293552,1,0,0,2022
"2850-57620","2850-57637","CHR","Cooks",3998.148258,1,0,0,2022
"2850-57620","2850-57575","CHR","Cooks",3998.148258,4,0,0,2022
"2850-57620","2850-57609","CHR","Cooks",3998.148258,5,0,0,2022
"2850-57620","Cooks-13_UNS","CHR","Cooks",3998.148258,4,0,0,2022
"2850-57620","2850-57700","CHR","Cooks",3998.148258,4,0,0,2022
"2850-57620","2850-57672","CHR","Cooks",3998.148258,4,0,0,2022
"2850-57620","2850-57664","CHR","Cooks",3998.148258,3,0,0,2022
"2850-57620","2850-57663","CHR","Cooks",3998.148258,7,0,0,2022
"2850-57620","2850-57853","CHR","Cooks",3998.148258,10,0,0,2022
"2850-57620","2850-57661","CHR","Karens est",472.2447997,3,0,0,2022
"2850-57620","2850-57576","CHR","Make Believe",4912.593342,6,0,0,2022
"2850-57620","2850-57878","CHR","Make Believe",4912.593342,3,0,0,2022
"2850-57620","2850-57874","CHR","Make Believe",4912.593342,2,0,0,2022
"2850-57620","2811-83207","CHR","Dome House est",9069.221045,4,0,0,2022
"2850-57620","2850-57872","CHR","Make Believe",4912.593342,8,0,0,2022
"2850-57620","2640-97596","CHR","Make Believe",4912.593342,10,0,0,2022
"2850-57620","2850-57692","CHR","Martes est",8462.904111,6,0,0,2022
"2850-57620","2850-57635","CHR","Make Believe",4912.593342,8,0,0,2022
"2850-57620","2850-57550","CHR","Mary Anns est",7493.669043,3,0,0,2022
"2850-57620","2850-57645","CHR","Struthers main",5026.901367,4,0,0,2022
"2850-57620","2850-57698","CHR","Speedwell est",6015.097136,4,0,0,2022
"2850-57620","2850-57551","CHR","Struthers main",5026.901367,10,0,0,2022
"2850-57620","2850-57608","CHR","Urban Farm Girlz Sheep Shed",9185.52607,3,0,0,2022
"2850-57620","2850-57640","CHR","McCauley est",3047.854589,6,0,0,2022
"2850-57620","2850-57753","CHR","McCauley est",3047.854589,4,0,0,2022
"2850-57620","2850-57629","CHR","Urban Farm Girlz Sheep Shed",9185.52607,7,0,0,2022
"2850-57567","2850-57869","CHR","Blue Cloud main",4098.901931,6,0,0,2022
"2850-57567","2850-57572","CHR","Blue Cloud main",4098.901931,5,0,0,2022
"2850-57567","2850-57871","CHR","Blue Cloud main",4098.901931,6,0,0,2022
"2850-57567","2850-57870","CHR","Blue Cloud Middle Shed",4095.447993,1,0,0,2022
"2850-57567","2850-57685","CHR","Boyer",7918.345849,2,0,0,2022
"2850-57567","2850-57612","CHR","Blue Cloud main",4098.901931,10,0,0,2022
"2850-57567","2850-57688","CHR","Boyer",7918.345849,5,0,0,2022
"2850-57567","2850-57667","CHR","Cathys est",7669.293552,1,0,0,2022
"2850-57567","2850-57575","CHR","Cooks",3998.148258,4,0,0,2022
"2850-57567","2850-57664","CHR","Cooks",3998.148258,3,0,0,2022
"2850-57567","2850-57609","CHR","Cooks",3998.148258,5,0,0,2022
"2850-57567","Cooks-13_UNS","CHR","Cooks",3998.148258,4,0,0,2022
"2850-57567","2850-57637","CHR","Cooks",3998.148258,1,0,0,2022
"2850-57567","2850-57853","CHR","Cooks",3998.148258,10,0,0,2022
"2850-57567","2850-57672","CHR","Cooks",3998.148258,4,0,0,2022
"2850-57567","2850-57663","CHR","Cooks",3998.148258,7,0,0,2022
"2850-57567","2850-57700","CHR","Cooks",3998.148258,4,0,0,2022
"2850-57567","2850-57661","CHR","Karens est",472.2447997,3,0,0,2022
"2850-57567","2850-57874","CHR","Make Believe",4912.593342,2,0,0,2022
"2850-57567","2811-83207","CHR","Dome House est",9069.221045,4,0,0,2022
"2850-57567","2850-57878","CHR","Make Believe",4912.593342,3,0,0,2022
"2850-57567","2640-97596","CHR","Make Believe",4912.593342,10,0,0,2022
"2850-57567","2850-57576","CHR","Make Believe",4912.593342,6,0,0,2022
"2850-57567","2850-57635","CHR","Make Believe",4912.593342,8,0,0,2022
"2850-57567","2850-57872","CHR","Make Believe",4912.593342,8,0,0,2022
"2850-57567","2850-57753","CHR","McCauley est",3047.854589,4,0,0,2022
"2850-57567","2850-57692","CHR","Martes est",8462.904111,6,0,0,2022
"2850-57567","2850-57550","CHR","Mary Anns est",7493.669043,3,0,0,2022
"2850-57567","2850-57640","CHR","McCauley est",3047.854589,6,0,0,2022
"2850-57567","2850-57551","CHR","Struthers main",5026.901367,10,0,0,2022
"2850-57567","2850-57645","CHR","Struthers main",5026.901367,4,0,0,2022
"2850-57567","2850-57698","CHR","Speedwell est",6015.097136,4,0,0,2022
"2850-57567","2850-57608","CHR","Urban Farm Girlz Sheep Shed",9185.52607,3,0,0,2022
"2850-57567","2850-57629","CHR","Urban Farm Girlz Sheep Shed",9185.52607,7,0,0,2022
"2850-57653","2850-57869","CHR","Blue Cloud main",4098.901931,6,0,0,2022
"2850-57653","2850-57612","CHR","Blue Cloud main",4098.901931,10,0,0,2022
"2850-57653","2850-57572","CHR","Blue Cloud main",4098.901931,5,0,0,2022
"2850-57653","2850-57871","CHR","Blue Cloud main",4098.901931,6,0,0,2022
"2850-57653","2850-57870","CHR","Blue Cloud Middle Shed",4095.447993,1,0,0,2022
"2850-57653","2850-57688","CHR","Boyer",7918.345849,5,0,0,2022
"2850-57653","2850-57685","CHR","Boyer",7918.345849,2,0,0,2022
