"female","male","pairwise","attempt1","barn","nest","location1","soc.pair","total.dur","process.dist.m","dur.fertile","ci.diff","rest.SI.chr","clutch_id_merge","clutch_match","fert_type","shared_fert","pat.clutch.size","bin_fert"
"2850-57654","2850-57582","2850-57654_2850-57582","1","CHR","80","CHR-80",0,10,4.360833357,8,-2,0.344086021505376,"CHR_80_1",1,NA,0,4,"no"
"2850-57654","2850-57589","2850-57654_2850-57589","1","CHR","80","CHR-80",0,10,6.034415307,7,-4,0.347670250896057,"CHR_80_1",1,"ep_same",1,4,"yes"
"2850-57654","2850-57620","2850-57654_2850-57620","1","CHR","80","CHR-80",0,10,16.1553589,9,-1,0.340501792114695,"CHR_80_1",1,NA,0,4,"no"
"2850-57654","2850-57647","2850-57654_2850-57647","1","CHR","80","CHR-80",0,6,11.57698308,6,4,0.351254480286738,"CHR_80_1",1,NA,0,4,"no"
"2850-57654","2850-57653","2850-57654_2850-57653","1","CHR","80","CHR-80",0,10,24.25083568,9,-1,0.340501792114695,"CHR_80_1",1,NA,0,4,"no"
"2850-57654","2850-57669","2850-57654_2850-57669","1","CHR","80","CHR-80",0,10,13.39088423,10,-1,0.336917562724014,"CHR_80_1",1,NA,0,4,"no"
"2850-57654","2850-57671","2850-57654_2850-57671","1","CHR","80","CHR-80",0,7,5.852811652,7,3,0.347670250896057,"CHR_80_1",1,NA,0,4,"no"
"2850-57654","2850-57731","2850-57654_2850-57731","1","CHR","80","CHR-80",0,10,10.73150544,0,-19,0.372759856630824,"CHR_80_1",1,NA,0,4,"no"
"2850-57654","2850-57742","2850-57654_2850-57742","1","CHR","80","CHR-80",0,10,10.99316016,0,-11,0.372759856630824,"CHR_80_1",1,NA,0,4,"no"
"2850-57654","2850-57744","2850-57654_2850-57744","1","CHR","80","CHR-80",0,3,2.981141773,3,7,0.362007168458781,"CHR_80_1",1,NA,0,4,"no"
"2850-57654","2850-57745","2850-57654_2850-57745","1","CHR","80","CHR-80",0,10,23.61369084,5,-6,0.354838709677419,"CHR_80_1",1,NA,0,4,"no"
"2850-57654","2850-57806","2850-57654_2850-57806","1","CHR","80","CHR-80",0,10,18.18602989,0,-14,0.372759856630824,"CHR_80_1",1,NA,0,4,"no"
"2850-57654","2850-57808","2850-57654_2850-57808","1","CHR","80","CHR-80",0,10,11.78128134,0,-14,0.372759856630824,"CHR_80_1",1,NA,0,4,"no"
"2850-57654","2850-57881","2850-57654_2850-57881","1","CHR","80","CHR-80",0,10,13.26934274,3,-9,0.362007168458781,"CHR_80_1",1,NA,0,4,"no"
"2850-57654","unb-CHR-76and12","2850-57654_unb-CHR-76and12","1","CHR","80","CHR-80",0,4,3.330392431,4,6,0.3584229390681,"CHR_80_1",1,NA,0,4,"no"
"2850-57654","unb-CHR-77","2850-57654_unb-CHR-77","1","CHR","80","CHR-80",0,10,20.45986246,0,-19,0.372759856630824,"CHR_80_1",1,NA,0,4,"no"
"2850-57654","unb-CHR-7and9","2850-57654_unb-CHR-7and9","1","CHR","80","CHR-80",0,7,1.789702637,7,3,0.347670250896057,"CHR_80_1",1,NA,0,4,"no"
"2850-57656","2640-97588","2850-57656_2640-97588","1","CHR","78","CHR-78",0,11,24.93320866,0,23,0.238709677419355,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2640-97589","2850-57656_2640-97589","1","CHR","78","CHR-78",0,11,13.49224612,0,-23,0.238709677419355,"CHR_78_1",1,"ep_same",3,5,"yes"
"2850-57656","2811-83208","2850-57656_2811-83208","1","CHR","78","CHR-78",0,11,3.556109437,2,-8,0.232258064516129,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57567","2850-57656_2850-57567","1","CHR","78","CHR-78",0,11,21.43275829,1,-10,0.235483870967742,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57570","2850-57656_2850-57570","1","CHR","78","CHR-78",0,9,18.94453536,9,2,0.209677419354839,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57577","2850-57656_2850-57577","1","CHR","78","CHR-78",0,9,26.62753665,9,2,0.209677419354839,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57578","2850-57656_2850-57578","1","CHR","78","CHR-78",0,11,15.82780332,9,-2,0.209677419354839,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57579","2850-57656_2850-57579","1","CHR","78","CHR-78",0,11,8.28547973781818,1,10,0.235483870967742,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57580","2850-57656_2850-57580","1","CHR","78","CHR-78",0,11,2.981141773,3,-7,0.229032258064516,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57581","2850-57656_2850-57581","1","CHR","78","CHR-78",0,11,4.449553837,0,-17,0.238709677419355,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57582","2850-57656_2850-57582","1","CHR","78","CHR-78",0,11,6.340425465,1,-9,0.235483870967742,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57589","2850-57656_2850-57589","1","CHR","78","CHR-78",0,11,7.791016926,0,-11,0.238709677419355,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57620","2850-57656_2850-57620","1","CHR","78","CHR-78",0,11,18.19585314,2,-8,0.232258064516129,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57647","2850-57656_2850-57647","1","CHR","78","CHR-78",0,11,13.53171341,8,-3,0.212903225806452,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57653","2850-57656_2850-57653","1","CHR","78","CHR-78",0,11,26.19264283,2,-8,0.232258064516129,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57669","2850-57656_2850-57669","1","CHR","78","CHR-78",0,11,15.37485282,3,-8,0.229032258064516,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57671","2850-57656_2850-57671","1","CHR","78","CHR-78",0,11,6.528819196,7,-4,0.216129032258065,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57731","2850-57656_2850-57731","1","CHR","78","CHR-78",0,11,12.97113301,0,23,0.238709677419355,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57733","2850-57656_2850-57733","1","CHR","78","CHR-78",0,0,5.08098656,0,17,0.238709677419355,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57742","2850-57656_2850-57742","1","CHR","78","CHR-78",0,11,12.33962681,0,-18,0.238709677419355,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57744","2850-57656_2850-57744","1","CHR","78","CHR-78",1,11,0.08,11,0,0.238709677419355,"CHR_78_1",1,"wp",2,5,"yes"
"2850-57656","2850-57745","2850-57656_2850-57745","1","CHR","78","CHR-78",0,11,25.85191382,0,-13,0.238709677419355,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57806","2850-57656_2850-57806","1","CHR","78","CHR-78",0,11,20.46219552,0,-21,0.238709677419355,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57808","2850-57656_2850-57808","1","CHR","78","CHR-78",0,11,14.27662498,0,-21,0.238709677419355,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","2850-57881","2850-57656_2850-57881","1","CHR","78","CHR-78",0,11,16.02301471,0,-16,0.238709677419355,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","unb-CHR-145","2850-57656_unb-CHR-145","1","CHR","78","CHR-78",0,0,28.82525223,0,19,0.238709677419355,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","unb-CHR-76and12","2850-57656_unb-CHR-76and12","1","CHR","78","CHR-78",0,11,4.664866954,10,-1,0.206451612903226,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","unb-CHR-77","2850-57656_unb-CHR-77","1","CHR","78","CHR-78",0,11,22.21719126,0,25,0.238709677419355,"CHR_78_1",1,NA,0,5,"no"
"2850-57656","unb-CHR-7and9","2850-57656_unb-CHR-7and9","1","CHR","78","CHR-78",0,11,4.749746238,7,-4,0.216129032258065,"CHR_78_1",1,NA,0,5,"no"
"2850-57663","2850-57557","2850-57663_2850-57557","1","Cooks","31","Cooks-31",0,10,8.647836301,0,-14,NA,"Cooks_31_1",1,NA,0,3,"no"
"2850-57663","2850-57557","2850-57663_2850-57557","2","Cooks","14","Cooks-14",0,0,10.34627476,0,-65,NA,"Cooks_14_2",1,NA,0,4,"no"
"2850-57663","2850-57573","2850-57663_2850-57573","1","Cooks","31","Cooks-31",1,10,0.08,10,0,NA,"Cooks_31_1",1,"wp",3,3,"yes"
"2850-57663","2850-57573","2850-57663_2850-57573","2","Cooks","14","Cooks-14",1,10,0.08,10,0,NA,"Cooks_14_2",1,"wp",4,4,"yes"
"2850-57663","2850-57574","2850-57663_2850-57574","1","Cooks","31","Cooks-31",0,6,4.620338857,6,4,NA,"Cooks_31_1",1,NA,0,3,"no"
"2850-57663","2850-57574","2850-57663_2850-57574","2","Cooks","14","Cooks-14",0,0,5.793060072,0,-47,NA,"Cooks_14_2",1,NA,0,4,"no"
"2850-57663","2850-57633","2850-57663_2850-57633","1","Cooks","31","Cooks-31",0,10,8.139134548,5,-6,NA,"Cooks_31_1",1,NA,0,3,"no"
"2850-57663","2850-57633","2850-57663_2850-57633","2","Cooks","14","Cooks-14",0,10,8.134789564,6,4,NA,"Cooks_14_2",1,NA,0,4,"no"
"2850-57663","2850-57638","2850-57663_2850-57638","1","Cooks","31","Cooks-31",0,10,3.850689154,0,-16,NA,"Cooks_31_1",1,NA,0,3,"no"
"2850-57663","2850-57638","2850-57663_2850-57638","2","Cooks","14","Cooks-14",0,10,5.579861364,0,-17,NA,"Cooks_14_2",1,NA,0,4,"no"
"2850-57663","2850-57673","2850-57663_2850-57673","1","Cooks","31","Cooks-31",0,7,8.719274267,7,3,NA,"Cooks_31_1",1,NA,0,3,"no"
"2850-57663","2850-57673","2850-57663_2850-57673","2","Cooks","14","Cooks-14",0,10,9.759708096,0,10,NA,"Cooks_14_2",1,NA,0,4,"no"
"2850-57663","2850-57675","2850-57663_2850-57675","2","Cooks","14","Cooks-14",0,10,8.140025438,0,-15,NA,"Cooks_14_2",1,NA,0,4,"no"
"2850-57663","2850-57675","2850-57663_2850-57675","1","Cooks","31","Cooks-31",0,0,6.497659888,0,36,NA,"Cooks_31_1",1,NA,0,3,"no"
"2850-57663","2850-57676","2850-57663_2850-57676","2","Cooks","14","Cooks-14",0,10,6.874469106,0,-31,NA,"Cooks_14_2",1,NA,0,4,"no"
"2850-57663","2850-57676","2850-57663_2850-57676","1","Cooks","31","Cooks-31",0,0,5.537764717,0,20,NA,"Cooks_31_1",1,NA,0,3,"no"
"2850-57663","2870-64915","2850-57663_2870-64915","2","Cooks","14","Cooks-14",0,10,7.939188645,0,-13,NA,"Cooks_14_2",1,NA,0,4,"no"
"2850-57663","2870-64915","2850-57663_2870-64915","1","Cooks","31","Cooks-31",0,0,6.161790483,0,38,NA,"Cooks_31_1",1,NA,0,3,"no"
"2850-57664","2850-57557","2850-57664_2850-57557","1","Cooks","27","Cooks-27",0,9,4.584727007,0,-34,NA,"Cooks_27_1",1,NA,0,3,"no"
"2850-57664","2850-57573","2850-57664_2850-57573","1","Cooks","27","Cooks-27",0,10,5.537764717,0,-20,NA,"Cooks_27_1",1,NA,0,3,"no"
"2850-57664","2850-57574","2850-57664_2850-57574","1","Cooks","27","Cooks-27",0,10,1.247039631,0,-16,NA,"Cooks_27_1",1,NA,0,3,"no"
"2850-57664","2850-57633","2850-57664_2850-57633","1","Cooks","27","Cooks-27",0,10,3.391521836,0,18,NA,"Cooks_27_1",1,NA,0,3,"no"
"2850-57664","2850-57638","2850-57664_2850-57638","1","Cooks","27","Cooks-27",0,10,3.888416622,0,14,NA,"Cooks_27_1",1,NA,0,3,"no"
"2850-57664","2850-57673","2850-57664_2850-57673","1","Cooks","27","Cooks-27",0,10,3.487716211,0,-17,NA,"Cooks_27_1",1,"ep_same",1,3,"yes"
"2850-57664","2850-57676","2850-57664_2850-57676","1","Cooks","27","Cooks-27",1,10,0.08,10,0,NA,"Cooks_27_1",1,"wp",2,3,"yes"
"2850-57670","2640-97588","2850-57670_2640-97588","1","CHR","73","CHR-73",0,11,28.19081952,0,-21,0.332258064516129,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2640-97589","2850-57670_2640-97589","1","CHR","73","CHR-73",0,11,16.60764839,0,-19,0.332258064516129,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2811-83208","2850-57670_2811-83208","1","CHR","73","CHR-73",0,11,4.473367138,6,-4,0.312903225806452,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2850-57567","2850-57670_2850-57567","1","CHR","73","CHR-73",0,11,24.92060744,5,-6,0.316129032258064,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2850-57570","2850-57670_2850-57570","1","CHR","73","CHR-73",0,5,22.16538088,5,6,0.316129032258064,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2850-57577","2850-57670_2850-57577","1","CHR","73","CHR-73",0,5,28.42927924,5,6,0.316129032258064,"CHR_73_1",1,"ep_same",1,5,"yes"
"2850-57670","2850-57578","2850-57670_2850-57578","1","CHR","73","CHR-73",0,9,18.36382867,9,2,0.303225806451613,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2850-57579","2850-57670_2850-57579","1","CHR","73","CHR-73",0,11,10.8143011,0,-11,0.332258064516129,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2850-57580","2850-57670_2850-57580","1","CHR","73","CHR-73",0,11,5.852811652,7,-3,0.309677419354839,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2850-57581","2850-57670_2850-57581","1","CHR","73","CHR-73",0,11,10.62077385,0,-13,0.332258064516129,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2850-57582","2850-57670_2850-57582","1","CHR","73","CHR-73",0,11,2.942554498,5,-5,0.316129032258064,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2850-57589","2850-57670_2850-57589","1","CHR","73","CHR-73",0,11,11.61683212,4,-7,0.319354838709677,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2850-57620","2850-57670_2850-57620","1","CHR","73","CHR-73",0,11,21.04846256,6,-4,0.312903225806452,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2850-57647","2850-57670_2850-57647","1","CHR","73","CHR-73",0,10,16.72153987,10,1,0.3,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2850-57653","2850-57670_2850-57653","1","CHR","73","CHR-73",0,11,29.12985901,6,-4,0.312903225806452,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2850-57669","2850-57670_2850-57669","1","CHR","73","CHR-73",0,11,18.43761329,7,-4,0.309677419354839,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2850-57671","2850-57670_2850-57671","1","CHR","73","CHR-73",1,11,0.08,11,0,0.332258064516129,"CHR_73_1",1,"wp",4,5,"yes"
"2850-57670","2850-57731","2850-57670_2850-57731","1","CHR","73","CHR-73",0,11,15.5412171,0,-22,0.332258064516129,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2850-57742","2850-57670_2850-57742","1","CHR","73","CHR-73",0,11,16.6309399,0,-14,0.332258064516129,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2850-57744","2850-57670_2850-57744","1","CHR","73","CHR-73",0,7,6.528819196,7,4,0.309677419354839,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2850-57745","2850-57670_2850-57745","1","CHR","73","CHR-73",0,11,28.03015619,2,-9,0.325806451612903,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2850-57806","2850-57670_2850-57806","1","CHR","73","CHR-73",0,11,22.64758752,0,-17,0.332258064516129,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2850-57808","2850-57670_2850-57808","1","CHR","73","CHR-73",0,11,16.04915093,0,-17,0.332258064516129,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","2850-57881","2850-57670_2850-57881","1","CHR","73","CHR-73",0,11,16.66597055,0,-12,0.332258064516129,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","unb-CHR-76and12","2850-57670_unb-CHR-76and12","1","CHR","73","CHR-73",0,8,9.177226029,8,3,0.306451612903226,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","unb-CHR-77","2850-57670_unb-CHR-77","1","CHR","73","CHR-73",0,11,25.6132416,0,-22,0.332258064516129,"CHR_73_1",1,NA,0,5,"no"
"2850-57670","unb-CHR-7and9","2850-57670_unb-CHR-7and9","1","CHR","73","CHR-73",0,11,5.806701872,11,0,0.296774193548387,"CHR_73_1",1,NA,0,5,"no"
"2850-57672","2850-57557","2850-57672_2850-57557","1","Cooks","17","Cooks-17",0,10,5.936969751,0,-17,NA,"Cooks_17_1",1,NA,0,4,"no"
"2850-57672","2850-57573","2850-57672_2850-57573","1","Cooks","17","Cooks-17",0,10,8.719274267,7,-3,NA,"Cooks_17_1",1,NA,0,4,"no"
"2850-57672","2850-57574","2850-57672_2850-57574","1","Cooks","17","Cooks-17",0,9,4.106341138,9,1,NA,"Cooks_17_1",1,NA,0,4,"no"
"2850-57672","2850-57633","2850-57672_2850-57633","1","Cooks","17","Cooks-17",0,10,4.463487017,2,-9,NA,"Cooks_17_1",1,NA,0,4,"no"
"2850-57672","2850-57638","2850-57672_2850-57638","1","Cooks","17","Cooks-17",0,10,5.864879132,0,-19,NA,"Cooks_17_1",1,NA,0,4,"no"
"2850-57672","2850-57673","2850-57672_2850-57673","1","Cooks","17","Cooks-17",1,10,0.08,10,0,NA,"Cooks_17_1",1,"wp",2,4,"yes"
"2850-57672","2850-57675","2850-57672_2850-57675","1","Cooks","17","Cooks-17",0,0,4.87093001,0,33,NA,"Cooks_17_1",1,NA,0,4,"no"
"2850-57672","2850-57676","2850-57672_2850-57676","1","Cooks","17","Cooks-17",0,0,3.487716211,0,17,NA,"Cooks_17_1",1,NA,0,4,"no"
"2850-57672","2870-64915","2850-57672_2870-64915","1","Cooks","17","Cooks-17",0,0,7.632108956,0,35,NA,"Cooks_17_1",1,NA,0,4,"no"
"2850-57700","2850-57573","2850-57700_2850-57573","1","Cooks","33","Cooks-33",0,10,6.161790483,0,13,NA,"Cooks_33_1",1,NA,0,4,"no"
"2850-57700","2850-57574","2850-57700_2850-57574","1","Cooks","33","Cooks-33",0,8,5.282841372,0,-34,NA,"Cooks_33_1",1,NA,0,4,"no"
"2850-57700","2850-57633","2850-57700_2850-57633","1","Cooks","33","Cooks-33",0,10,3.090659756,10,0,NA,"Cooks_33_1",1,NA,0,4,"no"
"2850-57700","2850-57638","2850-57700_2850-57638","1","Cooks","33","Cooks-33",0,10,5.760475577,7,-4,NA,"Cooks_33_1",1,NA,0,4,"no"
"2850-57700","2850-57673","2850-57700_2850-57673","1","Cooks","33","Cooks-33",0,10,7.632108956,0,23,NA,"Cooks_33_1",1,NA,0,4,"no"
"2850-57700","2850-57675","2850-57700_2850-57675","1","Cooks","33","Cooks-33",0,10,2.78939232,8,-2,NA,"Cooks_33_1",1,NA,0,4,"no"
"2850-57700","2850-57676","2850-57700_2850-57676","1","Cooks","33","Cooks-33",0,10,4.695109482,0,-18,NA,"Cooks_33_1",1,NA,0,4,"no"
"2850-57700","2870-64915","2850-57700_2870-64915","1","Cooks","33","Cooks-33",1,10,0.08,10,0,NA,"Cooks_33_1",1,"wp",4,4,"yes"
"2850-57730","2640-97588","2850-57730_2640-97588","1","CHR","93","CHR-93",1,11,0.08,11,0,0.193548387096774,"CHR_93_1",1,"wp",5,5,"yes"
"2850-57730","2640-97588","2850-57730_2640-97588","2","CHR","93","CHR-93",1,11,0.08,11,0,0.319354838709677,"CHR_93_2",1,"wp",2,4,"yes"
"2850-57730","2640-97589","2850-57730_2640-97589","1","CHR","93","CHR-93",0,9,11.64241472,9,2,0.164516129032258,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2640-97589","2850-57730_2640-97589","2","CHR","93","CHR-93",0,11,11.64241472,8,3,0.293548387096774,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2811-83208","2850-57730_2811-83208","2","CHR","93","CHR-93",0,11,28.17761148,0,18,0.319354838709677,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2811-83208","2850-57730_2811-83208","1","CHR","93","CHR-93",0,0,28.17761148,0,17,0.193548387096774,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57567","2850-57730_2850-57567","2","CHR","93","CHR-93",0,10,3.556400208,0,-33,0.319354838709677,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2850-57567","2850-57730_2850-57567","1","CHR","93","CHR-93",0,0,3.556400208,0,15,0.193548387096774,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57570","2850-57730_2850-57570","2","CHR","93","CHR-93",0,11,3.332966163,9,-1,0.290322580645161,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2850-57570","2850-57730_2850-57570","1","CHR","93","CHR-93",0,0,6.053862163,0,27,0.193548387096774,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57577","2850-57730_2850-57577","2","CHR","93","CHR-93",0,11,6.614013398,0,-21,0.319354838709677,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2850-57577","2850-57730_2850-57577","1","CHR","93","CHR-93",0,0,6.614013398,0,27,0.193548387096774,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57578","2850-57730_2850-57578","2","CHR","93","CHR-93",0,11,9.910183806,0,-25,0.319354838709677,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2850-57578","2850-57730_2850-57578","1","CHR","93","CHR-93",0,0,9.910183806,0,23,0.193548387096774,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57579","2850-57730_2850-57579","1","CHR","93","CHR-93",0,1,17.416029,1,10,0.190322580645161,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57579","2850-57730_2850-57579","2","CHR","93","CHR-93",0,11,18.84691719,0,-13,0.319354838709677,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2850-57580","2850-57730_2850-57580","2","CHR","93","CHR-93",0,11,23.12713998,0,-30,0.319354838709677,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2850-57580","2850-57730_2850-57580","1","CHR","93","CHR-93",0,0,23.12713998,0,18,0.193548387096774,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57581","2850-57730_2850-57581","1","CHR","93","CHR-93",0,3,21.5198601,3,8,0.183870967741935,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57581","2850-57730_2850-57581","2","CHR","93","CHR-93",0,11,21.8846041472727,2,9,0.312903225806452,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2850-57582","2850-57730_2850-57582","2","CHR","93","CHR-93",0,11,25.42855193,0,20,0.319354838709677,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2850-57582","2850-57730_2850-57582","1","CHR","93","CHR-93",0,0,25.42855193,0,16,0.193548387096774,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57589","2850-57730_2850-57589","2","CHR","93","CHR-93",0,11,17.19439348,0,19,0.319354838709677,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2850-57589","2850-57730_2850-57589","1","CHR","93","CHR-93",0,0,17.19439348,0,14,0.193548387096774,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57620","2850-57730_2850-57620","2","CHR","93","CHR-93",0,11,7.176553384,0,18,0.319354838709677,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2850-57620","2850-57730_2850-57620","1","CHR","93","CHR-93",0,0,7.176553384,0,17,0.193548387096774,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57647","2850-57730_2850-57647","2","CHR","93","CHR-93",0,11,11.55530626,0,-26,0.319354838709677,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2850-57647","2850-57730_2850-57647","1","CHR","93","CHR-93",0,0,11.55530626,0,22,0.193548387096774,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57653","2850-57730_2850-57653","2","CHR","93","CHR-93",0,11,2.99603000936364,9,2,0.290322580645161,"CHR_93_2",1,"ep_same",1,4,"yes"
"2850-57730","2850-57653","2850-57730_2850-57653","1","CHR","93","CHR-93",0,0,1.870428532,0,17,0.193548387096774,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57669","2850-57730_2850-57669","2","CHR","93","CHR-93",0,11,9.771915537,6,5,0.3,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2850-57669","2850-57730_2850-57669","1","CHR","93","CHR-93",0,0,9.771915537,0,17,0.193548387096774,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57671","2850-57730_2850-57671","2","CHR","93","CHR-93",0,11,28.19081952,0,-27,0.319354838709677,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2850-57671","2850-57730_2850-57671","1","CHR","93","CHR-93",0,0,28.19081952,0,21,0.193548387096774,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57731","2850-57730_2850-57731","1","CHR","93","CHR-93",0,11,12.6552842,10,-1,0.161290322580645,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57731","2850-57730_2850-57731","2","CHR","93","CHR-93",0,11,9.455109905,11,0,0.287096774193548,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2850-57733","2850-57730_2850-57733","2","CHR","93","CHR-93",0,11,20.60946097,4,-6,0.306451612903226,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2850-57733","2850-57730_2850-57733","1","CHR","93","CHR-93",0,0,20.60946097,0,42,0.193548387096774,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57742","2850-57730_2850-57742","1","CHR","93","CHR-93",0,4,12.7667261,4,7,0.180645161290323,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57742","2850-57730_2850-57742","2","CHR","93","CHR-93",0,11,14.1821213381818,6,5,0.3,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2850-57744","2850-57730_2850-57744","2","CHR","93","CHR-93",0,11,24.93320866,0,-23,0.319354838709677,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2850-57744","2850-57730_2850-57744","1","CHR","93","CHR-93",0,0,24.93320866,0,25,0.193548387096774,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57745","2850-57730_2850-57745","2","CHR","93","CHR-93",0,11,4.367526945,8,-1,0.293548387096774,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2850-57745","2850-57730_2850-57745","1","CHR","93","CHR-93",0,0,4.876923868,0,12,0.193548387096774,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57806","2850-57730_2850-57806","1","CHR","93","CHR-93",0,7,6.642331491,7,4,0.170967741935484,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57806","2850-57730_2850-57806","2","CHR","93","CHR-93",0,12,6.21442920225,3,8,0.309677419354839,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2850-57808","2850-57730_2850-57808","1","CHR","93","CHR-93",0,7,12.54316078,7,4,0.170967741935484,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57808","2850-57730_2850-57808","2","CHR","93","CHR-93",0,11,13.1855335345455,7,4,0.296774193548387,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","2850-57881","2850-57730_2850-57881","1","CHR","93","CHR-93",0,2,13.53847398,2,9,0.187096774193548,"CHR_93_1",1,NA,0,5,"no"
"2850-57730","2850-57881","2850-57730_2850-57881","2","CHR","93","CHR-93",0,11,13.53847398,0,18,0.319354838709677,"CHR_93_2",1,NA,0,4,"no"
"2850-57730","unb-CHR-145","2850-57730_unb-CHR-145","2","CHR","93","CHR-93",0,11,9.887222695,5,-4,0.303225806451613,"CHR_93_2",1,NA,0,4,"no"
