"female","male","pairwise","attempt1","barn","nest","location1","soc.pair","total.dur","process.dist.m","dur.fertile","ci.diff","rest.SI.chr","clutch_id_merge","clutch_match","fert_type","shared_fert","pat.clutch.size","bin_fert"
"2850-57583","2850-57745","2850-57583_2850-57745","1","CHR","97","CHR-97",0,11,18.10885817,9,-2,0.303225806451613,"CHR_97_1",1,NA,0,4,"no"
"2850-57583","2850-57745","2850-57583_2850-57745","2","CHR","19","CHR-19",0,10,19.02770251,0,-20,0.175627240143369,"CHR_19_2",1,NA,0,4,"no"
"2850-57583","2850-57806","2850-57583_2850-57806","1","CHR","97","CHR-97",0,11,12.76407049,1,-10,0.329032258064516,"CHR_97_1",1,NA,0,4,"no"
"2850-57583","2850-57806","2850-57583_2850-57806","2","CHR","19","CHR-19",0,10,15.90569611,0,-11,0.175627240143369,"CHR_19_2",1,NA,0,4,"no"
"2850-57583","2850-57808","2850-57583_2850-57808","1","CHR","97","CHR-97",0,11,7.023837135,1,-10,0.329032258064516,"CHR_97_1",1,NA,0,4,"no"
"2850-57583","2850-57808","2850-57583_2850-57808","2","CHR","19","CHR-19",0,10,6.802400876,0,-15,0.175627240143369,"CHR_19_2",1,NA,0,4,"no"
"2850-57583","2850-57881","2850-57583_2850-57881","1","CHR","97","CHR-97",0,11,9.456269646,7,-5,0.309677419354839,"CHR_97_1",1,NA,0,4,"no"
"2850-57583","2850-57881","2850-57583_2850-57881","2","CHR","19","CHR-19",0,10,8.985527746,9,-1,0.14336917562724,"CHR_19_2",1,NA,0,4,"no"
"2850-57583","unb-CHR-145","2850-57583_unb-CHR-145","2","CHR","19","CHR-19",0,10,22.34543321,0,-23,0.175627240143369,"CHR_19_2",1,NA,0,4,"no"
"2850-57583","unb-CHR-145","2850-57583_unb-CHR-145","1","CHR","97","CHR-97",0,0,21.34962162,0,30,0.332258064516129,"CHR_97_1",1,NA,0,4,"no"
"2850-57583","unb-CHR-76and12","2850-57583_unb-CHR-76and12","1","CHR","97","CHR-97",0,1,3.127559654,1,10,0.329032258064516,"CHR_97_1",1,NA,0,4,"no"
"2850-57583","unb-CHR-76and12","2850-57583_unb-CHR-76and12","2","CHR","19","CHR-19",0,10,4.011394472,0,-17,0.175627240143369,"CHR_19_2",1,NA,0,4,"no"
"2850-57583","unb-CHR-77","2850-57583_unb-CHR-77","1","CHR","97","CHR-97",0,11,14.49801994,0,-15,0.332258064516129,"CHR_97_1",1,NA,0,4,"no"
"2850-57583","unb-CHR-77","2850-57583_unb-CHR-77","2","CHR","19","CHR-19",0,10,16.5169135,0,-17,0.175627240143369,"CHR_19_2",1,NA,0,4,"no"
"2850-57583","unb-CHR-7and9","2850-57583_unb-CHR-7and9","1","CHR","97","CHR-97",0,4,5.858047721,4,7,0.319354838709677,"CHR_97_1",1,NA,0,4,"no"
"2850-57583","unb-CHR-7and9","2850-57583_unb-CHR-7and9","2","CHR","19","CHR-19",0,10,2.128093686,0,-27,0.175627240143369,"CHR_19_2",1,NA,0,4,"no"
"2850-57585","2640-97588","2850-57585_2640-97588","1","CHR","4","CHR-4",0,10,28.17761148,0,-17,0.372759856630824,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2640-97588","2850-57585_2640-97588","2","CHR","4","CHR-4",0,10,28.17761148,0,-18,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2640-97589","2850-57585_2640-97589","1","CHR","4","CHR-4",0,10,16.60092687,0,-15,0.372759856630824,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2640-97589","2850-57585_2640-97589","2","CHR","4","CHR-4",0,10,16.60092687,0,-15,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2811-83208","2850-57585_2811-83208","1","CHR","4","CHR-4",1,10,0.08,10,0,0.372759856630824,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2811-83208","2850-57585_2811-83208","2","CHR","4","CHR-4",1,10,0.08,10,0,0.172043010752688,"CHR_4_2",1,"wp",1,2,"yes"
"2850-57585","2850-57567","2850-57585_2850-57567","1","CHR","4","CHR-4",0,10,24.71865145,9,-2,0.340501792114695,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2850-57567","2850-57585_2850-57567","2","CHR","4","CHR-4",0,0,24.71865145,0,-51,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2850-57570","2850-57585_2850-57570","2","CHR","4","CHR-4",0,10,24.98854943,0,-19,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2850-57570","2850-57585_2850-57570","1","CHR","4","CHR-4",0,0,22.14425318,0,10,0.372759856630824,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2850-57577","2850-57585_2850-57577","2","CHR","4","CHR-4",0,10,29.43897383,0,10,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2850-57577","2850-57585_2850-57577","1","CHR","4","CHR-4",0,0,29.43897383,0,10,0.372759856630824,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2850-57578","2850-57585_2850-57578","1","CHR","4","CHR-4",0,4,18.78723311,4,6,0.3584229390681,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2850-57578","2850-57585_2850-57578","2","CHR","4","CHR-4",0,10,18.78723311,3,7,0.161290322580645,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2850-57579","2850-57585_2850-57579","1","CHR","4","CHR-4",0,10,11.06999379,3,-7,0.362007168458781,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2850-57579","2850-57585_2850-57579","2","CHR","4","CHR-4",0,10,10.1681123,0,-31,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2850-57580","2850-57585_2850-57580","1","CHR","4","CHR-4",0,9,5.173148491,9,1,0.340501792114695,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2850-57580","2850-57585_2850-57580","2","CHR","4","CHR-4",0,0,5.173148491,0,-48,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2850-57581","2850-57585_2850-57581","1","CHR","4","CHR-4",0,10,7.971151755,0,-9,0.372759856630824,"CHR_4_1",1,"ep_same",2,4,"yes"
"2850-57585","2850-57581","2850-57585_2850-57581","2","CHR","4","CHR-4",0,10,6.511773364,1,-9,0.168458781362007,"CHR_4_2",1,"ep_same",1,2,"yes"
"2850-57585","2850-57582","2850-57585_2850-57582","1","CHR","4","CHR-4",0,10,5.933724475,9,-1,0.340501792114695,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2850-57582","2850-57585_2850-57582","2","CHR","4","CHR-4",0,10,6.3331476174,8,2,0.14336917562724,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2850-57589","2850-57585_2850-57589","1","CHR","4","CHR-4",0,10,10.9861078,8,-3,0.344086021505376,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2850-57589","2850-57585_2850-57589","2","CHR","4","CHR-4",0,10,9.3957563137,9,1,0.139784946236559,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2850-57620","2850-57585_2850-57620","1","CHR","4","CHR-4",0,10,21.28259696,10,0,0.336917562724014,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2850-57620","2850-57585_2850-57620","2","CHR","4","CHR-4",0,10,21.28259696,10,0,0.136200716845878,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2850-57647","2850-57585_2850-57647","1","CHR","4","CHR-4",0,5,16.66361176,5,5,0.354838709677419,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2850-57647","2850-57585_2850-57647","2","CHR","4","CHR-4",0,10,16.66361176,0,10,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2850-57653","2850-57585_2850-57653","1","CHR","4","CHR-4",0,10,29.35647712,10,0,0.336917562724014,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2850-57653","2850-57585_2850-57653","2","CHR","4","CHR-4",0,10,31.40355192,0,-16,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2850-57669","2850-57585_2850-57669","1","CHR","4","CHR-4",0,10,18.49401987,10,0,0.336917562724014,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2850-57669","2850-57585_2850-57669","2","CHR","4","CHR-4",0,10,17.591652565,5,5,0.154121863799283,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2850-57671","2850-57585_2850-57671","1","CHR","4","CHR-4",0,6,4.473367138,6,4,0.351254480286738,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2850-57671","2850-57585_2850-57671","2","CHR","4","CHR-4",0,0,4.473367138,0,-45,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2850-57731","2850-57585_2850-57731","1","CHR","4","CHR-4",0,10,15.89371749,0,-18,0.372759856630824,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2850-57731","2850-57585_2850-57731","2","CHR","4","CHR-4",0,10,19.59842008,0,-18,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2850-57733","2850-57585_2850-57733","2","CHR","4","CHR-4",0,10,7.718197398,0,22,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2850-57733","2850-57585_2850-57733","1","CHR","4","CHR-4",0,0,7.718197398,0,25,0.372759856630824,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2850-57742","2850-57585_2850-57742","1","CHR","4","CHR-4",0,10,15.7455459,0,-10,0.372759856630824,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2850-57742","2850-57585_2850-57742","2","CHR","4","CHR-4",0,10,12.94374732,0,-13,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2850-57744","2850-57585_2850-57744","1","CHR","4","CHR-4",0,2,3.556109437,2,8,0.365591397849462,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2850-57744","2850-57585_2850-57744","2","CHR","4","CHR-4",0,10,3.556109437,0,11,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2850-57745","2850-57585_2850-57745","1","CHR","4","CHR-4",0,10,28.78449961,6,-5,0.351254480286738,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2850-57745","2850-57585_2850-57745","2","CHR","4","CHR-4",0,10,28.24518316,0,-19,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2850-57806","2850-57585_2850-57806","1","CHR","4","CHR-4",0,10,23.35798423,0,-13,0.372759856630824,"CHR_4_1",1,"ep_same",2,4,"yes"
"2850-57585","2850-57806","2850-57585_2850-57806","2","CHR","4","CHR-4",0,10,25.1203531,0,-10,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2850-57808","2850-57585_2850-57808","1","CHR","4","CHR-4",0,10,16.94168974,0,-13,0.372759856630824,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2850-57808","2850-57585_2850-57808","2","CHR","4","CHR-4",0,10,15.90725563,0,-14,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","2850-57881","2850-57585_2850-57881","1","CHR","4","CHR-4",0,10,18.2811172,4,-8,0.3584229390681,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","2850-57881","2850-57585_2850-57881","2","CHR","4","CHR-4",0,10,17.57294798,10,0,0.136200716845878,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","unb-CHR-145","2850-57585_unb-CHR-145","2","CHR","4","CHR-4",0,10,31.42802513,0,-22,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","unb-CHR-145","2850-57585_unb-CHR-145","1","CHR","4","CHR-4",0,0,31.42802513,0,27,0.372759856630824,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","unb-CHR-76and12","2850-57585_unb-CHR-76and12","1","CHR","4","CHR-4",0,3,7.938632096,3,7,0.362007168458781,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","unb-CHR-76and12","2850-57585_unb-CHR-76and12","2","CHR","4","CHR-4",0,10,6.12892889,0,-16,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","unb-CHR-77","2850-57585_unb-CHR-77","1","CHR","4","CHR-4",0,10,25.48412697,0,-18,0.372759856630824,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","unb-CHR-77","2850-57585_unb-CHR-77","2","CHR","4","CHR-4",0,10,25.48412697,0,-16,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57585","unb-CHR-7and9","2850-57585_unb-CHR-7and9","1","CHR","4","CHR-4",0,6,6.413410243,6,4,0.351254480286738,"CHR_4_1",1,NA,0,4,"no"
"2850-57585","unb-CHR-7and9","2850-57585_unb-CHR-7and9","2","CHR","4","CHR-4",0,10,7.796138153,0,-26,0.172043010752688,"CHR_4_2",1,NA,0,2,"no"
"2850-57588","2640-97588","2850-57588_2640-97588","2","CHR","45","CHR-45",0,11,3.246163671,9,-2,0.3,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2640-97589","2850-57588_2640-97589","2","CHR","45","CHR-45",0,11,14.83818046,10,1,0.296774193548387,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2811-83208","2850-57588_2811-83208","2","CHR","45","CHR-45",0,11,31.40355192,0,16,0.329032258064516,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57567","2850-57588_2850-57567","2","CHR","45","CHR-45",0,8,6.793815753,0,-35,0.329032258064516,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57570","2850-57588_2850-57570","2","CHR","45","CHR-45",0,11,6.451162169,7,-3,0.306451612903226,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57577","2850-57588_2850-57577","2","CHR","45","CHR-45",0,11,6.777622682,0,-23,0.329032258064516,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57578","2850-57588_2850-57578","2","CHR","45","CHR-45",0,11,12.97952929,0,23,0.329032258064516,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57579","2850-57588_2850-57579","2","CHR","45","CHR-45",0,11,21.97434176,0,-15,0.329032258064516,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57580","2850-57588_2850-57580","2","CHR","45","CHR-45",0,10,26.33609713,0,-32,0.329032258064516,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57581","2850-57588_2850-57581","2","CHR","45","CHR-45",0,11,25.4904246872727,4,7,0.316129032258064,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57582","2850-57588_2850-57582","2","CHR","45","CHR-45",0,11,28.53299789,0,18,0.329032258064516,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57589","2850-57588_2850-57589","2","CHR","45","CHR-45",0,11,20.42508594,0,17,0.329032258064516,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57620","2850-57588_2850-57620","2","CHR","45","CHR-45",0,11,10.27751357,0,16,0.329032258064516,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57647","2850-57588_2850-57647","2","CHR","45","CHR-45",0,11,14.75912949,0,26,0.329032258064516,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57653","2850-57588_2850-57653","2","CHR","45","CHR-45",1,11,0.08,11,0,0.329032258064516,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57669","2850-57588_2850-57669","2","CHR","45","CHR-45",0,11,12.95554044,8,3,0.306451612903226,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57671","2850-57588_2850-57671","2","CHR","45","CHR-45",0,11,31.3259709,0,-29,0.329032258064516,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57731","2850-57588_2850-57731","2","CHR","45","CHR-45",0,11,12.43113436,8,-2,0.303225806451613,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57733","2850-57588_2850-57733","2","CHR","45","CHR-45",0,11,23.80987697,2,-8,0.32258064516129,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57742","2850-57588_2850-57742","2","CHR","45","CHR-45",0,11,17.8981910109091,8,3,0.303225806451613,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57744","2850-57588_2850-57744","2","CHR","45","CHR-45",0,11,28.17367532,0,-25,0.329032258064516,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57745","2850-57588_2850-57745","2","CHR","45","CHR-45",0,11,5.294267559,6,-3,0.309677419354839,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57806","2850-57588_2850-57806","2","CHR","45","CHR-45",0,12,8.42402140866667,5,6,0.312903225806452,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57808","2850-57588_2850-57808","2","CHR","45","CHR-45",0,11,16.3594590081818,9,2,0.3,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","2850-57881","2850-57588_2850-57881","2","CHR","45","CHR-45",0,11,16.18122728,0,16,0.329032258064516,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","unb-CHR-145","2850-57588_unb-CHR-145","2","CHR","45","CHR-45",0,11,9.480200444,3,-6,0.319354838709677,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","unb-CHR-76and12","2850-57588_unb-CHR-76and12","2","CHR","45","CHR-45",0,11,25.40285209,11,0,0.296774193548387,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","unb-CHR-77","2850-57588_unb-CHR-77","2","CHR","45","CHR-45",0,11,5.979133051,11,0,0.296774193548387,"CHR_45_2",1,NA,0,4,"no"
"2850-57588","unb-CHR-7and9","2850-57588_unb-CHR-7and9","2","CHR","45","CHR-45",0,11,24.21033054,0,-10,0.329032258064516,"CHR_45_2",1,NA,0,4,"no"
"2850-57608","2850-57899","2850-57608_2850-57899","1","Urban Farm Girlz","2","Urban Farm Girlz-2",1,10,0.08,10,0,NA,"Urban Farm Girlz_2_1",1,"wp",2,3,"yes"
"2850-57609","2850-57557","2850-57609_2850-57557","1","Cooks","6","Cooks-6",1,11,0.08,11,0,NA,"Cooks_6_1",1,NA,0,5,"no"
"2850-57609","2850-57633","2850-57609_2850-57633","1","Cooks","6","Cooks-6",0,3,1.482300005,3,8,NA,"Cooks_6_1",1,NA,0,5,"no"
"2850-57609","2850-57638","2850-57609_2850-57638","1","Cooks","6","Cooks-6",0,11,8.358902715,9,-2,NA,"Cooks_6_1",1,NA,0,5,"no"
"2850-57612","2640-97548","2850-57612_2640-97548","1","Blue Cloud","18","Blue Cloud-18",1,11,0.08,11,0,NA,"Blue Cloud_18_1",1,"wp",5,5,"yes"
"2850-57612","2640-97548","2850-57612_2640-97548","2","Blue Cloud","21","Blue Cloud-21",1,11,0.08,11,0,NA,"Blue Cloud_21_2",1,"wp",4,5,"yes"
"2850-57612","2850-57614","2850-57612_2850-57614","1","Blue Cloud","18","Blue Cloud-18",0,7,5.485719357,7,4,NA,"Blue Cloud_18_1",1,NA,0,5,"no"
"2850-57612","2850-57614","2850-57612_2850-57614","2","Blue Cloud","21","Blue Cloud-21",0,11,6.062382204,11,0,NA,"Blue Cloud_21_2",1,NA,0,5,"no"
"2850-57612","2850-57659","2850-57612_2850-57659","2","Blue Cloud","21","Blue Cloud-21",0,11,7.43035803454545,2,9,NA,"Blue Cloud_21_2",1,NA,0,5,"no"
"2850-57612","2850-57659","2850-57612_2850-57659","1","Blue Cloud","18","Blue Cloud-18",0,0,5.758099624,0,11,NA,"Blue Cloud_18_1",1,NA,0,5,"no"
"2850-57629","2850-57868","2850-57629_2850-57868","1","Urban Farm Girlz","8","Urban Farm Girlz-8",1,10,0.08,10,0,NA,"Urban Farm Girlz_8_1",1,"wp",3,3,"yes"
"2850-57629","2850-57868","2850-57629_2850-57868","2","Urban Farm Girlz","8","Urban Farm Girlz-8",1,11,0.08,11,0,NA,"Urban Farm Girlz_8_2",1,"wp",1,4,"yes"
"2850-57629","2850-57899","2850-57629_2850-57899","1","Urban Farm Girlz","8","Urban Farm Girlz-8",0,10,7.420861852,0,-22,NA,"Urban Farm Girlz_8_1",1,NA,0,3,"no"
"2850-57629","2850-57899","2850-57629_2850-57899","2","Urban Farm Girlz","8","Urban Farm Girlz-8",0,0,7.420861852,0,-67,NA,"Urban Farm Girlz_8_2",1,NA,0,4,"no"
"2850-57635","2350-21085","2850-57635_2350-21085","1","Make Believe","34","Make Believe-34",0,11,9.322435728,0,-15,NA,"Make Believe_34_1",1,"ep_same",1,4,"yes"
"2850-57635","2350-21085","2850-57635_2350-21085","2","Make Believe","38","Make Believe-38",0,11,12.88609469,0,-13,NA,"Make Believe_38_2",1,"ep_same",3,4,"yes"
"2850-57635","2850-57518","2850-57635_2850-57518","1","Make Believe","34","Make Believe-34",0,11,10.14581095,8,-3,NA,"Make Believe_34_1",1,"ep_same",1,4,"yes"
"2850-57635","2850-57518","2850-57635_2850-57518","2","Make Believe","38","Make Believe-38",0,11,9.90871048,6,-4,NA,"Make Believe_38_2",1,NA,0,4,"no"
"2850-57635","2850-57668","2850-57635_2850-57668","1","Make Believe","34","Make Believe-34",1,11,0.08,11,0,NA,"Make Believe_34_1",1,"wp",2,4,"yes"
"2850-57635","2850-57668","2850-57635_2850-57668","2","Make Believe","38","Make Believe-38",1,11,0.08,11,0,NA,"Make Believe_38_2",1,"wp",1,4,"yes"
"2850-57635","2850-57873","2850-57635_2850-57873","1","Make Believe","34","Make Believe-34",0,11,5.088129173,9,-1,NA,"Make Believe_34_1",1,NA,0,4,"no"
"2850-57635","2850-57873","2850-57635_2850-57873","2","Make Believe","38","Make Believe-38",0,11,9.26732470118182,10,1,NA,"Make Believe_38_2",1,NA,0,4,"no"
"2850-57635","2850-57875","2850-57635_2850-57875","1","Make Believe","34","Make Believe-34",0,11,8.086602378,11,0,NA,"Make Believe_34_1",1,NA,0,4,"no"
"2850-57635","2850-57875","2850-57635_2850-57875","2","Make Believe","38","Make Believe-38",0,11,6.161113691,9,-2,NA,"Make Believe_38_2",1,NA,0,4,"no"
"2850-57635","2850-57877","2850-57635_2850-57877","2","Make Believe","38","Make Believe-38",0,9,7.616218514,0,-34,NA,"Make Believe_38_2",1,NA,0,4,"no"
"2850-57635","2850-57877","2850-57635_2850-57877","1","Make Believe","34","Make Believe-34",0,0,5.791827141,0,14,NA,"Make Believe_34_1",1,NA,0,4,"no"
"2850-57637","2850-57557","2850-57637_2850-57557","1","Cooks","2","Cooks-2",0,11,1.482300005,3,-8,NA,"Cooks_2_1",1,NA,0,1,"no"
"2850-57637","2850-57573","2850-57637_2850-57573","1","Cooks","2","Cooks-2",0,5,8.139134548,5,6,NA,"Cooks_2_1",1,NA,0,1,"no"
"2850-57637","2850-57574","2850-57637_2850-57574","1","Cooks","2","Cooks-2",0,1,4.61834683,1,10,NA,"Cooks_2_1",1,NA,0,1,"no"
"2850-57637","2850-57633","2850-57637_2850-57633","1","Cooks","2","Cooks-2",1,11,0.08,11,0,NA,"Cooks_2_1",1,"wp",1,1,"yes"
"2850-57637","2850-57638","2850-57637_2850-57638","1","Cooks","2","Cooks-2",0,11,7.269682798,1,-10,NA,"Cooks_2_1",1,NA,0,1,"no"
"2850-57637","2850-57673","2850-57637_2850-57673","1","Cooks","2","Cooks-2",0,2,4.463487017,2,9,NA,"Cooks_2_1",1,NA,0,1,"no"
"2850-57637","2850-57675","2850-57637_2850-57675","1","Cooks","2","Cooks-2",0,0,1.685430942,0,42,NA,"Cooks_2_1",1,NA,0,1,"no"
"2850-57637","2850-57676","2850-57637_2850-57676","1","Cooks","2","Cooks-2",0,0,3.391521836,0,26,NA,"Cooks_2_1",1,NA,0,1,"no"
"2850-57637","2870-64915","2850-57637_2870-64915","1","Cooks","2","Cooks-2",0,0,3.986457179,0,44,NA,"Cooks_2_1",1,NA,0,1,"no"
"2850-57640","2850-57639","2850-57640_2850-57639","1","McCauley","1","McCauley-1",1,8,0.08,8,0,NA,"McCauley_1_1",1,"wp",2,2,"yes"
"2850-57640","2850-57639","2850-57640_2850-57639","2","McCauley","2","McCauley-2",1,11,0.08,11,0,NA,"McCauley_2_2",1,NA,0,4,"no"
"2850-57645","2850-57552","2850-57645_2850-57552","2","Struthers","3","Struthers-3",0,9,5.664082546,0,-35,NA,"Struthers_3_2",1,NA,0,4,"no"
"2850-57645","2850-57674","2850-57645_2850-57674","2","Struthers","3","Struthers-3",1,10,0.08,10,0,NA,"Struthers_3_2",1,NA,0,4,"no"
"2850-57648","2640-97588","2850-57648_2640-97588","1","CHR","133","CHR-133",0,9,6.053862163,0,21,0.209677419354839,"CHR_133_1",1,NA,0,1,"no"
"2850-57648","2640-97588","2850-57648_2640-97588","2","CHR","151","CHR-151",0,10,3.332966163,9,1,0.261648745519713,"CHR_151_2",1,NA,0,3,"no"
"2850-57648","2640-97589","2850-57648_2640-97589","1","CHR","133","CHR-133",0,9,5.589012772,0,24,0.209677419354839,"CHR_133_1",1,NA,0,1,"no"
"2850-57648","2640-97589","2850-57648_2640-97589","2","CHR","151","CHR-151",0,10,8.398125942,6,4,0.272401433691756,"CHR_151_2",1,NA,0,3,"no"
"2850-57648","2811-83208","2850-57648_2811-83208","1","CHR","133","CHR-133",0,9,22.14425318,0,-10,0.209677419354839,"CHR_133_1",1,NA,0,1,"no"
"2850-57648","2811-83208","2850-57648_2811-83208","2","CHR","151","CHR-151",0,10,24.98854943,0,19,0.293906810035842,"CHR_151_2",1,NA,0,3,"no"
"2850-57648","2850-57567","2850-57648_2850-57567","1","CHR","133","CHR-133",0,9,2.83997057,0,-12,0.209677419354839,"CHR_133_1",1,NA,0,1,"no"
"2850-57648","2850-57567","2850-57648_2850-57567","2","CHR","151","CHR-151",0,10,1.707202981,0,-32,0.293906810035842,"CHR_151_2",1,NA,0,3,"no"
"2850-57648","2850-57570","2850-57648_2850-57570","1","CHR","133","CHR-133",1,9,0.08,9,0,0.209677419354839,"CHR_133_1",1,NA,0,1,"no"
"2850-57648","2850-57570","2850-57648_2850-57570","2","CHR","151","CHR-151",1,10,0.08,10,0,0.293906810035842,"CHR_151_2",1,"wp",2,3,"yes"
"2850-57648","2850-57577","2850-57648_2850-57577","1","CHR","133","CHR-133",0,9,8.987406143,9,0,0.173387096774194,"CHR_133_1",1,NA,0,1,"no"
"2850-57648","2850-57577","2850-57648_2850-57577","2","CHR","151","CHR-151",0,10,6.790833229,0,-20,0.293906810035842,"CHR_151_2",1,NA,0,3,"no"
"2850-57648","2850-57578","2850-57648_2850-57578","1","CHR","133","CHR-133",0,9,4.127994156,7,-4,0.181451612903226,"CHR_133_1",1,NA,0,1,"no"
"2850-57648","2850-57578","2850-57648_2850-57578","2","CHR","151","CHR-151",0,10,6.577697441,0,-24,0.293906810035842,"CHR_151_2",1,NA,0,3,"no"
"2850-57648","2850-57579","2850-57648_2850-57579","1","CHR","133","CHR-133",0,9,11.5344245144444,1,8,0.205645161290323,"CHR_133_1",1,NA,0,1,"no"
"2850-57648","2850-57579","2850-57648_2850-57579","2","CHR","151","CHR-151",0,10,15.53483464,0,-12,0.293906810035842,"CHR_151_2",1,NA,0,3,"no"
"2850-57648","2850-57580","2850-57648_2850-57580","1","CHR","133","CHR-133",0,9,17.07674627,1,-9,0.205645161290323,"CHR_133_1",1,NA,0,1,"no"
"2850-57648","2850-57580","2850-57648_2850-57580","2","CHR","151","CHR-151",0,10,19.89943086,0,-29,0.293906810035842,"CHR_151_2",1,NA,0,3,"no"
"2850-57648","2850-57581","2850-57648_2850-57581","1","CHR","133","CHR-133",0,9,15.72815413,0,-19,0.209677419354839,"CHR_133_1",1,NA,0,1,"no"
"2850-57648","2850-57581","2850-57648_2850-57581","2","CHR","151","CHR-151",0,10,18.58457563,0,10,0.293906810035842,"CHR_151_2",1,NA,0,3,"no"
"2850-57648","2850-57582","2850-57648_2850-57582","1","CHR","133","CHR-133",0,9,19.43540932,0,-11,0.209677419354839,"CHR_133_1",1,NA,0,1,"no"
