"","N","mean","sd"
"process.dist.m",819,11.3485894702738,6.69398096760075
"dur.fertile",819,2.37484737484737,3.41181641745393
"rest.SI.chr",819,0.238002529131561,0.080288591965577
"shared_fert",819,0.0415140415140415,0.293758467783112
"pat.clutch.size",819,3.56410256410256,1.0332992566391
"prop.fert",819,0.0113960113960114,0.0810634082283168
"brood2",819,0.435897435897436,0.49617684483497
