"Ind1","Ind2","k0_hat","k1_hat","k2_hat","pi_HAT","nbSNP","Band_ind1","Site_ind1","Type_ind1","FamilyID_ind1","Nest.._ind1","Brood.._ind1","clutch_id_ind1","Band_ind2","Site_ind2","Type_ind2","FamilyID_ind2","Nest.._ind2","Brood.._ind2","clutch_id_ind2"
"CO_64915","CO_34026",0.972,0.025,0.003,0.016,49328,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34026","Cooks","kid","Cooks-04",4,1,"Cook's_4_1"
"CO_64915","CO_34027",0.975,0.024,0.001,0.013,52770,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34027","Cooks","kid","Cooks-04",4,1,"Cook's_4_1"
"CO_64915","CO_34028",0.962,0.034,0.005,0.021,54307,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34028","Cooks","kid","Cooks-04",4,1,"Cook's_4_1"
"CO_64915","CO_34005",0.989,0.01,0.001,0.006,51342,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34005","Cooks","kid","Cooks-06",6,1,"Cook's_6_1"
"CO_64915","CO_34060",0.984,0.009,0.007,0.012,48931,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34060","Cooks","kid","Cooks-13",13,1,"Cook's_13_1"
"CO_64915","CO_34062",0.985,0.003,0.012,0.013,45349,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34062","Cooks","kid","Cooks-13",13,1,"Cook's_13_1"
"CO_64915","CO_34008",0.985,0.013,0.002,0.009,55151,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34008","Cooks","kid","Cooks-06",6,1,"Cook's_6_1"
"CO_64915","CO_34061",0.986,0.01,0.003,0.009,47628,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34061","Cooks","kid","Cooks-13",13,1,"Cook's_13_1"
"CO_64915","CO_34009",0.989,0.011,0,0.005,50498,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34009","Cooks","kid","Cooks-06",6,1,"Cook's_6_1"
"CO_64915","CO_34006",0.985,0.014,0.001,0.008,49505,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34006","Cooks","kid","Cooks-06",6,1,"Cook's_6_1"
"CO_64915","CO_34034",0.981,0.005,0.014,0.016,48383,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34034","Cooks","kid","Cooks-17",17,1,"Cook's_17_1"
"CO_64915","CO_34007",0.986,0.014,0,0.007,53047,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34007","Cooks","kid","Cooks-06",6,1,"Cook's_6_1"
"CO_64915","CO_83130",0.97,0.02,0.009,0.019,54337,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83130","Cooks","kid","Cooks-27",27,1,"Cook's_27_1"
"CO_64915","CO_34063",0.983,0.017,0,0.009,49938,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34063","Cooks","kid","Cooks-13",13,1,"Cook's_13_1"
"CO_64915","CO_34033",0.984,0.015,0.001,0.008,55132,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34033","Cooks","kid","Cooks-17",17,1,"Cook's_17_1"
"CO_64915","CO_83070",0.985,0.004,0.011,0.013,42944,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83070","Cooks","kid","Cooks-29",29,1,"Cook's_29_1"
"CO_64915","CO_34036",0.987,0.011,0.001,0.007,49341,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34036","Cooks","kid","Cooks-17",17,1,"Cook's_17_1"
"CO_64915","CO_34035",0.978,0.02,0.002,0.012,51489,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34035","Cooks","kid","Cooks-17",17,1,"Cook's_17_1"
"CO_64915","CO_83131",0.977,0.023,0,0.012,48673,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83131","Cooks","kid","Cooks-27",27,1,"Cook's_27_1"
"CO_64915","CO_83132",0.972,0.026,0.003,0.016,51241,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83132","Cooks","kid","Cooks-27",27,1,"Cook's_27_1"
"CO_64915","CO_83072",0.982,0.01,0.008,0.013,45679,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83072","Cooks","kid","Cooks-29",29,1,"Cook's_29_1"
"CO_64915","CO_83069",0.98,0.019,0.001,0.01,44520,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83069","Cooks","kid","Cooks-29",29,1,"Cook's_29_1"
"CO_64915","CO_83071",0.978,0.02,0.002,0.012,46490,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83071","Cooks","kid","Cooks-29",29,1,"Cook's_29_1"
"CO_64915","CO_34055",0.988,0.012,0,0.006,51201,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34055","Cooks","kid","Cooks-29",8,2,"Cook's_8_2"
"CO_64915","CO_34059",0.986,0.01,0.004,0.009,51724,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34059","Cooks","kid","Cooks-29",8,2,"Cook's_8_2"
"CO_64915","CO_83073",0.985,0.014,0.001,0.008,43559,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83073","Cooks","kid","Cooks-29",29,1,"Cook's_29_1"
"CO_64915","CO_83258",0.987,0.006,0.006,0.009,48324,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83258","Cooks","kid","Cooks-31",31,1,"Cook's_31_1"
"CO_64915","CO_34057",0.982,0.015,0.003,0.01,49547,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34057","Cooks","kid","Cooks-29",8,2,"Cook's_8_2"
"CO_64915","CO_34056",0.986,0.014,0,0.007,46731,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34056","Cooks","kid","Cooks-29",8,2,"Cook's_8_2"
"CO_64915","CO_34058",0.985,0.014,0.001,0.008,47522,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34058","Cooks","kid","Cooks-29",8,2,"Cook's_8_2"
"CO_64915","CO_33620",0.344,0.507,0.149,0.403,52406,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33620","Cooks","kid","Cooks-33",33,1,"Cook's_33_1"
"CO_64915","CO_33618",0.27,0.629,0.101,0.416,55041,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33618","Cooks","kid","Cooks-33",33,1,"Cook's_33_1"
"CO_64915","CO_33658",0.991,0.009,0,0.005,55458,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33658","Cooks","kid","Cooks-31",14,2,"Cook's_14_2"
"CO_64915","CO_83261",0.987,0.013,0,0.007,49703,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83261","Cooks","kid","Cooks-31",31,1,"Cook's_31_1"
"CO_64915","CO_83260",0.982,0.015,0.002,0.01,48440,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83260","Cooks","kid","Cooks-31",31,1,"Cook's_31_1"
"CO_64915","CO_33659",0.986,0.013,0,0.007,51636,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33659","Cooks","kid","Cooks-31",14,2,"Cook's_14_2"
"CO_64915","CO_33660",0.988,0.011,0.001,0.006,49472,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33660","Cooks","kid","Cooks-31",14,2,"Cook's_14_2"
"CO_64915","CO_33661",0.987,0.012,0.001,0.007,49467,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33661","Cooks","kid","Cooks-31",14,2,"Cook's_14_2"
"CO_64915","CO_83282",0.982,0.016,0.003,0.011,45465,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83282","Dome House","kid","DomeHouse-01",1,1,"Dome House_1_1"
"CO_64915","CO_33650",0.971,0.02,0.009,0.019,52781,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33650","Dome House","kid","DomeHouse-01",2,2,"Dome House_2_2"
"CO_64915","CO_34085",0.986,0.008,0.006,0.01,50762,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34085","Karen's","kid","Karens-01",1.2,2,"Karen's_1.2_2"
"CO_64915","CO_33648",0.977,0.023,0,0.012,51612,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33648","Dome House","kid","DomeHouse-01",2,2,"Dome House_2_2"
"CO_64915","CO_83281",0.981,0.018,0.001,0.01,54477,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83281","Dome House","kid","DomeHouse-01",1,1,"Dome House_1_1"
"CO_64915","CO_33619",0.325,0.549,0.126,0.401,54828,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33619","Cooks","kid","Cooks-33",33,1,"Cook's_33_1"
"CO_64915","CO_34087",0.976,0.015,0.009,0.016,50036,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34087","Karen's","kid","Karens-01",1.2,2,"Karen's_1.2_2"
"CO_64915","CO_34086",0.973,0.023,0.004,0.015,42592,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34086","Karen's","kid","Karens-01",1.2,2,"Karen's_1.2_2"
"CO_64915","CO_83254",0.983,0.008,0.009,0.013,48805,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83254","Make Believe","kid","MakeBelieve-14",14,1,"Make Believe_14_1"
"CO_64915","CO_83291",0.973,0.022,0.005,0.016,51412,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83291","Make Believe","kid","MakeBelieve-08",8,1,"Make Believe_8_1"
"CO_64915","CO_83290",0.988,0.011,0.001,0.007,47593,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83290","Make Believe","kid","MakeBelieve-08",8,1,"Make Believe_8_1"
"CO_64915","CO_83127",0.978,0.018,0.004,0.013,48360,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83127","Make Believe","kid","MakeBelieve-13",13,1,"Make Believe_13_1"
"CO_64915","CO_83128",0.985,0.014,0.001,0.008,51873,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83128","Make Believe","kid","MakeBelieve-13",13,1,"Make Believe_13_1"
"CO_64915","CO_83255",0.978,0.019,0.003,0.012,55333,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83255","Make Believe","kid","MakeBelieve-14",14,1,"Make Believe_14_1"
"CO_64915","CO_83256",0.986,0.012,0.002,0.008,49852,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83256","Make Believe","kid","MakeBelieve-14",14,1,"Make Believe_14_1"
"CO_64915","CO_83129",0.965,0.032,0.004,0.02,45030,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83129","Make Believe","kid","MakeBelieve-13",13,1,"Make Believe_13_1"
"CO_64915","CO_83257",0.983,0.014,0.003,0.01,49871,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83257","Make Believe","kid","MakeBelieve-14",14,1,"Make Believe_14_1"
"CO_64915","CO_33646",0.988,0.012,0,0.006,54446,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33646","Make Believe","kid","MakeBelieve-14",69,2,"Make Believe_69_2"
"CO_64915","CO_83286",0.987,0.011,0.002,0.007,54930,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83286","Make Believe","kid","MakeBelieve-26",26,1,"Make Believe_26_1"
"CO_64915","CO_33647",0.987,0.012,0,0.006,49621,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33647","Make Believe","kid","MakeBelieve-14",69,2,"Make Believe_69_2"
"CO_64915","CO_83285",0.984,0.016,0,0.008,55645,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83285","Make Believe","kid","MakeBelieve-26",26,1,"Make Believe_26_1"
"CO_64915","CO_83283",0.986,0.013,0,0.007,52727,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83283","Make Believe","kid","MakeBelieve-26",26,1,"Make Believe_26_1"
"CO_64915","CO_33621",0.338,0.48,0.182,0.422,50134,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33621","Cooks","kid","Cooks-33",33,1,"Cook's_33_1"
"CO_64915","CO_83284",0.985,0.014,0,0.007,47192,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83284","Make Believe","kid","MakeBelieve-26",26,1,"Make Believe_26_1"
"CO_64915","CO_33666",0.989,0.011,0,0.006,52566,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33666","Make Believe","kid","MakeBelieve-26",48,2,"Make Believe_48_2"
"CO_64915","CO_33667",0.982,0.016,0.002,0.01,52582,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33667","Make Believe","kid","MakeBelieve-26",48,2,"Make Believe_48_2"
"CO_64915","CO_33669",0.973,0.023,0.004,0.016,48901,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33669","Make Believe","kid","MakeBelieve-26",48,2,"Make Believe_48_2"
"CO_64915","CO_33668",0.985,0.015,0,0.008,54699,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33668","Make Believe","kid","MakeBelieve-26",48,2,"Make Believe_48_2"
"CO_64915","CO_33662",0.98,0.001,0.018,0.019,54100,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33662","Make Believe","kid","MakeBelieve-38",38,2,"Make Believe_38_2"
"CO_64915","CO_83292",0.981,0.018,0.001,0.01,48823,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83292","Make Believe","kid","MakeBelieve-38",34,1,"Make Believe_34_1"
"CO_64915","CO_83294",0.978,0.018,0.004,0.013,52923,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83294","Make Believe","kid","MakeBelieve-38",34,1,"Make Believe_34_1"
"CO_64915","CO_83293",0.978,0.022,0,0.011,50523,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83293","Make Believe","kid","MakeBelieve-38",34,1,"Make Believe_34_1"
"CO_64915","CO_83085",0.988,0.009,0.003,0.008,46682,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83085","Make Believe","kid","MakeBelieve-73",73,1,"Make Believe_73_1"
"CO_64915","CO_33664",0.987,0.011,0.001,0.007,52939,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33664","Make Believe","kid","MakeBelieve-38",38,2,"Make Believe_38_2"
"CO_64915","CO_83295",0.989,0.011,0,0.006,49038,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83295","Make Believe","kid","MakeBelieve-38",34,1,"Make Believe_34_1"
"CO_64915","CO_33665",0.985,0.014,0.002,0.009,56244,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33665","Make Believe","kid","MakeBelieve-38",38,2,"Make Believe_38_2"
"CO_64915","CO_33663",0.989,0.011,0,0.006,50061,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33663","Make Believe","kid","MakeBelieve-38",38,2,"Make Believe_38_2"
"CO_64915","CO_83089",0.974,0.022,0.005,0.016,47125,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83089","Make Believe","kid","MakeBelieve-73",73,1,"Make Believe_73_1"
"CO_64915","CO_33624",0.984,0.011,0.005,0.011,52352,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33624","Make Believe","kid","MakeBelieve-73",73,2,"Make Believe_73_2"
"CO_64915","CO_83087",0.991,0.009,0,0.005,44951,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83087","Make Believe","kid","MakeBelieve-73",73,1,"Make Believe_73_1"
"CO_64915","CO_83086",0.986,0.014,0,0.007,46191,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83086","Make Believe","kid","MakeBelieve-73",73,1,"Make Believe_73_1"
"CO_64915","CO_83088",0.989,0.011,0,0.005,50961,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83088","Make Believe","kid","MakeBelieve-73",73,1,"Make Believe_73_1"
"CO_64915","CO_33670",0.988,0.006,0.006,0.009,47034,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33670","Marte's","kid","Marty-01",2,2,"Marte's_2_2"
"CO_64915","CO_33622",0.988,0.012,0,0.006,49532,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33622","Make Believe","kid","MakeBelieve-73",73,2,"Make Believe_73_2"
"CO_64915","CO_33626",0.988,0.01,0.002,0.007,48420,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33626","Make Believe","kid","MakeBelieve-73",73,2,"Make Believe_73_2"
"CO_64915","CO_83310",0.988,0.01,0.002,0.007,53257,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83310","Marte's","kid","Marty-01",1,1,"Marty's_1_1"
"CO_64915","CO_33625",0.983,0.016,0.001,0.009,52435,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33625","Make Believe","kid","MakeBelieve-73",73,2,"Make Believe_73_2"
"CO_64915","CO_33623",0.981,0.018,0.001,0.01,50172,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33623","Make Believe","kid","MakeBelieve-73",73,2,"Make Believe_73_2"
"CO_64915","CO_83311",0.992,0.008,0,0.004,51965,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83311","Marte's","kid","Marty-01",1,1,"Marty's_1_1"
"CO_64915","CO_33671",0.981,0.009,0.01,0.015,51870,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33671","Marte's","kid","Marty-01",2,2,"Marte's_2_2"
"CO_64915","CO_33635",0.978,0.002,0.02,0.021,50799,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33635","McCauley","kid","McCauley-01",2,2,"McCauley_2_2"
"CO_64915","CO_33672",0.989,0.011,0.001,0.006,53392,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33672","Marte's","kid","Marty-01",2,2,"Marte's_2_2"
"CO_64915","CO_T005",0.976,0.019,0.006,0.015,49906,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"T005","Mary Ann's","kid","MaryAnns-01",1,2,"Mary Ann's_1_2"
"CO_64915","CO_T004",0.965,0.026,0.009,0.022,52878,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"T004","Mary Ann's","kid","MaryAnns-01",1,2,"Mary Ann's_1_2"
"CO_64915","CO_T012",0.986,0.013,0,0.007,44296,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"T012","Marte's","kid","Marty-01",1,1,"Marty's_1_1"
"CO_64915","CO_34010",0.972,0.018,0.01,0.019,51724,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34010","McCauley","kid","McCauley-01",1,1,"McCauley_1_1"
"CO_64915","CO_33636",0.983,0.013,0.003,0.01,52359,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33636","McCauley","kid","McCauley-01",2,2,"McCauley_2_2"
"CO_64915","CO_33634",0.976,0.021,0.004,0.014,54173,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33634","McCauley","kid","McCauley-01",2,2,"McCauley_2_2"
"CO_64915","CO_33700",0.955,0.043,0.002,0.023,50431,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33700","Mary Ann's","kid","MaryAnns-01",1,2,"Mary Ann's_1_2"
"CO_64915","CO_34011",0.987,0.012,0,0.006,48359,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34011","McCauley","kid","McCauley-01",1,1,"McCauley_1_1"
"CO_64915","CO_33633",0.982,0.017,0.001,0.009,51078,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33633","McCauley","kid","McCauley-01",2,2,"McCauley_2_2"
"CO_64915","CO_33673",0.979,0.021,0,0.011,47613,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33673","McCauley","kid","McCauley-04",4,1,"McCauley_4_1"
"CO_64915","CO_34053",0.966,0.01,0.025,0.029,49665,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34053","Speedwell","kid","Speedwell-01",1,1,"Speedwell_1_1"
"CO_64915","CO_33674",0.976,0.023,0.002,0.013,48490,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33674","McCauley","kid","McCauley-04",4,1,"McCauley_4_1"
"CO_64915","CO_33676",0.967,0.026,0.006,0.02,53556,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33676","McCauley","kid","McCauley-04",4,1,"McCauley_4_1"
"CO_64915","CO_34054",0.977,0.015,0.008,0.016,50287,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34054","Speedwell","kid","Speedwell-01",1,1,"Speedwell_1_1"
"CO_64915","CO_33675",0.981,0.017,0.002,0.011,46204,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33675","McCauley","kid","McCauley-04",4,1,"McCauley_4_1"
"CO_64915","CO_33691",0.985,0.001,0.013,0.014,51077,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33691","Struthers","kid","Struthers-03",3,2,"Struther's_3_2"
"CO_64915","CO_33688",0.986,0.013,0.001,0.007,52055,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33688","Struthers","kid","Struthers-03",3,2,"Struther's_3_2"
"CO_64915","CO_34052",0.979,0.02,0.001,0.011,48085,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34052","Speedwell","kid","Speedwell-01",1,1,"Speedwell_1_1"
"CO_64915","CO_33689",0.986,0.013,0.001,0.008,51038,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33689","Struthers","kid","Struthers-03",3,2,"Struther's_3_2"
"CO_64915","CO_34051",0.97,0.029,0.001,0.016,50324,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34051","Speedwell","kid","Speedwell-01",1,1,"Speedwell_1_1"
"CO_64915","CO_83056",0.988,0.011,0.001,0.006,51363,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83056","Struthers","kid","Struthers-10",10,1,"Struther's_10_1"
"CO_64915","CO_33690",0.976,0.023,0.001,0.012,52651,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33690","Struthers","kid","Struthers-03",3,2,"Struther's_3_2"
"CO_64915","CO_34046",0.982,0.014,0.004,0.011,49829,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34046","Struthers","kid","Struthers-10",20,2,"Struther's_20_2"
"CO_64915","CO_83060",0.978,0.013,0.008,0.015,49672,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83060","Struthers","kid","Struthers-10",10,1,"Struther's_10_1"
"CO_64915","CO_83059",0.99,0.007,0.003,0.006,51268,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83059","Struthers","kid","Struthers-10",10,1,"Struther's_10_1"
"CO_64915","CO_83057",0.972,0.027,0.001,0.014,45775,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83057","Struthers","kid","Struthers-10",10,1,"Struther's_10_1"
"CO_64915","CO_83058",0.988,0.012,0,0.006,52225,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83058","Struthers","kid","Struthers-10",10,1,"Struther's_10_1"
"CO_64915","CO_34047",0.99,0.009,0.002,0.006,53251,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34047","Struthers","kid","Struthers-10",20,2,"Struther's_20_2"
"CO_64915","CO_34048",0.987,0.013,0,0.007,53414,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34048","Struthers","kid","Struthers-10",20,2,"Struther's_20_2"
"CO_64915","CO_34050",0.982,0.016,0.002,0.01,48026,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34050","Struthers","kid","Struthers-10",20,2,"Struther's_20_2"
"CO_64915","CO_34049",0.983,0.017,0,0.009,44074,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-34049","Struthers","kid","Struthers-10",20,2,"Struther's_20_2"
"CO_64915","CO_64911",0.979,0.017,0.005,0.013,48213,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2870-64911","CHR","kid","unknown",NA,NA,NA
"CO_64915","CO_83098",0.975,0.024,0.001,0.013,51839,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83098","Urban Farm Girlz","kid","UrbanFarm-02",2,1,"Urban Farm_2_1"
"CO_64915","CO_33684",0.973,0.021,0.006,0.016,51169,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33684","Urban Farm Girlz","kid","UrbanFarm-08",8,2,"Urban Farm_8_2"
"CO_64915","CO_33601",0.986,0.014,0,0.007,52331,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33601","Urban Farm Girlz","kid","UrbanFarm-08",8,1,"Urban Farm_8_1"
"CO_64915","CO_83100",0.965,0.03,0.005,0.02,49139,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83100","Urban Farm Girlz","kid","UrbanFarm-02",2,1,"Urban Farm_2_1"
"CO_64915","CO_83099",0.98,0.02,0.001,0.011,46672,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2811-83099","Urban Farm Girlz","kid","UrbanFarm-02",2,1,"Urban Farm_2_1"
"CO_64915","CO_33603",0.985,0.014,0.001,0.008,55489,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33603","Urban Farm Girlz","kid","UrbanFarm-08",8,1,"Urban Farm_8_1"
"CO_64915","CO_33602",0.986,0.014,0,0.007,55572,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33602","Urban Farm Girlz","kid","UrbanFarm-08",8,1,"Urban Farm_8_1"
"CO_64915","CO_33685",0.982,0.014,0.004,0.011,52714,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33685","Urban Farm Girlz","kid","UrbanFarm-08",8,2,"Urban Farm_8_2"
"CO_64915","CO_33686",0.981,0.014,0.004,0.011,52256,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33686","Urban Farm Girlz","kid","UrbanFarm-08",8,2,"Urban Farm_8_2"
"CO_64915","CO_33687",0.984,0.014,0.003,0.01,52506,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA,"2881-33687","Urban Farm Girlz","kid","UrbanFarm-08",8,2,"Urban Farm_8_2"
"CO_57643","CO_33627",0.98,0.004,0.016,0.018,57991,"2850-57643","Dome House","dad","DomeHouse-01",NA,NA,NA,"2881-33627","Blue Cloud","kid","BlueCloud-04",17,2,"Blue Cloud_17_2"
"CO_57643","CO_33628",0.99,0.001,0.009,0.01,56126,"2850-57643","Dome House","dad","DomeHouse-01",NA,NA,NA,"2881-33628","Blue Cloud","kid","BlueCloud-04",17,2,"Blue Cloud_17_2"
"CO_57643","CO_33629",0.986,0.009,0.005,0.009,54800,"2850-57643","Dome House","dad","DomeHouse-01",NA,NA,NA,"2881-33629","Blue Cloud","kid","BlueCloud-04",17,2,"Blue Cloud_17_2"
