"Ind1","Ind2","k0_hat","k1_hat","k2_hat","pi_HAT","nbSNP","Band_ind1","Site_ind1","Type_ind1","FamilyID_ind1","Nest.._ind1","Brood.._ind1","clutch_id_ind1","Band_ind2","Site_ind2","Type_ind2","FamilyID_ind2","Nest.._ind2","Brood.._ind2","clutch_id_ind2"
"CO_57659","CO_00632",0.973,0.022,0.006,0.016,57799,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2811-00632","Erica's","dad","Ericas-01",NA,NA,NA
"CO_57659","CO_64915",0.977,0.019,0.004,0.013,51250,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2870-64915","Cooks","dad","Cooks-33",NA,NA,NA
"CO_57659","CO_57636",0.971,0.02,0.009,0.019,58132,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57636","Jay's","dad","Jays-02",NA,NA,NA
"CO_57659","CO_57751",0.984,0.016,0,0.008,59069,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57751","Jay's","dad","Jays-01",NA,NA,NA
"CO_57659","CO_57518",0.986,0.013,0.001,0.008,57793,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57518","Make Believe","dad","MakeBelieve-14",NA,NA,NA
"CO_57659","CO_57662",0.976,0.017,0.006,0.015,60516,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57662","Karen's","dad","Karens-01",NA,NA,NA
"CO_57659","CO_57877",0.987,0.013,0,0.007,51340,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57877","Make Believe","dad","MakeBelieve-13",NA,NA,NA
"CO_57659","CO_57875",0.961,0.026,0.013,0.026,51082,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57875","Make Believe","dad","MakeBelieve-08",NA,NA,NA
"CO_57659","CO_21085",0.986,0.012,0.002,0.008,57043,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2350-21085","Make Believe","dad","MakeBelieve-73",NA,NA,NA
"CO_57659","CO_57680",0.977,0.017,0.006,0.014,57804,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57680","Make Believe","dad","MakeBelieve-62",NA,NA,NA
"CO_57659","CO_57668",0.972,0.023,0.005,0.016,55177,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57668","Make Believe","dad","MakeBelieve-38",NA,NA,NA
"CO_57659","CO_57750",0.981,0.017,0.003,0.011,56616,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57750","Make Believe","dad","MakeBelieve-62.2",NA,NA,NA
"CO_57659","CO_57691",0.984,0.013,0.003,0.009,52010,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57691","Marte's","dad","Marty-01",NA,NA,NA
"CO_57659","CO_57752",0.978,0.017,0.005,0.014,58363,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57752","McCauley","dad","McCauley-04",NA,NA,NA
"CO_57659","CO_57639",0.984,0.016,0,0.008,64654,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57639","McCauley","dad","McCauley-01",NA,NA,NA
"CO_57659","CO_64916",0.985,0.015,0,0.008,65818,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2870-64916","Mary Ann's","dad","MaryAnns-01",NA,NA,NA
"CO_57659","CO_57595",0.98,0.011,0.009,0.015,60046,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57595","Mayas","dad","none",NA,NA,NA
"CO_57659","CO_39093",0.975,0.021,0.003,0.014,58273,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2811-39093","Schaaps","dad","none",NA,NA,NA
"CO_57659","CO_57597",0.981,0.003,0.016,0.017,61882,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57597","Mayas","dad","none",NA,NA,NA
"CO_57659","CO_57587",0.972,0.018,0.01,0.019,57071,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57587","CHR","dad","none",NA,NA,NA
"CO_57659","CO_57560",0.969,0.022,0.009,0.02,59740,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57560","Grizz","dad","none",NA,NA,NA
"CO_57659","CO_57593",0.986,0.013,0.001,0.007,56783,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57593","Mayas","dad","none",NA,NA,NA
"CO_57659","CO_57644",0.978,0.008,0.014,0.018,65052,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57644","Urban Farm Girlz","dad","none",NA,NA,NA
"CO_57659","CO_57598",0.971,0.026,0.003,0.016,61694,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57598","Schaaps","dad","none",NA,NA,NA
"CO_57659","CO_57600",0.973,0.019,0.008,0.018,60638,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57600","Schaaps","dad","none",NA,NA,NA
"CO_57659","CO_57619",0.978,0.018,0.004,0.013,62177,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57619","Reinarz","dad","none",NA,NA,NA
"CO_57659","CO_57681",0.985,0.012,0.003,0.009,54537,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57681","Schaaps","dad","none",NA,NA,NA
"CO_57659","CO_57678",0.979,0.021,0,0.011,58076,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57678","Mayas","dad","none",NA,NA,NA
"CO_57659","CO_57684",0.982,0.014,0.004,0.011,59090,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57684","Struthers","dad","Struthers-23",NA,NA,NA
"CO_57659","CO_57677",0.98,0.018,0.002,0.011,65377,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57677","Mayas","dad","none",NA,NA,NA
"CO_57659","CO_57694",0.982,0.013,0.004,0.011,58815,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57694","Quick","dad","none",NA,NA,NA
"CO_57659","CO_57665",0.985,0.015,0,0.008,57582,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57665","Cooks","dad","none",NA,NA,NA
"CO_57659","CO_57679",0.97,0.027,0.002,0.016,60583,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57679","Starlight","dad","none",NA,NA,NA
"CO_57659","CO_57695",0.963,0.024,0.014,0.025,59419,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57695","Quick","dad","none",NA,NA,NA
"CO_57659","CO_57690",0.976,0.023,0.002,0.013,53290,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57690","Plumbumpy","dad","none",NA,NA,NA
"CO_57659","CO_57697",0.977,0.019,0.004,0.014,60274,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57697","Grizz","dad","none",NA,NA,NA
"CO_57659","CO_57743",0.968,0.013,0.02,0.026,56332,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57743","CHR","dad","none",NA,NA,NA
"CO_57659","CO_57701",0.973,0.014,0.013,0.02,54751,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57701","Schaaps","dad","none",NA,NA,NA
"CO_57659","CO_57890",0.967,0.028,0.004,0.019,57156,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57890","Mayas","dad","none",NA,NA,NA
"CO_57659","CO_64907",0.969,0.013,0.017,0.024,53187,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2870-64907","CHR","dad","none",NA,NA,NA
"CO_57659","CO_57889",0.972,0.027,0.001,0.015,64612,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57889","Mayas","dad","none",NA,NA,NA
"CO_57659","CO_57898",0.963,0.027,0.011,0.024,63706,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57898","Grizz","dad","none",NA,NA,NA
"CO_57659","CO_57895",0.981,0.017,0.002,0.01,58749,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57895","Schaaps","dad","none",NA,NA,NA
"CO_57659","CO_57897",0.985,0.014,0.001,0.008,63905,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57897","Cargill","dad","none",NA,NA,NA
"CO_57659","CO_64913",0.977,0.02,0.004,0.013,55831,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2870-64913","Jame's Ditch","dad","none",NA,NA,NA
"CO_57659","CO_57674",0.982,0.011,0.007,0.012,60442,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57674","Struthers","dad","Struthers-03",NA,NA,NA
"CO_57659","CO_64918",0.963,0.028,0.01,0.023,63350,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2870-64918","Boyer","dad","none",NA,NA,NA
"CO_57659","CO_65001",0.973,0.024,0.003,0.015,63728,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2870-65001","Schaaps","dad","none",NA,NA,NA
"CO_57659","CO_57607",0.972,0.028,0,0.014,63950,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57607","Schaaps","dad","Schaaps-108",NA,NA,NA
"CO_57659","CO_57642",0.971,0.023,0.006,0.017,58452,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57642","Sol y Sombra","dad","SolySombra-01",NA,NA,NA
"CO_57659","CO_57552",0.989,0.01,0,0.006,63126,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57552","Struthers","dad","Struthers-10",NA,NA,NA
"CO_57659","CO_57699",0.972,0.028,0,0.014,57055,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57699","Speedwell","dad","Speedwell-01",NA,NA,NA
"CO_57659","CO_57870",0.978,0.019,0.004,0.013,59691,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57870","Blue Cloud","mom","BlueCloud-19",NA,NA,NA
"CO_57659","CO_57899",0.987,0.011,0.002,0.007,58582,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57899","Urban Farm Girlz","dad","UrbanFarm-02",NA,NA,NA
"CO_57659","CO_57612",0.985,0.01,0.005,0.01,63116,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57612","Blue Cloud","mom","BlueCloud-18",NA,NA,NA
"CO_57659","CO_57685",0.975,0.005,0.02,0.023,61643,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57685","Boyer","mom","Boyer-05-07",NA,NA,NA
"CO_57659","CO_57868",0.978,0.018,0.004,0.013,60756,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57868","Urban Farm Girlz","dad","UrbanFarm-08",NA,NA,NA
"CO_57659","CO_57869",0.97,0.024,0.005,0.018,55619,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57869","Blue Cloud","mom","BlueCloud-04",NA,NA,NA
"CO_57659","CO_57572",0.975,0.018,0.008,0.017,59209,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57572","Blue Cloud","mom","BlueCloud-05",NA,NA,NA
"CO_57659","CO_57871",0.967,0.032,0.001,0.017,52938,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57871","Blue Cloud","mom","BlueCloud-22",NA,NA,NA
"CO_57659","CO_57688",0.987,0.012,0.001,0.007,64135,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57688","Boyer","mom","Boyer-05-07",NA,NA,NA
"CO_57659","CO_97331",0.988,0.011,0.001,0.006,58382,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2640-97331","CHR","mom","CHR-029",NA,NA,NA
"CO_57659","CO_57667",0.972,0.026,0.002,0.015,60777,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57667","Cathy's","mom","Cathys-02",NA,NA,NA
"CO_57659","CO_97358",0.981,0.015,0.004,0.012,63856,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2640-97358","CHR","mom","CHR-032",NA,NA,NA
"CO_57659","CO_57585",0.984,0.015,0,0.008,61040,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57585","CHR","mom","CHR-004",NA,NA,NA
"CO_57659","CO_57650",0.984,0.015,0.002,0.009,62664,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57650","CHR","mom","CHR-025",NA,NA,NA
"CO_57659","CO_57588",0.976,0.017,0.007,0.016,57610,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57588","CHR","mom","CHR-045",NA,NA,NA
"CO_57659","CO_57571",0.977,0.016,0.007,0.015,60095,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57571","CHR","mom","CHR-058",NA,NA,NA
"CO_57659","CO_57735",0.98,0.017,0.003,0.011,57063,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57735","CHR","mom","CHR-037",NA,NA,NA
"CO_57659","CO_57736",0.986,0.014,0,0.007,62866,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57736","CHR","mom","CHR-043",NA,NA,NA
"CO_57659","CO_57649",0.98,0.02,0,0.01,57416,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57649","CHR","mom","CHR-039",NA,NA,NA
"CO_57659","CO_57746",0.972,0.019,0.009,0.018,57295,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57746","CHR","mom","CHR-074",NA,NA,NA
"CO_57659","CO_57652",0.975,0.02,0.004,0.014,55718,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57652","CHR","mom","CHR-066",NA,NA,NA
"CO_57659","CO_57670",0.983,0.016,0.002,0.009,60844,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57670","CHR","mom","CHR-073",NA,NA,NA
"CO_57659","CO_57654",0.984,0.015,0.001,0.009,61116,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57654","CHR","mom","CHR-080",NA,NA,NA
"CO_57659","CO_65003",0.984,0.009,0.008,0.012,56246,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2870-65003","CHR","mom","CHR-128",NA,NA,NA
"CO_57659","CO_57656",0.968,0.028,0.004,0.018,58320,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57656","CHR","mom","CHR-078",NA,NA,NA
"CO_57659","CO_57730",0.979,0.021,0,0.01,57775,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57730","CHR","mom","CHR-093",NA,NA,NA
"CO_57659","CO_57883",0.977,0.017,0.006,0.015,57615,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57883","CHR","mom","CHR-099",NA,NA,NA
"CO_57659","CO_57583",0.981,0.018,0.001,0.01,61262,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57583","CHR","mom","CHR-097",NA,NA,NA
"CO_57659","CO_38984",0.986,0.014,0,0.007,61021,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2811-38984","CHR","mom","CHR-102",NA,NA,NA
"CO_57659","CO_57846",0.978,0.018,0.004,0.013,53581,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57846","CHR","mom","CHR-110",NA,NA,NA
"CO_57659","CO_57568",0.987,0.012,0,0.007,56964,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57568","CHR","mom","CHR-096",NA,NA,NA
"CO_57659","CO_57879",0.987,0.013,0.001,0.007,64423,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57879","CHR","mom","CHR-112",NA,NA,NA
"CO_57659","CO_57637",0.983,0.016,0.001,0.009,57745,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57637","Cooks","mom","Cooks-02",NA,NA,NA
"CO_57659","CO_57648",0.978,0.021,0.001,0.011,63223,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57648","CHR","mom","CHR-133",NA,NA,NA
"CO_57659","CO_57586",0.972,0.024,0.004,0.016,58606,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57586","CHR","mom","CHR-149",NA,NA,NA
"CO_57659","CO_64909",0.983,0.017,0,0.009,59724,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2870-64909","CHR","mom","CHR-148",NA,NA,NA
"CO_57659","CO_57609",0.984,0.014,0.002,0.009,56161,"2850-57659","Blue Cloud","dad","BlueCloud-04",NA,NA,NA,"2850-57609","Cooks","mom","Cooks-06",NA,NA,NA
