"","Ind1","Ind2","k0_hat","k1_hat","k2_hat","pi_HAT","nbSNP","Band_ind1","Site_ind1","Type_ind1","FamilyID_ind1","Nest.._ind1","Brood.._ind1","clutch_id_ind1","Band_ind2","Site_ind2","Type_ind2","FamilyID_ind2","Nest.._ind2","Brood.._ind2","clutch_id_ind2"
"54596","CO_57568","CO_34014",0.615,0.313,0.072,0.228,54616,"2850-57568","CHR","mom","CHR-096",NA,NA,NA,"2881-34014","CHR","kid","CHR-066",66,1,"CHR_66_1"
"54612","CO_57568","CO_34015",0.659,0.223,0.117,0.229,53681,"2850-57568","CHR","mom","CHR-096",NA,NA,NA,"2881-34015","CHR","kid","CHR-066",66,1,"CHR_66_1"
"54629","CO_57568","CO_83121",0.609,0.278,0.114,0.253,47199,"2850-57568","CHR","mom","CHR-096",NA,NA,NA,"2811-83121","CHR","kid","CHR-080",80,1,"CHR_80_1"
"54640","CO_57568","CO_83301",0.328,0.53,0.142,0.407,51376,"2850-57568","CHR","mom","CHR-096",NA,NA,NA,"2811-83301","CHR","kid","CHR-096",96,1,"CHR_96_1"
"54641","CO_57568","CO_83320",0.283,0.588,0.13,0.424,54075,"2850-57568","CHR","mom","CHR-096",NA,NA,NA,"2811-83320","CHR","kid","CHR-096",96,2,"CHR_96_2"
"54644","CO_57568","CO_T001",0.313,0.578,0.109,0.398,53450,"2850-57568","CHR","mom","CHR-096",NA,NA,NA,"T001","CHR","kid","CHR-096",96,1,"CHR_96_1"
"54647","CO_57568","CO_83321",0.288,0.611,0.101,0.406,55402,"2850-57568","CHR","mom","CHR-096",NA,NA,NA,"2811-83321","CHR","kid","CHR-096",96,2,"CHR_96_2"
"54648","CO_57568","CO_83302",0.278,0.629,0.093,0.408,58636,"2850-57568","CHR","mom","CHR-096",NA,NA,NA,"2811-83302","CHR","kid","CHR-096",96,1,"CHR_96_1"
"54650","CO_57568","CO_83322",0.272,0.613,0.115,0.421,59964,"2850-57568","CHR","mom","CHR-096",NA,NA,NA,"2811-83322","CHR","kid","CHR-096",96,2,"CHR_96_2"
"54652","CO_57568","CO_83304",0.292,0.598,0.11,0.409,56504,"2850-57568","CHR","mom","CHR-096",NA,NA,NA,"2811-83304","CHR","kid","CHR-096",96,1,"CHR_96_1"
"54998","CO_57583","CO_33683",0.317,0.549,0.134,0.409,56827,"2850-57583","CHR","mom","CHR-097",NA,NA,NA,"2881-33683","CHR","kid","CHR-097",19,2,"CHR_19_2"
"55002","CO_57583","CO_33682",0.324,0.519,0.157,0.417,55295,"2850-57583","CHR","mom","CHR-097",NA,NA,NA,"2881-33682","CHR","kid","CHR-097",19,2,"CHR_19_2"
"55007","CO_57583","CO_34017",0.277,0.623,0.1,0.412,62726,"2850-57583","CHR","mom","CHR-097",NA,NA,NA,"2881-34017","CHR","kid","CHR-097",97,1,"CHR_97_1"
"55008","CO_57583","CO_34018",0.266,0.626,0.107,0.421,66168,"2850-57583","CHR","mom","CHR-097",NA,NA,NA,"2881-34018","CHR","kid","CHR-097",97,1,"CHR_97_1"
"55009","CO_57583","CO_33681",0.262,0.624,0.114,0.426,64931,"2850-57583","CHR","mom","CHR-097",NA,NA,NA,"2881-33681","CHR","kid","CHR-097",19,2,"CHR_19_2"
"55010","CO_57583","CO_34019",0.337,0.494,0.169,0.416,59446,"2850-57583","CHR","mom","CHR-097",NA,NA,NA,"2881-34019","CHR","kid","CHR-097",97,1,"CHR_97_1"
"55014","CO_57583","CO_34020",0.261,0.637,0.102,0.42,62509,"2850-57583","CHR","mom","CHR-097",NA,NA,NA,"2881-34020","CHR","kid","CHR-097",97,1,"CHR_97_1"
"55018","CO_57583","CO_T003",0.313,0.572,0.114,0.4,56888,"2850-57583","CHR","mom","CHR-097",NA,NA,NA,"T003","CHR","kid","CHR-097",19,2,"CHR_19_2"
"55366","CO_57883","CO_83308",0.326,0.539,0.135,0.404,59790,"2850-57883","CHR","mom","CHR-099",NA,NA,NA,"2811-83308","CHR","kid","CHR-099",99,1,"CHR_99_1"
"55368","CO_57883","CO_83441",0.325,0.522,0.153,0.414,54626,"2850-57883","CHR","mom","CHR-099",NA,NA,NA,"2811-83441","CHR","kid","CHR-099",99,2,"CHR_99_2"
"55369","CO_57883","CO_83442",0.311,0.574,0.115,0.402,58493,"2850-57883","CHR","mom","CHR-099",NA,NA,NA,"2811-83442","CHR","kid","CHR-099",99,2,"CHR_99_2"
"55371","CO_57883","CO_83306",0.332,0.545,0.123,0.396,54376,"2850-57883","CHR","mom","CHR-099",NA,NA,NA,"2811-83306","CHR","kid","CHR-099",99,1,"CHR_99_1"
"55377","CO_57883","CO_83439",0.267,0.635,0.098,0.415,60551,"2850-57883","CHR","mom","CHR-099",NA,NA,NA,"2811-83439","CHR","kid","CHR-099",99,2,"CHR_99_2"
"55378","CO_57883","CO_83307",0.329,0.558,0.113,0.392,59228,"2850-57883","CHR","mom","CHR-099",NA,NA,NA,"2811-83307","CHR","kid","CHR-099",99,1,"CHR_99_1"
"55380","CO_57883","CO_83309",0.311,0.572,0.116,0.402,60826,"2850-57883","CHR","mom","CHR-099",NA,NA,NA,"2811-83309","CHR","kid","CHR-099",99,1,"CHR_99_1"
"55383","CO_57883","CO_83440",0.292,0.597,0.111,0.41,58132,"2850-57883","CHR","mom","CHR-099",NA,NA,NA,"2811-83440","CHR","kid","CHR-099",99,2,"CHR_99_2"
"55731","CO_38984","CO_34075",0.299,0.58,0.12,0.411,57701,"2811-38984","CHR","mom","CHR-102",NA,NA,NA,"2881-34075","CHR","kid","CHR-102",102.2,2,"CHR_102.2_2"
"55736","CO_38984","CO_34077",0.308,0.546,0.146,0.419,56311,"2811-38984","CHR","mom","CHR-102",NA,NA,NA,"2881-34077","CHR","kid","CHR-102",102.2,2,"CHR_102.2_2"
"55740","CO_38984","CO_34078",0.269,0.628,0.103,0.417,61610,"2811-38984","CHR","mom","CHR-102",NA,NA,NA,"2881-34078","CHR","kid","CHR-102",102.2,2,"CHR_102.2_2"
"55741","CO_38984","CO_83081",0.296,0.567,0.137,0.42,60470,"2811-38984","CHR","mom","CHR-102",NA,NA,NA,"2811-83081","CHR","kid","CHR-102",102,1,"CHR_102_1"
"55742","CO_38984","CO_83082",0.282,0.596,0.122,0.42,53573,"2811-38984","CHR","mom","CHR-102",NA,NA,NA,"2811-83082","CHR","kid","CHR-102",102,1,"CHR_102_1"
"55745","CO_38984","CO_34076",0.272,0.629,0.099,0.413,61316,"2811-38984","CHR","mom","CHR-102",NA,NA,NA,"2881-34076","CHR","kid","CHR-102",102.2,2,"CHR_102.2_2"
"55751","CO_38984","CO_83083",0.288,0.596,0.115,0.414,56219,"2811-38984","CHR","mom","CHR-102",NA,NA,NA,"2811-83083","CHR","kid","CHR-102",102,1,"CHR_102_1"
"56090","CO_57846","CO_83230",0.32,0.543,0.138,0.409,54552,"2850-57846","CHR","mom","CHR-110",NA,NA,NA,"2811-83230","CHR","kid","CHR-110",110,1,"CHR_110_1"
"56096","CO_57846","CO_83228",0.314,0.56,0.126,0.406,46947,"2850-57846","CHR","mom","CHR-110",NA,NA,NA,"2811-83228","CHR","kid","CHR-110",110,1,"CHR_110_1"
"56105","CO_57846","CO_34091",0.304,0.545,0.151,0.423,54665,"2850-57846","CHR","mom","CHR-110",NA,NA,NA,"2881-34091","CHR","kid","CHR-110",52,2,"CHR_52_2"
"56111","CO_57846","CO_83231",0.299,0.595,0.105,0.403,54699,"2850-57846","CHR","mom","CHR-110",NA,NA,NA,"2811-83231","CHR","kid","CHR-110",110,1,"CHR_110_1"
"56112","CO_57846","CO_83229",0.32,0.566,0.113,0.396,49119,"2850-57846","CHR","mom","CHR-110",NA,NA,NA,"2811-83229","CHR","kid","CHR-110",110,1,"CHR_110_1"
"56123","CO_57846","CO_34093",0.342,0.498,0.16,0.409,50412,"2850-57846","CHR","mom","CHR-110",NA,NA,NA,"2881-34093","CHR","kid","CHR-110",52,2,"CHR_52_2"
"56456","CO_57879","CO_83443",0.245,0.679,0.076,0.415,67106,"2850-57879","CHR","mom","CHR-112",NA,NA,NA,"2811-83443","CHR","kid","CHR-112",112.2,2,"CHR_112.2_2"
"56459","CO_57879","CO_83444",0.23,0.689,0.081,0.426,68344,"2850-57879","CHR","mom","CHR-112",NA,NA,NA,"2811-83444","CHR","kid","CHR-112",112.2,2,"CHR_112.2_2"
"56461","CO_57879","CO_83413",0.276,0.621,0.103,0.414,65261,"2850-57879","CHR","mom","CHR-112",NA,NA,NA,"2811-83413","CHR","kid","CHR-112",112,1,"CHR_112_1"
"56466","CO_57879","CO_83300",0.249,0.666,0.085,0.418,66855,"2850-57879","CHR","mom","CHR-112",NA,NA,NA,"2811-83300","CHR","kid","CHR-112",112,1,"CHR_112_1"
"56468","CO_57879","CO_83415",0.221,0.692,0.088,0.433,70114,"2850-57879","CHR","mom","CHR-112",NA,NA,NA,"2811-83415","CHR","kid","CHR-112",112,1,"CHR_112_1"
"56473","CO_57879","CO_83414",0.255,0.643,0.101,0.423,58541,"2850-57879","CHR","mom","CHR-112",NA,NA,NA,"2811-83414","CHR","kid","CHR-112",112,1,"CHR_112_1"
"56477","CO_57879","CO_83446",0.25,0.661,0.09,0.42,64942,"2850-57879","CHR","mom","CHR-112",NA,NA,NA,"2811-83446","CHR","kid","CHR-112",112.2,2,"CHR_112.2_2"
"56480","CO_57879","CO_83445",0.227,0.691,0.082,0.427,66675,"2850-57879","CHR","mom","CHR-112",NA,NA,NA,"2811-83445","CHR","kid","CHR-112",112.2,2,"CHR_112.2_2"
"56820","CO_65003","CO_83317",0.3,0.568,0.132,0.416,60997,"2870-65003","CHR","mom","CHR-128",NA,NA,NA,"2811-83317","CHR","kid","CHR-128",128,1,"CHR_128_1"
"56826","CO_65003","CO_83318",0.317,0.556,0.128,0.405,52291,"2870-65003","CHR","mom","CHR-128",NA,NA,NA,"2811-83318","CHR","kid","CHR-128",128,1,"CHR_128_1"
"56832","CO_65003","CO_83316",0.333,0.467,0.199,0.433,48453,"2870-65003","CHR","mom","CHR-128",NA,NA,NA,"2811-83316","CHR","kid","CHR-128",128,1,"CHR_128_1"
"56836","CO_65003","CO_83465",0.264,0.627,0.109,0.422,60668,"2870-65003","CHR","mom","CHR-128",NA,NA,NA,"2811-83465","CHR","kid","CHR-128",150,2,"CHR_150_2"
"56838","CO_65003","CO_83319",0.31,0.541,0.148,0.419,53220,"2870-65003","CHR","mom","CHR-128",NA,NA,NA,"2811-83319","CHR","kid","CHR-128",128,1,"CHR_128_1"
"57176","CO_57648","CO_83468",0.295,0.597,0.107,0.406,65362,"2850-57648","CHR","mom","CHR-133",NA,NA,NA,"2811-83468","CHR","kid","CHR-133",151,2,"CHR_151_2"
"57190","CO_57648","CO_83432",0.284,0.605,0.112,0.414,63303,"2850-57648","CHR","mom","CHR-133",NA,NA,NA,"2811-83432","CHR","kid","CHR-133",133,1,"CHR_133_1"
"57194","CO_57648","CO_83467",0.296,0.564,0.14,0.422,63363,"2850-57648","CHR","mom","CHR-133",NA,NA,NA,"2811-83467","CHR","kid","CHR-133",151,2,"CHR_151_2"
"57195","CO_57648","CO_83466",0.332,0.512,0.156,0.412,60838,"2850-57648","CHR","mom","CHR-133",NA,NA,NA,"2811-83466","CHR","kid","CHR-133",151,2,"CHR_151_2"
"57539","CO_64909","CO_33698",0.307,0.538,0.155,0.424,52676,"2870-64909","CHR","mom","CHR-148",NA,NA,NA,"2881-33698","CHR","kid","CHR-148",148,2,"CHR_148_2"
"57544","CO_64909","CO_33696",0.288,0.583,0.129,0.42,58264,"2870-64909","CHR","mom","CHR-148",NA,NA,NA,"2881-33696","CHR","kid","CHR-148",148,2,"CHR_148_2"
"57549","CO_64909","CO_33699",0.294,0.552,0.155,0.431,53357,"2870-64909","CHR","mom","CHR-148",NA,NA,NA,"2881-33699","CHR","kid","CHR-148",148,2,"CHR_148_2"
"57564","CO_64909","CO_33697",0.28,0.581,0.14,0.43,51551,"2870-64909","CHR","mom","CHR-148",NA,NA,NA,"2881-33697","CHR","kid","CHR-148",148,2,"CHR_148_2"
"58249","CO_57637","CO_83240",0.317,0.519,0.163,0.423,53640,"2850-57637","Cooks","mom","Cooks-02",NA,NA,NA,"2811-83240","Cooks","kid","Cooks-02",2,1,"Cook's_2_1"
"58593","CO_57575","CO_34028",0.239,0.673,0.088,0.425,64229,"2850-57575","Cooks","mom","Cooks-04",NA,NA,NA,"2881-34028","Cooks","kid","Cooks-04",4,1,"Cook's_4_1"
"58603","CO_57575","CO_34026",0.294,0.556,0.15,0.428,58383,"2850-57575","Cooks","mom","Cooks-04",NA,NA,NA,"2881-34026","Cooks","kid","Cooks-04",4,1,"Cook's_4_1"
"58605","CO_57575","CO_34025",0.27,0.608,0.122,0.426,65009,"2850-57575","Cooks","mom","Cooks-04",NA,NA,NA,"2881-34025","Cooks","kid","Cooks-04",4,1,"Cook's_4_1"
"58607","CO_57575","CO_34027",0.257,0.632,0.111,0.427,62385,"2850-57575","Cooks","mom","Cooks-04",NA,NA,NA,"2881-34027","Cooks","kid","Cooks-04",4,1,"Cook's_4_1"
"58943","CO_57609","CO_34006",0.315,0.539,0.146,0.416,54250,"2850-57609","Cooks","mom","Cooks-06",NA,NA,NA,"2881-34006","Cooks","kid","Cooks-06",6,1,"Cook's_6_1"
"58951","CO_57609","CO_34008",0.309,0.549,0.142,0.416,60404,"2850-57609","Cooks","mom","Cooks-06",NA,NA,NA,"2881-34008","Cooks","kid","Cooks-06",6,1,"Cook's_6_1"
"58954","CO_57609","CO_34005",0.318,0.538,0.145,0.414,56241,"2850-57609","Cooks","mom","Cooks-06",NA,NA,NA,"2881-34005","Cooks","kid","Cooks-06",6,1,"Cook's_6_1"
"58964","CO_57609","CO_34009",0.322,0.525,0.152,0.415,55161,"2850-57609","Cooks","mom","Cooks-06",NA,NA,NA,"2881-34009","Cooks","kid","Cooks-06",6,1,"Cook's_6_1"
"58976","CO_57609","CO_34007",0.284,0.603,0.113,0.415,58074,"2850-57609","Cooks","mom","Cooks-06",NA,NA,NA,"2881-34007","Cooks","kid","Cooks-06",6,1,"Cook's_6_1"
"59658","CO_57672","CO_34033",0.225,0.686,0.088,0.431,67894,"2850-57672","Cooks","mom","Cooks-17",NA,NA,NA,"2881-34033","Cooks","kid","Cooks-17",17,1,"Cook's_17_1"
"59664","CO_57672","CO_34034",0.224,0.693,0.082,0.429,59599,"2850-57672","Cooks","mom","Cooks-17",NA,NA,NA,"2881-34034","Cooks","kid","Cooks-17",17,1,"Cook's_17_1"
"59671","CO_57672","CO_34035",0.268,0.605,0.127,0.43,63423,"2850-57672","Cooks","mom","Cooks-17",NA,NA,NA,"2881-34035","Cooks","kid","Cooks-17",17,1,"Cook's_17_1"
"59674","CO_57672","CO_34036",0.245,0.648,0.107,0.431,60674,"2850-57672","Cooks","mom","Cooks-17",NA,NA,NA,"2881-34036","Cooks","kid","Cooks-17",17,1,"Cook's_17_1"
"60009","CO_57664","CO_83130",0.214,0.699,0.086,0.436,67911,"2850-57664","Cooks","mom","Cooks-27",NA,NA,NA,"2811-83130","Cooks","kid","Cooks-27",27,1,"Cook's_27_1"
"60016","CO_57664","CO_83131",0.236,0.665,0.1,0.432,60789,"2850-57664","Cooks","mom","Cooks-27",NA,NA,NA,"2811-83131","Cooks","kid","Cooks-27",27,1,"Cook's_27_1"
"60017","CO_57664","CO_83132",0.258,0.623,0.119,0.43,64233,"2850-57664","Cooks","mom","Cooks-27",NA,NA,NA,"2811-83132","Cooks","kid","Cooks-27",27,1,"Cook's_27_1"
"60352","CO_57853","CO_83072",0.333,0.484,0.183,0.425,47316,"2850-57853","Cooks","mom","Cooks-29",NA,NA,NA,"2811-83072","Cooks","kid","Cooks-29",29,1,"Cook's_29_1"
"60354","CO_57853","CO_34058",0.298,0.563,0.14,0.421,49317,"2850-57853","Cooks","mom","Cooks-29",NA,NA,NA,"2881-34058","Cooks","kid","Cooks-29",8,2,"Cook's_8_2"
"60355","CO_57853","CO_83073",0.305,0.558,0.138,0.416,44978,"2850-57853","Cooks","mom","Cooks-29",NA,NA,NA,"2811-83073","Cooks","kid","Cooks-29",29,1,"Cook's_29_1"
"60356","CO_57853","CO_83070",0.363,0.439,0.198,0.417,44533,"2850-57853","Cooks","mom","Cooks-29",NA,NA,NA,"2811-83070","Cooks","kid","Cooks-29",29,1,"Cook's_29_1"
"60358","CO_57853","CO_83069",0.319,0.593,0.088,0.384,45841,"2850-57853","Cooks","mom","Cooks-29",NA,NA,NA,"2811-83069","Cooks","kid","Cooks-29",29,1,"Cook's_29_1"
"60360","CO_57853","CO_34057",0.292,0.609,0.099,0.404,51240,"2850-57853","Cooks","mom","Cooks-29",NA,NA,NA,"2881-34057","Cooks","kid","Cooks-29",8,2,"Cook's_8_2"
"60361","CO_57853","CO_34059",0.303,0.563,0.134,0.416,53509,"2850-57853","Cooks","mom","Cooks-29",NA,NA,NA,"2881-34059","Cooks","kid","Cooks-29",8,2,"Cook's_8_2"
"60364","CO_57853","CO_34056",0.363,0.449,0.188,0.412,48262,"2850-57853","Cooks","mom","Cooks-29",NA,NA,NA,"2881-34056","Cooks","kid","Cooks-29",8,2,"Cook's_8_2"
"60368","CO_57853","CO_34055",0.283,0.602,0.115,0.416,52828,"2850-57853","Cooks","mom","Cooks-29",NA,NA,NA,"2881-34055","Cooks","kid","Cooks-29",8,2,"Cook's_8_2"
"60373","CO_57853","CO_83071",0.329,0.515,0.156,0.413,48164,"2850-57853","Cooks","mom","Cooks-29",NA,NA,NA,"2811-83071","Cooks","kid","Cooks-29",29,1,"Cook's_29_1"
"60698","CO_57663","CO_33658",0.223,0.712,0.065,0.421,69456,"2850-57663","Cooks","mom","Cooks-31",NA,NA,NA,"2881-33658","Cooks","kid","Cooks-31",14,2,"Cook's_14_2"
"60700","CO_57663","CO_83260",0.27,0.63,0.101,0.415,60752,"2850-57663","Cooks","mom","Cooks-31",NA,NA,NA,"2811-83260","Cooks","kid","Cooks-31",31,1,"Cook's_31_1"
"60707","CO_57663","CO_83258",0.272,0.612,0.116,0.422,60592,"2850-57663","Cooks","mom","Cooks-31",NA,NA,NA,"2811-83258","Cooks","kid","Cooks-31",31,1,"Cook's_31_1"
"60718","CO_57663","CO_33659",0.234,0.674,0.092,0.429,64672,"2850-57663","Cooks","mom","Cooks-31",NA,NA,NA,"2881-33659","Cooks","kid","Cooks-31",14,2,"Cook's_14_2"
"60720","CO_57663","CO_33661",0.245,0.648,0.107,0.431,61970,"2850-57663","Cooks","mom","Cooks-31",NA,NA,NA,"2881-33661","Cooks","kid","Cooks-31",14,2,"Cook's_14_2"
"60723","CO_57663","CO_83261",0.245,0.657,0.098,0.426,62239,"2850-57663","Cooks","mom","Cooks-31",NA,NA,NA,"2811-83261","Cooks","kid","Cooks-31",31,1,"Cook's_31_1"
"60724","CO_57663","CO_33660",0.276,0.609,0.115,0.419,62142,"2850-57663","Cooks","mom","Cooks-31",NA,NA,NA,"2881-33660","Cooks","kid","Cooks-31",14,2,"Cook's_14_2"
"61063","CO_57700","CO_33619",0.277,0.595,0.128,0.426,65372,"2850-57700","Cooks","mom","Cooks-33",NA,NA,NA,"2881-33619","Cooks","kid","Cooks-33",33,1,"Cook's_33_1"
"61064","CO_57700","CO_33621",0.311,0.577,0.112,0.401,59800,"2850-57700","Cooks","mom","Cooks-33",NA,NA,NA,"2881-33621","Cooks","kid","Cooks-33",33,1,"Cook's_33_1"
"61065","CO_57700","CO_33618",0.269,0.61,0.121,0.426,65595,"2850-57700","Cooks","mom","Cooks-33",NA,NA,NA,"2881-33618","Cooks","kid","Cooks-33",33,1,"Cook's_33_1"
"61068","CO_57700","CO_33620",0.294,0.56,0.146,0.426,62618,"2850-57700","Cooks","mom","Cooks-33",NA,NA,NA,"2881-33620","Cooks","kid","Cooks-33",33,1,"Cook's_33_1"
"61236","CO_83207","CO_83438",0.681,0.202,0.117,0.218,49197,"2811-83207","Dome House","mom","DomeHouse-01",NA,NA,NA,"2811-83438","CHR","kid","CHR-004",4,2,"CHR_4_2"
"61408","CO_83207","CO_33647",0.712,0.14,0.148,0.218,48289,"2811-83207","Dome House","mom","DomeHouse-01",NA,NA,NA,"2881-33647","Make Believe","kid","MakeBelieve-14",69,2,"Make Believe_69_2"
"61409","CO_83207","CO_33646",0.707,0.186,0.108,0.2,52898,"2811-83207","Dome House","mom","DomeHouse-01",NA,NA,NA,"2881-33646","Make Believe","kid","MakeBelieve-14",69,2,"Make Believe_69_2"
"61411","CO_83207","CO_83254",0.747,0.146,0.106,0.18,47613,"2811-83207","Dome House","mom","DomeHouse-01",NA,NA,NA,"2811-83254","Make Believe","kid","MakeBelieve-14",14,1,"Make Believe_14_1"
"61413","CO_83207","CO_83282",0.371,0.427,0.202,0.416,44298,"2811-83207","Dome House","mom","DomeHouse-01",NA,NA,NA,"2811-83282","Dome House","kid","DomeHouse-01",1,1,"Dome House_1_1"
"61414","CO_83207","CO_83256",0.679,0.206,0.114,0.218,48515,"2811-83207","Dome House","mom","DomeHouse-01",NA,NA,NA,"2811-83256","Make Believe","kid","MakeBelieve-14",14,1,"Make Believe_14_1"
"61415","CO_83207","CO_33650",0.326,0.51,0.165,0.419,51334,"2811-83207","Dome House","mom","DomeHouse-01",NA,NA,NA,"2881-33650","Dome House","kid","DomeHouse-01",2,2,"Dome House_2_2"
"61416","CO_83207","CO_83281",0.342,0.488,0.171,0.415,52923,"2811-83207","Dome House","mom","DomeHouse-01",NA,NA,NA,"2811-83281","Dome House","kid","DomeHouse-01",1,1,"Dome House_1_1"
"61417","CO_83207","CO_33648",0.342,0.474,0.184,0.421,50166,"2811-83207","Dome House","mom","DomeHouse-01",NA,NA,NA,"2881-33648","Dome House","kid","DomeHouse-01",2,2,"Dome House_2_2"
"61418","CO_83207","CO_83292",0.705,0.188,0.107,0.201,47597,"2811-83207","Dome House","mom","DomeHouse-01",NA,NA,NA,"2811-83292","Make Believe","kid","MakeBelieve-38",34,1,"Make Believe_34_1"
"61420","CO_83207","CO_83285",0.57,0.322,0.108,0.269,54042,"2811-83207","Dome House","mom","DomeHouse-01",NA,NA,NA,"2811-83285","Make Believe","kid","MakeBelieve-26",26,1,"Make Believe_26_1"
"61436","CO_83207","CO_83257",0.744,0.143,0.113,0.184,48435,"2811-83207","Dome House","mom","DomeHouse-01",NA,NA,NA,"2811-83257","Make Believe","kid","MakeBelieve-14",14,1,"Make Believe_14_1"
"61746","CO_57661","CO_34086",0.297,0.543,0.16,0.432,50645,"2850-57661","Karen's","mom","Karens-01",NA,NA,NA,"2881-34086","Karen's","kid","Karens-01",1.2,2,"Karen's_1.2_2"
"61756","CO_57661","CO_34085",0.266,0.601,0.133,0.434,60472,"2850-57661","Karen's","mom","Karens-01",NA,NA,NA,"2881-34085","Karen's","kid","Karens-01",1.2,2,"Karen's_1.2_2"
"61758","CO_57661","CO_34087",0.304,0.542,0.155,0.425,59392,"2850-57661","Karen's","mom","Karens-01",NA,NA,NA,"2881-34087","Karen's","kid","Karens-01",1.2,2,"Karen's_1.2_2"
"62098","CO_57874","CO_83291",0.327,0.536,0.137,0.405,60708,"2850-57874","Make Believe","mom","MakeBelieve-08",NA,NA,NA,"2811-83291","Make Believe","kid","MakeBelieve-08",8,1,"Make Believe_8_1"
"62105","CO_57874","CO_83290",0.358,0.494,0.148,0.395,56126,"2850-57874","Make Believe","mom","MakeBelieve-08",NA,NA,NA,"2811-83290","Make Believe","kid","MakeBelieve-08",8,1,"Make Believe_8_1"
"62431","CO_57878","CO_83127",0.281,0.605,0.113,0.416,62141,"2850-57878","Make Believe","mom","MakeBelieve-13",NA,NA,NA,"2811-83127","Make Believe","kid","MakeBelieve-13",13,1,"Make Believe_13_1"
"62438","CO_57878","CO_83128",0.258,0.648,0.094,0.418,66537,"2850-57878","Make Believe","mom","MakeBelieve-13",NA,NA,NA,"2811-83128","Make Believe","kid","MakeBelieve-13",13,1,"Make Believe_13_1"
"62450","CO_57878","CO_83129",0.28,0.602,0.117,0.418,57688,"2850-57878","Make Believe","mom","MakeBelieve-13",NA,NA,NA,"2811-83129","Make Believe","kid","MakeBelieve-13",13,1,"Make Believe_13_1"
"62769","CO_57576","CO_33646",0.271,0.634,0.095,0.412,66897,"2850-57576","Make Believe","mom","MakeBelieve-14",NA,NA,NA,"2881-33646","Make Believe","kid","MakeBelieve-14",69,2,"Make Believe_69_2"
"62778","CO_57576","CO_83255",0.254,0.656,0.09,0.418,67999,"2850-57576","Make Believe","mom","MakeBelieve-14",NA,NA,NA,"2811-83255","Make Believe","kid","MakeBelieve-14",14,1,"Make Believe_14_1"
"62779","CO_57576","CO_83256",0.297,0.584,0.119,0.411,61287,"2850-57576","Make Believe","mom","MakeBelieve-14",NA,NA,NA,"2811-83256","Make Believe","kid","MakeBelieve-14",14,1,"Make Believe_14_1"
"62781","CO_57576","CO_83254",0.287,0.601,0.112,0.412,60042,"2850-57576","Make Believe","mom","MakeBelieve-14",NA,NA,NA,"2811-83254","Make Believe","kid","MakeBelieve-14",14,1,"Make Believe_14_1"
"62783","CO_57576","CO_33647",0.279,0.626,0.095,0.408,61011,"2850-57576","Make Believe","mom","MakeBelieve-14",NA,NA,NA,"2881-33647","Make Believe","kid","MakeBelieve-14",69,2,"Make Believe_69_2"
"62788","CO_57576","CO_83257",0.286,0.594,0.12,0.417,61248,"2850-57576","Make Believe","mom","MakeBelieve-14",NA,NA,NA,"2811-83257","Make Believe","kid","MakeBelieve-14",14,1,"Make Believe_14_1"
"63110","CO_57872","CO_83283",0.27,0.621,0.109,0.42,59227,"2850-57872","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"2811-83283","Make Believe","kid","MakeBelieve-26",26,1,"Make Believe_26_1"
"63120","CO_57872","CO_83284",0.354,0.484,0.161,0.403,53036,"2850-57872","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"2811-83284","Make Believe","kid","MakeBelieve-26",26,1,"Make Believe_26_1"
"63121","CO_57872","CO_33668",0.285,0.582,0.133,0.424,61331,"2850-57872","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"2881-33668","Make Believe","kid","MakeBelieve-26",48,2,"Make Believe_48_2"
"63122","CO_57872","CO_83286",0.255,0.641,0.104,0.425,61710,"2850-57872","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"2811-83286","Make Believe","kid","MakeBelieve-26",26,1,"Make Believe_26_1"
"63123","CO_57872","CO_33666",0.263,0.613,0.124,0.43,59009,"2850-57872","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"2881-33666","Make Believe","kid","MakeBelieve-26",48,2,"Make Believe_48_2"
"63126","CO_57872","CO_33667",0.233,0.677,0.09,0.429,58917,"2850-57872","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"2881-33667","Make Believe","kid","MakeBelieve-26",48,2,"Make Believe_48_2"
"63128","CO_57872","CO_83285",0.276,0.604,0.12,0.422,62288,"2850-57872","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"2811-83285","Make Believe","kid","MakeBelieve-26",26,1,"Make Believe_26_1"
"63130","CO_57872","CO_33669",0.293,0.58,0.127,0.417,54888,"2850-57872","Make Believe","mom","MakeBelieve-26",NA,NA,NA,"2881-33669","Make Believe","kid","MakeBelieve-26",48,2,"Make Believe_48_2"
"63455","CO_57635","CO_83295",0.281,0.612,0.107,0.413,55743,"2850-57635","Make Believe","mom","MakeBelieve-38",NA,NA,NA,"2811-83295","Make Believe","kid","MakeBelieve-38",34,1,"Make Believe_34_1"
"63458","CO_57635","CO_83294",0.266,0.625,0.11,0.422,60117,"2850-57635","Make Believe","mom","MakeBelieve-38",NA,NA,NA,"2811-83294","Make Believe","kid","MakeBelieve-38",34,1,"Make Believe_34_1"
