"Ind1","Ind2","k0_hat","k1_hat","k2_hat","pi_HAT","nbSNP","band_ind1","site_ind1","nest_ind1","type_ind1","FamilyID_ind1","brood_ind1","clutchID_ind1","band_ind2","site_ind2","nest_ind2","type_ind2","FamilyID_ind2","brood_ind2","clutchID_ind2"
"CO_97596","CO_34050",0.987,0.013,0,0.006,54221,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2881-34050","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57629",0.988,0.012,0,0.006,59195,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57629","Urban Farm Girlz",2,"mom","UrbanFarm-05","","Urban Farm Girlz_2_"
"CO_97596","CO_64907",0.982,0.017,0.001,0.01,51001,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2870-64907","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57684",0.975,0.023,0.003,0.014,57119,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57684","Struthers",23,"dad","Struthers-23","","Struthers_23_"
"CO_97596","CO_57643",0.983,0.017,0.001,0.009,54177,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57643","Urban Farm Girlz",2,"dad","UrbanFarm-05","","Urban Farm Girlz_2_"
"CO_97596","CO_57518",0.99,0.01,0,0.005,70102,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57518","Make Believe",69,"dad","MakeBelieve-69","","Make Believe_69_"
"CO_97596","CO_57567",0.968,0.026,0.006,0.019,60207,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57567","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57575",0.99,0.009,0,0.005,61083,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57575","Cooks",4,"mom","Cooks-04","","Cooks_4_"
"CO_97596","CO_57574",0.987,0.012,0.001,0.007,59223,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57574","Cooks",2,"dad","Cooks-02","","Cooks_2_"
"CO_97596","CO_57578",0.977,0.018,0.004,0.013,59395,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57578","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57674",0.99,0.005,0.005,0.008,62109,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57674","Struthers",3,"dad","Struthers-03","","Struthers_3_"
"CO_97596","CO_57579",0.986,0.014,0,0.007,59304,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57579","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57659",0.991,0.004,0.005,0.007,55112,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57659","Blue Cloud",4,"dad","BlueCloud-04","","Blue Cloud_4_"
"CO_97596","CO_57642",0.987,0.009,0.004,0.009,62134,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57642","Cooks",4,"dad","Cooks-04","","Cooks_4_"
"CO_97596","CO_57582",0.978,0.021,0.001,0.011,62450,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57582","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57638",0.989,0.01,0,0.005,61777,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57638","Cooks",29,"dad","Cooks-29","","Cooks_29_"
"CO_97596","CO_57608",0.985,0.014,0,0.007,60731,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57608","Urban Farm Girlz",4,"mom","UrbanFarm-07","","Urban Farm Girlz_4_"
"CO_97596","CO_57683",0.986,0.013,0.001,0.008,59515,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57683","Struthers",3,"mom","Struthers-03","","Struthers_3_"
"CO_97596","CO_57614",0.976,0.024,0,0.012,60671,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57614","Blue Cloud",22,"dad","BlueCloud-22","","Blue Cloud_22_"
"CO_97596","CO_57695",0.98,0.019,0,0.01,63596,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57695","Quick",NA,"dad","none","","Quick_NA_"
"CO_97596","CO_57745",0.983,0.015,0.001,0.009,60071,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57745","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57685",0.983,0.017,0,0.008,62123,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57685","Boyer",13,"mom","Boyer-13","","Boyer_13_"
"CO_97596","CO_57763",0.989,0,0.01,0.01,62253,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57763","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57757",0.979,0.019,0.001,0.011,60505,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57757","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57758",0.975,0.024,0.001,0.013,64186,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57758","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57759",0.974,0.025,0.001,0.014,65490,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57759","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57756",0.982,0.017,0,0.009,62370,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57756","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57764",0.985,0.013,0.002,0.009,57192,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57764","Urban Farm Girlz",8,"mom","UrbanFarm-08","","Urban Farm Girlz_8_"
"CO_97596","CO_57762",0.974,0.025,0,0.013,62361,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57762","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57869",0.989,0.008,0.003,0.007,62232,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57869","Blue Cloud",18,"mom","BlueCloud-18","","Blue Cloud_18_"
"CO_97596","CO_57771",0.986,0.013,0.001,0.007,58672,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_"
"CO_97596","CO_57765",0.982,0.018,0,0.009,58066,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57765","Urban Farm Girlz",8,"dad","UrbanFarm-08","","Urban Farm Girlz_8_"
"CO_97596","CO_57772",0.982,0.018,0.001,0.009,59023,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_"
"CO_97596","CO_57871",0.986,0.013,0.001,0.007,60624,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57871","Blue Cloud",22,"mom","BlueCloud-22","","Blue Cloud_22_"
"CO_97596","CO_57808",0.973,0.026,0,0.013,58250,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57808","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57877",0.988,0.011,0,0.006,59691,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57877","Make Believe",31,"dad","MakeBelieve-31","","Make Believe_31_"
"CO_97596","CO_57926",0.983,0.015,0.002,0.01,59647,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57926","Blue Cloud",NA,"dad","none","","Blue Cloud_NA_"
"CO_97596","CO_57930",0.978,0.017,0.005,0.013,56623,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57930","Blue Cloud",NA,"dad","none","","Blue Cloud_NA_"
"CO_97596","CO_57928",0.98,0.018,0.002,0.011,58923,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57928","Blue Cloud",4,"mom","BlueCloud-04","","Blue Cloud_4_"
"CO_97596","CO_57927",0.974,0.025,0.002,0.014,62162,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57927","Blue Cloud",NA,"dad","none","","Blue Cloud_NA_"
"CO_97596","CO_57933",0.972,0.017,0.011,0.02,56868,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57933","Cooks",18,"dad","Cooks-18","","Cooks_18_"
"CO_97596","CO_57932",0.981,0.018,0.001,0.01,60540,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57932","Cooks",18,"mom","Cooks-18","","Cooks_18_"
"CO_97596","CO_57938",0.985,0.005,0.01,0.012,60956,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57938","Make Believe",34,"mom","MakeBelieve-34","","Make Believe_34_"
"CO_97596","CO_57937",0.993,0.007,0,0.004,59996,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57937","Make Believe",74,"dad","MakeBelieve-74","","Make Believe_74_"
"CO_97596","CO_57934",0.984,0.016,0,0.008,55824,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57934","Boyer",3,"mom","Boyer-03","","Boyer_3_"
"CO_97596","CO_57939",0.99,0.009,0.001,0.006,60644,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57939","Make Believe",74,"mom","MakeBelieve-74","","Make Believe_74_"
"CO_97596","CO_57935",0.984,0.016,0,0.008,60122,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57935","Boyer",14,"dad","Boyer-14","","Boyer_14_"
"CO_97596","CO_57941",0.981,0.017,0.002,0.01,57938,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57941","Make Believe",69,"mom","MakeBelieve-69","","Make Believe_69_"
"CO_97596","CO_57943",0.984,0.016,0,0.008,61609,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57943","Struthers",23,"mom","Struthers-23","","Struthers_23_"
"CO_97596","CO_57944",0.985,0.015,0,0.008,61723,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57944","Plumbumpy",1,"dad","Plum-01","","Plumbumpy_1_"
"CO_97596","CO_57947",0.982,0.017,0.001,0.009,60233,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57947","Blue Cloud",28,"dad","Nixon-01","","Blue Cloud_28_"
"CO_97596","CO_57948",0.988,0.012,0,0.006,59359,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57948","Cooks",15,"mom","Cooks-15","","Cooks_15_"
"CO_97596","CO_57946",0.984,0.015,0,0.008,59082,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57946","Blue Cloud",28,"mom","Nixon-01","","Blue Cloud_28_"
"CO_97596","CO_57945",0.981,0.019,0,0.01,60406,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57945","Plumbumpy",1,"mom","Plum-01","","Plumbumpy_1_"
"CO_97596","CO_57949",0.988,0.012,0,0.006,60943,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57949","Speedwell",1,"dad","Speedwell-01","","Speedwell_1_"
"CO_97596","CO_57956",0.987,0.01,0.003,0.008,55520,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57956","Karens",1,"mom","Karens-01","","Karens_1_"
"CO_97596","CO_57955",0.973,0.02,0.007,0.017,59469,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57955","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57950",0.978,0.022,0.001,0.012,59231,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57950","Speedwell",1,"mom","Speedwell-01","","Speedwell_1_"
"CO_97596","CO_57954",0.99,0.01,0,0.005,58797,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57954","Cathys",1,"mom","Cathys-01","","Cathys_1_"
"CO_97596","CO_57962",0.982,0.016,0.002,0.01,58696,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57962","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57963",0.986,0.013,0.001,0.008,57464,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57963","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57970",0.977,0.02,0.003,0.013,60367,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57970","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57977",0.986,0.013,0.001,0.008,59414,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57977","Red Wagon",1,"dad","RedWagon-01","","Red Wagon_1_"
"CO_97596","CO_65015",0.988,0.01,0.002,0.007,65518,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2870-65015","Boyer",14,"mom","Boyer-14","","Boyer_14_"
"CO_97596","CO_64920",0.971,0.028,0.002,0.016,58462,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2870-64920","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57972",0.978,0.022,0,0.011,56363,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57972","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57978",0.969,0.028,0.003,0.017,54888,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57978","Red Wagon",1,"mom","RedWagon-01","","Red Wagon_1_"
"CO_97596","CO_65014",0.989,0.01,0.001,0.006,61402,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2870-65014","Boyer",2,"dad","Boyer-02","","Boyer_2_"
"CO_97596","CO_64924",0.98,0.02,0,0.01,59907,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2870-64924","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_64928",0.981,0.017,0.002,0.011,55906,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2870-64928","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_65016",0.988,0.011,0,0.006,62794,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2870-65016","Boyer",3,"dad","Boyer-03","","Boyer_3_"
"CO_97596","CO_65020",0.977,0.017,0.005,0.014,58537,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2870-65020","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_65019",0.987,0.012,0.001,0.007,59619,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2870-65019","Make Believe",17,"mom","MakeBelieve-17","","Make Believe_17_"
"CO_97596","CO_65018",0.984,0.016,0,0.008,59368,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2870-65018","Make Believe",17,"dad","MakeBelieve-17","","Make Believe_17_"
"CO_97596","CO_65023",0.972,0.025,0.004,0.016,60239,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2870-65023","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_65017",0.979,0.021,0,0.011,59233,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2870-65017","Make Believe",34,"dad","MakeBelieve-34","","Make Believe_34_"
"CO_97596","CO_83123",0.974,0.023,0.002,0.014,59058,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2811-83123","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_83118",0.982,0.018,0,0.009,60568,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2811-83118","Cooks",15,"dad","Cooks-15","","Cooks_15_"
"CO_97596","CO_83258",0.987,0.013,0,0.007,61787,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2811-83258","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57687",0.986,0.014,0.001,0.008,67073,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57687","Boyer",2,"mom","Boyer-02","","Boyer_2_"
"CO_97596","CO_57931",0.976,0.022,0.002,0.013,64812,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57931","Cooks",2,"mom","Cooks-02","","Cooks_2_"
"CO_97596","CO_57952",0.989,0.011,0,0.005,65496,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57952","Jays",1,"mom","Jays-01","","Jays_1_"
"CO_97596","CO_57953",0.992,0.008,0,0.004,65807,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57953","Cathys",1,"dad","Cathys-01","","Cathys_1_"
"CO_97596","CO_57958",0.984,0.014,0.003,0.009,65311,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57958","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_64921",0.982,0.011,0.007,0.012,66184,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2870-64921","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57976",0.965,0.029,0.006,0.02,68479,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57976","Urban Farm Girlz",4,"dad","UrbanFarm-07","","Urban Farm Girlz_4_"
"CO_97596","CO_57967",0.98,0.02,0.001,0.01,67522,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57967","Green Mill",2,"dad","none","","Green Mill_2_"
"CO_97596","CO_65021",0.983,0.012,0.004,0.011,65522,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2870-65021","CHR",NA,"dad","none","","CHR_NA_"
"CO_97596","CO_57980",0.988,0.01,0.002,0.007,43732,"2640-97596","Make Believe",70,"mom","MakeBelieve-70","","Make Believe_70_","2850-57980","Cooks",4.2,"dad","Cooks-04.2","","Cooks_4.2_"
"CO_57577","CO_57684",0.979,0.003,0.018,0.02,61243,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57684","Struthers",23,"dad","Struthers-23","","Struthers_23_"
"CO_57577","CO_57880",0.975,0.02,0.005,0.015,56557,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57880","CHR",NA,"dad","none","","CHR_NA_"
"CO_57577","CO_34050",0.99,0.01,0.001,0.005,58194,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2881-34050","CHR",NA,"dad","none","","CHR_NA_"
"CO_57577","CO_57551",0.991,0.009,0,0.005,61016,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57551","Struthers",24,"mom","Struthers-24","","Struthers_24_"
"CO_57577","CO_64907",0.969,0.027,0.004,0.017,54671,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2870-64907","CHR",NA,"dad","none","","CHR_NA_"
"CO_57577","CO_57881",0.966,0.033,0.001,0.018,58096,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57881","CHR",NA,"dad","none","","CHR_NA_"
"CO_57577","CO_57552",0.986,0.013,0.001,0.008,65188,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57552","Struthers",24,"dad","Struthers-24","","Struthers_24_"
"CO_57577","CO_57643",0.982,0.015,0.003,0.011,58050,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57643","Urban Farm Girlz",2,"dad","UrbanFarm-05","","Urban Farm Girlz_2_"
"CO_57577","CO_57629",0.981,0.019,0,0.009,63566,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57629","Urban Farm Girlz",2,"mom","UrbanFarm-05","","Urban Farm Girlz_2_"
"CO_57577","CO_06861",0.981,0.019,0,0.01,68403,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2811-06861","Boyer",9,"mom","Boyer-09","","Boyer_9_"
"CO_57577","CO_57575",0.992,0.006,0.002,0.005,65531,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57575","Cooks",4,"mom","Cooks-04","","Cooks_4_"
"CO_57577","CO_57567",0.968,0.025,0.007,0.019,64630,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57567","CHR",NA,"dad","none","","CHR_NA_"
"CO_57577","CO_57518",0.988,0.012,0,0.006,75291,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57518","Make Believe",69,"dad","MakeBelieve-69","","Make Believe_69_"
"CO_57577","CO_57578",0.982,0.015,0.003,0.011,63603,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57578","CHR",NA,"dad","none","","CHR_NA_"
"CO_57577","CO_57574",0.975,0.023,0.002,0.014,63444,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57574","Cooks",2,"dad","Cooks-02","","Cooks_2_"
"CO_57577","CO_57608",0.981,0.018,0.002,0.011,65131,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57608","Urban Farm Girlz",4,"mom","UrbanFarm-07","","Urban Farm Girlz_4_"
"CO_57577","CO_57579",0.973,0.025,0.002,0.015,63622,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57579","CHR",NA,"dad","none","","CHR_NA_"
"CO_57577","CO_57582",0.98,0.019,0.001,0.01,66935,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57582","CHR",NA,"dad","none","","CHR_NA_"
"CO_57577","CO_57614",0.96,0.038,0.002,0.021,65137,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57614","Blue Cloud",22,"dad","BlueCloud-22","","Blue Cloud_22_"
"CO_57577","CO_57638",0.975,0.024,0.001,0.013,66242,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57638","Cooks",29,"dad","Cooks-29","","Cooks_29_"
"CO_57577","CO_57642",0.977,0.023,0.001,0.012,66759,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57642","Cooks",4,"dad","Cooks-04","","Cooks_4_"
"CO_57577","CO_57674",0.972,0.025,0.003,0.015,66655,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57674","Struthers",3,"dad","Struthers-03","","Struthers_3_"
"CO_57577","CO_57695",0.957,0.039,0.004,0.024,68258,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57695","Quick",NA,"dad","none","","Quick_NA_"
"CO_57577","CO_57659",0.981,0.019,0,0.01,59119,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57659","Blue Cloud",4,"dad","BlueCloud-04","","Blue Cloud_4_"
"CO_57577","CO_57685",0.987,0.013,0,0.007,66621,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57685","Boyer",13,"mom","Boyer-13","","Boyer_13_"
"CO_57577","CO_57758",0.962,0.036,0.002,0.02,68867,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57758","CHR",NA,"dad","none","","CHR_NA_"
"CO_57577","CO_57683",0.978,0.022,0,0.011,63876,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57683","Struthers",3,"mom","Struthers-03","","Struthers_3_"
"CO_57577","CO_57757",0.966,0.029,0.005,0.02,64923,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57757","CHR",NA,"dad","none","","CHR_NA_"
"CO_57577","CO_57756",0.976,0.023,0,0.012,67004,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57756","CHR",NA,"dad","none","","CHR_NA_"
"CO_57577","CO_57745",0.973,0.027,0,0.014,64448,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57745","CHR",NA,"dad","none","","CHR_NA_"
"CO_57577","CO_57759",0.976,0.018,0.006,0.015,70206,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57759","CHR",NA,"dad","none","","CHR_NA_"
"CO_57577","CO_57764",0.98,0.019,0.001,0.011,61326,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57764","Urban Farm Girlz",8,"mom","UrbanFarm-08","","Urban Farm Girlz_8_"
"CO_57577","CO_57762",0.962,0.038,0,0.019,66856,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57762","CHR",NA,"dad","none","","CHR_NA_"
"CO_57577","CO_57771",0.978,0.017,0.005,0.013,62982,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_"
"CO_57577","CO_57763",0.97,0.029,0.001,0.015,66838,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57763","CHR",NA,"dad","none","","CHR_NA_"
"CO_57577","CO_57765",0.979,0.02,0.001,0.011,62363,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57765","Urban Farm Girlz",8,"dad","UrbanFarm-08","","Urban Farm Girlz_8_"
"CO_57577","CO_57808",0.965,0.028,0.007,0.021,62348,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57808","CHR",NA,"dad","none","","CHR_NA_"
"CO_57577","CO_57877",0.987,0.013,0.001,0.007,64138,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57877","Make Believe",31,"dad","MakeBelieve-31","","Make Believe_31_"
"CO_57577","CO_57869",0.984,0.016,0,0.008,66805,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57869","Blue Cloud",18,"mom","BlueCloud-18","","Blue Cloud_18_"
"CO_57577","CO_57871",0.985,0.015,0,0.008,65135,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57871","Blue Cloud",22,"mom","BlueCloud-22","","Blue Cloud_22_"
"CO_57577","CO_57772",0.973,0.026,0,0.013,63369,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_"
"CO_57577","CO_57927",0.976,0.023,0.001,0.012,66734,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57927","Blue Cloud",NA,"dad","none","","Blue Cloud_NA_"
"CO_57577","CO_57926",0.974,0.026,0.001,0.014,64001,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57926","Blue Cloud",NA,"dad","none","","Blue Cloud_NA_"
"CO_57577","CO_57932",0.978,0.011,0.011,0.017,64842,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57932","Cooks",18,"mom","Cooks-18","","Cooks_18_"
"CO_57577","CO_57928",0.968,0.027,0.005,0.019,63285,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57928","Blue Cloud",4,"mom","BlueCloud-04","","Blue Cloud_4_"
"CO_57577","CO_57930",0.973,0.027,0.001,0.014,60702,"2850-57577","CHR",NA,"dad","none","","CHR_NA_","2850-57930","Blue Cloud",NA,"dad","none","","Blue Cloud_NA_"
