"Ind1","Ind2","k0_hat","k1_hat","k2_hat","pi_HAT","nbSNP","band_ind1","site_ind1","nest_ind1","type_ind1","FamilyID_ind1","brood_ind1","clutchID_ind1","band_ind2","site_ind2","nest_ind2","type_ind2","FamilyID_ind2","brood_ind2","clutchID_ind2"
"CO_57771","CO_E135",0.99,0.01,0,0.005,72299,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E135","Make Believe",74,"egg","MakeBelieve-74","collected","Make Believe_74_collected"
"CO_57771","CO_E139",0.989,0.011,0,0.006,73882,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E139","Make Believe",34,"egg","MakeBelieve-34","collected","Make Believe_34_collected"
"CO_57771","CO_E136",0.99,0.01,0,0.005,56005,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E136","Make Believe",74,"egg","MakeBelieve-74","collected","Make Believe_74_collected"
"CO_57771","CO_E138",0.987,0.013,0,0.007,74174,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E138","Make Believe",34,"egg","MakeBelieve-34","collected","Make Believe_34_collected"
"CO_57771","CO_E140",0.98,0.019,0.001,0.011,74005,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E140","Boyer",14,"egg","Boyer-14","collected","Boyer_14_collected"
"CO_57771","CO_E137",0.981,0.018,0,0.01,52676,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E137","Make Believe",34,"egg","MakeBelieve-34","collected","Make Believe_34_collected"
"CO_57771","CO_E141",0.977,0.021,0.002,0.013,62128,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E141","Boyer",14,"egg","Boyer-14","collected","Boyer_14_collected"
"CO_57771","CO_E142",0.988,0.011,0.001,0.006,54320,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E142","Boyer",14,"egg","Boyer-14","collected","Boyer_14_collected"
"CO_57771","CO_E144",0.988,0.012,0,0.006,74409,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E144","Boyer",3,"egg","Boyer-03","collected","Boyer_3_collected"
"CO_57771","CO_E143",0.983,0.017,0,0.009,60772,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E143","Boyer",14,"egg","Boyer-14","collected","Boyer_14_collected"
"CO_57771","CO_E147",0.988,0.011,0.001,0.006,73455,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E147","Boyer",3,"egg","Boyer-03","collected","Boyer_3_collected"
"CO_57771","CO_E150",0.992,0.008,0,0.004,73802,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E150","Boyer",2,"egg","Boyer-02","collected","Boyer_2_collected"
"CO_57771","CO_E146",0.986,0.014,0,0.007,73405,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E146","Boyer",3,"egg","Boyer-03","collected","Boyer_3_collected"
"CO_57771","CO_E148",0.991,0.009,0,0.004,73268,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E148","Boyer",2,"egg","Boyer-02","collected","Boyer_2_collected"
"CO_57771","CO_E145",0.988,0.012,0,0.006,55767,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E145","Boyer",3,"egg","Boyer-03","collected","Boyer_3_collected"
"CO_57771","CO_E149",0.989,0.011,0,0.006,72055,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E149","Boyer",2,"egg","Boyer-02","collected","Boyer_2_collected"
"CO_57771","CO_E156",0.992,0.006,0.002,0.005,72588,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E156","Boyer",5,"egg","Boyer-05","collected","Boyer_5_collected"
"CO_57771","CO_E152",0.991,0.009,0,0.005,59008,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E152","Boyer",5,"egg","Boyer-05","collected","Boyer_5_collected"
"CO_57771","CO_E154",0.989,0.01,0.001,0.006,54914,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E154","Boyer",5,"egg","Boyer-05","collected","Boyer_5_collected"
"CO_57771","CO_E151",0.988,0.012,0,0.006,56727,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E151","Boyer",2,"egg","Boyer-02","collected","Boyer_2_collected"
"CO_57771","CO_E157",0.993,0.006,0,0.003,73553,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E157","Make Believe",69,"egg","MakeBelieve-69","collected","Make Believe_69_collected"
"CO_57771","CO_E153",0.988,0.012,0,0.006,55276,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E153","Boyer",5,"egg","Boyer-05","collected","Boyer_5_collected"
"CO_57771","CO_E155",0.988,0.012,0,0.006,57637,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E155","Boyer",5,"egg","Boyer-05","collected","Boyer_5_collected"
"CO_57771","CO_E158",0.993,0.006,0,0.003,73636,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E158","Make Believe",69,"egg","MakeBelieve-69","collected","Make Believe_69_collected"
"CO_57771","CO_E161",0.991,0.008,0,0.004,58077,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E161","Make Believe",69,"egg","MakeBelieve-69","collected","Make Believe_69_collected"
"CO_57771","CO_E160",0.992,0.008,0,0.004,74032,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E160","Make Believe",69,"egg","MakeBelieve-69","collected","Make Believe_69_collected"
"CO_57771","CO_E159",0.99,0.01,0,0.005,55184,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","E159","Make Believe",69,"egg","MakeBelieve-69","collected","Make Believe_69_collected"
"CO_57771","CO_33813",0.99,0.01,0,0.005,57213,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","2881-33813","Make Believe",8,"kid","MakeBelieve-74","2","Make Believe_8_2"
"CO_57771","CO_57953",0.988,0.01,0.002,0.007,69161,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","2850-57953","Cathys",1,"dad","Cathys-01","","Cathys_1_"
"CO_57771","CO_34138",0.988,0.012,0,0.006,70805,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","2881-34138","Boyer",15,"kid","Boyer-15","1","Boyer_15_1"
"CO_57771","CO_57687",0.989,0.011,0,0.006,70552,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","2850-57687","Boyer",2,"mom","Boyer-02","","Boyer_2_"
"CO_57771","CO_57931",0.987,0.012,0.001,0.007,68105,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","2850-57931","Cooks",2,"mom","Cooks-02","","Cooks_2_"
"CO_57771","CO_57952",0.983,0.016,0.001,0.009,68878,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","2850-57952","Jays",1,"mom","Jays-01","","Jays_1_"
"CO_57771","CO_57967",0.985,0.015,0,0.008,70969,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","2850-57967","Green Mill",2,"dad","none","","Green Mill_2_"
"CO_57771","CO_57958",0.976,0.024,0.001,0.013,68589,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","2850-57958","CHR",NA,"dad","none","","CHR_NA_"
"CO_57771","CO_57976",0.976,0.022,0.002,0.013,71967,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","2850-57976","Urban Farm Girlz",4,"dad","UrbanFarm-07","","Urban Farm Girlz_4_"
"CO_57771","CO_33722",0.219,0.697,0.084,0.433,70895,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","2881-33722","Cooks",4.2,"kid","Cooks-04.2","1","Cooks_4.2_1"
"CO_57771","CO_64921",0.985,0.015,0,0.007,69552,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","2870-64921","CHR",NA,"dad","none","","CHR_NA_"
"CO_57771","CO_57980",0.985,0.014,0,0.007,45964,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","2850-57980","Cooks",4.2,"dad","Cooks-04.2","","Cooks_4.2_"
"CO_57771","CO_83172",0.986,0.012,0.002,0.008,70045,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","2811-83172","Boyer",13.2,"kid","Boyer-13","1","Boyer_13.2_1"
"CO_57771","CO_83180",0.991,0.009,0,0.004,67656,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","2811-83180","Boyer",9.2,"kid","Boyer-09","1","Boyer_9.2_1"
"CO_57771","CO_65021",0.973,0.026,0.001,0.014,68877,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","2870-65021","CHR",NA,"dad","none","","CHR_NA_"
"CO_57771","CO_83476",0.972,0.027,0.001,0.015,70909,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","2811-83476","Make Believe",70.3,"kid","MakeBelieve-70.3","2","Make Believe_70.3_2"
"CO_57772","CO_57808",0.976,0.023,0.002,0.013,61293,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57808","CHR",NA,"dad","none","","CHR_NA_"
"CO_57771","CO_83182",0.979,0.021,0,0.011,71797,"2850-57771","Cooks",4.2,"mom","Cooks-04.2","","Cooks_4.2_","2811-83182","Boyer",9.2,"kid","Boyer-09","1","Boyer_9.2_1"
"CO_57772","CO_57869",0.99,0.01,0,0.005,65806,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57869","Blue Cloud",18,"mom","BlueCloud-18","","Blue Cloud_18_"
"CO_57772","CO_57871",0.982,0.017,0.001,0.009,64158,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57871","Blue Cloud",22,"mom","BlueCloud-22","","Blue Cloud_22_"
"CO_57772","CO_57932",0.985,0.005,0.009,0.012,63819,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57932","Cooks",18,"mom","Cooks-18","","Cooks_18_"
"CO_57772","CO_57926",0.959,0.04,0,0.021,63060,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57926","Blue Cloud",NA,"dad","none","","Blue Cloud_NA_"
"CO_57772","CO_57877",0.979,0.021,0,0.011,63091,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57877","Make Believe",31,"dad","MakeBelieve-31","","Make Believe_31_"
"CO_57772","CO_57933",0.973,0.016,0.011,0.019,60149,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57933","Cooks",18,"dad","Cooks-18","","Cooks_18_"
"CO_57772","CO_57927",0.977,0.022,0.001,0.012,65550,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57927","Blue Cloud",NA,"dad","none","","Blue Cloud_NA_"
"CO_57772","CO_57928",0.988,0.012,0,0.006,62290,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57928","Blue Cloud",4,"mom","BlueCloud-04","","Blue Cloud_4_"
"CO_57772","CO_57930",0.971,0.028,0,0.015,59732,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57930","Blue Cloud",NA,"dad","none","","Blue Cloud_NA_"
"CO_57772","CO_57935",0.987,0.012,0,0.007,63535,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57935","Boyer",14,"dad","Boyer-14","","Boyer_14_"
"CO_57772","CO_57937",0.987,0.013,0,0.007,63326,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57937","Make Believe",74,"dad","MakeBelieve-74","","Make Believe_74_"
"CO_57772","CO_57934",0.983,0.017,0,0.008,59074,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57934","Boyer",3,"mom","Boyer-03","","Boyer_3_"
"CO_57772","CO_57939",0.99,0.01,0,0.005,64161,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57939","Make Believe",74,"mom","MakeBelieve-74","","Make Believe_74_"
"CO_57772","CO_57945",0.987,0.011,0.001,0.007,63735,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57945","Plumbumpy",1,"mom","Plum-01","","Plumbumpy_1_"
"CO_57772","CO_57943",0.977,0.02,0.003,0.013,65125,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57943","Struthers",23,"mom","Struthers-23","","Struthers_23_"
"CO_57772","CO_57938",0.979,0.021,0,0.011,64312,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57938","Make Believe",34,"mom","MakeBelieve-34","","Make Believe_34_"
"CO_57772","CO_57941",0.985,0.014,0,0.007,61214,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57941","Make Believe",69,"mom","MakeBelieve-69","","Make Believe_69_"
"CO_57772","CO_57946",0.971,0.026,0.003,0.016,62330,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57946","Blue Cloud",28,"mom","Nixon-01","","Blue Cloud_28_"
"CO_57772","CO_57944",0.981,0.018,0,0.009,65354,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57944","Plumbumpy",1,"dad","Plum-01","","Plumbumpy_1_"
"CO_57772","CO_57947",0.983,0.016,0.001,0.009,63656,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57947","Blue Cloud",28,"dad","Nixon-01","","Blue Cloud_28_"
"CO_57772","CO_57949",0.984,0.014,0.002,0.009,64476,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57949","Speedwell",1,"dad","Speedwell-01","","Speedwell_1_"
"CO_57772","CO_57948",0.979,0.019,0.001,0.011,62638,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57948","Cooks",15,"mom","Cooks-15","","Cooks_15_"
"CO_57772","CO_57950",0.988,0.012,0,0.006,62627,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57950","Speedwell",1,"mom","Speedwell-01","","Speedwell_1_"
"CO_57772","CO_57954",0.981,0.019,0,0.01,62231,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57954","Cathys",1,"mom","Cathys-01","","Cathys_1_"
"CO_57772","CO_57977",0.986,0.012,0.003,0.009,62860,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57977","Red Wagon",1,"dad","RedWagon-01","","Red Wagon_1_"
"CO_57772","CO_57963",0.981,0.019,0.001,0.01,60827,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57963","CHR",NA,"dad","none","","CHR_NA_"
"CO_57772","CO_57970",0.968,0.03,0.002,0.017,63810,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57970","CHR",NA,"dad","none","","CHR_NA_"
"CO_57772","CO_57956",0.975,0.024,0,0.012,58616,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57956","Karens",1,"mom","Karens-01","","Karens_1_"
"CO_57772","CO_57962",0.971,0.029,0,0.015,62069,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57962","CHR",NA,"dad","none","","CHR_NA_"
"CO_57772","CO_57955",0.98,0.02,0,0.01,62966,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57955","CHR",NA,"dad","none","","CHR_NA_"
"CO_57772","CO_57972",0.978,0.021,0.001,0.011,59533,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57972","CHR",NA,"dad","none","","CHR_NA_"
"CO_57772","CO_57978",0.985,0.014,0,0.007,57918,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2850-57978","Red Wagon",1,"mom","RedWagon-01","","Red Wagon_1_"
"CO_57772","CO_64920",0.97,0.029,0.001,0.016,61736,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2870-64920","CHR",NA,"dad","none","","CHR_NA_"
"CO_57772","CO_64928",0.981,0.016,0.003,0.011,59015,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2870-64928","CHR",NA,"dad","none","","CHR_NA_"
"CO_57772","CO_64924",0.979,0.021,0,0.011,63328,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2870-64924","CHR",NA,"dad","none","","CHR_NA_"
"CO_57772","CO_65016",0.987,0.007,0.007,0.01,66419,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2870-65016","Boyer",3,"dad","Boyer-03","","Boyer_3_"
"CO_57772","CO_65017",0.976,0.013,0.012,0.018,62403,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2870-65017","Make Believe",34,"dad","MakeBelieve-34","","Make Believe_34_"
"CO_57772","CO_65015",0.984,0.016,0.001,0.008,69147,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2870-65015","Boyer",14,"mom","Boyer-14","","Boyer_14_"
"CO_57772","CO_65014",0.987,0.013,0,0.007,64793,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2870-65014","Boyer",2,"dad","Boyer-02","","Boyer_2_"
"CO_57772","CO_65020",0.974,0.023,0.003,0.014,61947,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2870-65020","CHR",NA,"dad","none","","CHR_NA_"
"CO_57772","CO_65019",0.97,0.03,0,0.015,62927,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2870-65019","Make Believe",17,"mom","MakeBelieve-17","","Make Believe_17_"
"CO_57772","CO_83118",0.979,0.019,0.002,0.011,63919,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83118","Cooks",15,"dad","Cooks-15","","Cooks_15_"
"CO_57772","CO_83151",0.984,0.01,0.006,0.011,66665,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83151","Struthers",24,"kid","Struthers-24","1","Struthers_24_1"
"CO_57772","CO_65018",0.974,0.026,0,0.013,62765,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2870-65018","Make Believe",17,"dad","MakeBelieve-17","","Make Believe_17_"
"CO_57772","CO_65023",0.964,0.036,0.001,0.018,63615,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2870-65023","CHR",NA,"dad","none","","CHR_NA_"
"CO_57772","CO_83148",0.985,0.014,0,0.008,66837,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83148","Struthers",24,"kid","Struthers-24","1","Struthers_24_1"
"CO_57772","CO_83152",0.973,0.023,0.004,0.016,74249,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83152","Struthers",3,"kid","Struthers-03","1","Struthers_3_1"
"CO_57772","CO_83150",0.988,0.012,0,0.006,62142,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83150","Struthers",24,"kid","Struthers-24","1","Struthers_24_1"
"CO_57772","CO_83123",0.971,0.028,0,0.015,62528,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83123","CHR",NA,"dad","none","","CHR_NA_"
"CO_57772","CO_83149",0.987,0.013,0,0.006,64756,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83149","Struthers",24,"kid","Struthers-24","1","Struthers_24_1"
"CO_57772","CO_83153",0.99,0.01,0,0.005,66519,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83153","Struthers",3,"kid","Struthers-03","1","Struthers_3_1"
"CO_57772","CO_83159",0.991,0.003,0.006,0.007,62723,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83159","Plumbumpy",1,"kid","Plum-01","1","Plumbumpy_1_1"
"CO_57772","CO_83155",0.976,0.019,0.005,0.014,64557,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83155","Struthers",23,"kid","Struthers-23","1","Struthers_23_1"
"CO_57772","CO_83156",0.982,0.016,0.002,0.01,69427,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83156","Struthers",23,"kid","Struthers-23","1","Struthers_23_1"
"CO_57772","CO_83154",0.982,0.017,0,0.009,62199,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83154","Struthers",3,"kid","Struthers-03","1","Struthers_3_1"
"CO_57772","CO_83158",0.986,0.014,0,0.007,59749,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83158","Plumbumpy",1,"kid","Plum-01","1","Plumbumpy_1_1"
"CO_57772","CO_83157",0.984,0.016,0,0.008,66368,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83157","Plumbumpy",1,"kid","Plum-01","1","Plumbumpy_1_1"
"CO_57772","CO_83160",0.985,0.015,0.001,0.008,67055,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83160","Plumbumpy",1,"kid","Plum-01","1","Plumbumpy_1_1"
"CO_57772","CO_83161",0.983,0.015,0.001,0.009,59208,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83161","Plumbumpy",1,"kid","Plum-01","1","Plumbumpy_1_1"
"CO_57772","CO_83162",0.98,0.019,0,0.01,63483,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83162","Cathys",1,"kid","Cathys-01","1","Cathys_1_1"
"CO_57772","CO_83163",0.978,0.021,0,0.011,56122,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83163","Cathys",1,"kid","Cathys-01","1","Cathys_1_1"
"CO_57772","CO_83164",0.987,0.013,0,0.007,66276,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83164","Cathys",1,"kid","Cathys-01","1","Cathys_1_1"
"CO_57772","CO_83166",0.981,0.016,0.003,0.011,62781,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83166","Jays",1,"kid","Jays-01","1","Jays_1_1"
"CO_57772","CO_83167",0.978,0.019,0.002,0.012,66677,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83167","Jays",1,"kid","Jays-01","1","Jays_1_1"
"CO_57772","CO_83165",0.986,0.014,0,0.007,69329,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83165","Cathys",1,"kid","Cathys-01","1","Cathys_1_1"
"CO_57772","CO_83168",0.973,0.023,0.004,0.015,67574,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83168","Jays",1,"kid","Jays-01","1","Jays_1_1"
"CO_57772","CO_83173",0.985,0.014,0.002,0.009,66311,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83173","Urban Farm Girlz",8.2,"kid","UrbanFarm-08","2","Urban Farm Girlz_8.2_2"
"CO_57772","CO_83169",0.979,0.02,0.001,0.011,64833,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83169","Jays",1,"kid","Jays-01","1","Jays_1_1"
"CO_57772","CO_83176",0.984,0.01,0.006,0.011,58180,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83176","Struthers",25,"kid","Struthers-24","2","Struthers_25_2"
"CO_57772","CO_83174",0.98,0.018,0.002,0.011,66145,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83174","Urban Farm Girlz",8.2,"kid","UrbanFarm-08","2","Urban Farm Girlz_8.2_2"
"CO_57772","CO_83171",0.987,0.012,0,0.006,66718,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83171","Boyer",13.2,"kid","Boyer-13","1","Boyer_13.2_1"
"CO_57772","CO_83170",0.973,0.027,0,0.014,63024,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83170","Jays",1,"kid","Jays-01","1","Jays_1_1"
"CO_57772","CO_83179",0.989,0.01,0.001,0.006,60661,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83179","Boyer",9.2,"kid","Boyer-09","1","Boyer_9.2_1"
"CO_57772","CO_83183",0.99,0.01,0,0.005,62723,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83183","Boyer",9.2,"kid","Boyer-09","1","Boyer_9.2_1"
"CO_57772","CO_83175",0.986,0.014,0,0.007,61523,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83175","Urban Farm Girlz",8.2,"kid","UrbanFarm-08","2","Urban Farm Girlz_8.2_2"
"CO_57772","CO_83188",0.985,0.014,0.001,0.008,67291,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83188","Cathys",2,"kid","Cathys-01","2","Cathys_2_2"
"CO_57772","CO_83178",0.987,0.012,0,0.007,62116,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83178","Struthers",25,"kid","Struthers-24","2","Struthers_25_2"
"CO_57772","CO_83177",0.986,0.014,0,0.007,55729,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83177","Struthers",25,"kid","Struthers-24","2","Struthers_25_2"
"CO_57772","CO_83181",0.989,0.011,0,0.005,61301,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83181","Boyer",9.2,"kid","Boyer-09","1","Boyer_9.2_1"
"CO_57772","CO_83189",0.977,0.023,0,0.012,62807,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83189","Cathys",2,"kid","Cathys-01","2","Cathys_2_2"
"CO_57772","CO_83190",0.986,0.014,0,0.007,61092,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83190","Speedwell",1.2,"kid","Speedwell-01","2","Speedwell_1.2_2"
"CO_57772","CO_83191",0.987,0.013,0,0.006,63141,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83191","Speedwell",1.2,"kid","Speedwell-01","2","Speedwell_1.2_2"
"CO_57772","CO_83192",0.985,0.015,0,0.008,65421,"2850-57772","Cooks",2.2,"dad","Cooks-02.2","","Cooks_2.2_","2811-83192","Speedwell",1.2,"kid","Speedwell-01","2","Speedwell_1.2_2"
