"Ind1","Ind2","k0_hat","k1_hat","k2_hat","pi_HAT","nbSNP","band_ind1","site_ind1","nest_ind1","type_ind1","FamilyID_ind1","brood_ind1","clutchID_ind1","band_ind2","site_ind2","nest_ind2","type_ind2","FamilyID_ind2","brood_ind2","clutchID_ind2"
"CO_57878","CO_57939",0.994,0.006,0,0.003,69034,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2850-57939","Make Believe",74,"mom","MakeBelieve-74","","Make Believe_74_"
"CO_57878","CO_57938",0.975,0.025,0.001,0.013,69195,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2850-57938","Make Believe",34,"mom","MakeBelieve-34","","Make Believe_34_"
"CO_57878","CO_57938",0.975,0.025,0.001,0.013,69195,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2850-57938","Make Believe",34,"mom","MakeBelieve-34","","Make Believe_34_"
"CO_57878","CO_57941",0.984,0.016,0,0.008,65851,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2850-57941","Make Believe",69,"mom","MakeBelieve-69","","Make Believe_69_"
"CO_57878","CO_57941",0.984,0.016,0,0.008,65851,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2850-57941","Make Believe",69,"mom","MakeBelieve-69","","Make Believe_69_"
"CO_57878","CO_57943",0.982,0.017,0.001,0.01,70076,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2850-57943","Struthers",23,"mom","Struthers-23","","Struthers_23_"
"CO_57878","CO_57943",0.982,0.017,0.001,0.01,70076,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2850-57943","Struthers",23,"mom","Struthers-23","","Struthers_23_"
"CO_57878","CO_57944",0.971,0.028,0.001,0.015,70287,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2850-57944","Plumbumpy",1,"dad","Plum-01","","Plumbumpy_1_"
"CO_57878","CO_57944",0.971,0.028,0.001,0.015,70287,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2850-57944","Plumbumpy",1,"dad","Plum-01","","Plumbumpy_1_"
"CO_57878","CO_57946",0.987,0.012,0.001,0.007,67055,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2850-57946","Blue Cloud",28,"mom","Nixon-01","","Blue Cloud_28_"
"CO_57878","CO_57946",0.987,0.012,0.001,0.007,67055,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2850-57946","Blue Cloud",28,"mom","Nixon-01","","Blue Cloud_28_"
"CO_57878","CO_57949",0.99,0.007,0.003,0.006,69247,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2850-57949","Speedwell",1,"dad","Speedwell-01","","Speedwell_1_"
"CO_57878","CO_57949",0.99,0.007,0.003,0.006,69247,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2850-57949","Speedwell",1,"dad","Speedwell-01","","Speedwell_1_"
"CO_57878","CO_57945",0.987,0.013,0,0.007,68621,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2850-57945","Plumbumpy",1,"mom","Plum-01","","Plumbumpy_1_"
"CO_57878","CO_57945",0.987,0.013,0,0.007,68621,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2850-57945","Plumbumpy",1,"mom","Plum-01","","Plumbumpy_1_"
"CO_57878","CO_57947",0.982,0.017,0,0.009,68394,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2850-57947","Blue Cloud",28,"dad","Nixon-01","","Blue Cloud_28_"
"CO_57878","CO_57947",0.982,0.017,0,0.009,68394,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2850-57947","Blue Cloud",28,"dad","Nixon-01","","Blue Cloud_28_"
"CO_57878","CO_57955",0.969,0.023,0.008,0.02,67718,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2850-57955","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_57955",0.969,0.023,0.008,0.02,67718,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2850-57955","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_57950",0.986,0.013,0.001,0.008,67343,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2850-57950","Speedwell",1,"mom","Speedwell-01","","Speedwell_1_"
"CO_57878","CO_57950",0.986,0.013,0.001,0.008,67343,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2850-57950","Speedwell",1,"mom","Speedwell-01","","Speedwell_1_"
"CO_57878","CO_57948",0.984,0.016,0,0.008,67372,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2850-57948","Cooks",15,"mom","Cooks-15","","Cooks_15_"
"CO_57878","CO_57948",0.984,0.016,0,0.008,67372,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2850-57948","Cooks",15,"mom","Cooks-15","","Cooks_15_"
"CO_57878","CO_57954",0.99,0.01,0,0.005,66990,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2850-57954","Cathys",1,"mom","Cathys-01","","Cathys_1_"
"CO_57878","CO_57954",0.99,0.01,0,0.005,66990,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2850-57954","Cathys",1,"mom","Cathys-01","","Cathys_1_"
"CO_57878","CO_57956",0.988,0.012,0,0.006,63088,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2850-57956","Karens",1,"mom","Karens-01","","Karens_1_"
"CO_57878","CO_57956",0.988,0.012,0,0.006,63088,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2850-57956","Karens",1,"mom","Karens-01","","Karens_1_"
"CO_57878","CO_57963",0.98,0.016,0.003,0.012,65381,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2850-57963","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_57963",0.98,0.016,0.003,0.012,65381,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2850-57963","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_57977",0.983,0.015,0.002,0.01,67680,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2850-57977","Red Wagon",1,"dad","RedWagon-01","","Red Wagon_1_"
"CO_57878","CO_57977",0.983,0.015,0.002,0.01,67680,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2850-57977","Red Wagon",1,"dad","RedWagon-01","","Red Wagon_1_"
"CO_57878","CO_57970",0.983,0.016,0.001,0.009,68589,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2850-57970","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_57970",0.983,0.016,0.001,0.009,68589,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2850-57970","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_57978",0.98,0.016,0.004,0.012,62423,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2850-57978","Red Wagon",1,"mom","RedWagon-01","","Red Wagon_1_"
"CO_57878","CO_57978",0.98,0.016,0.004,0.012,62423,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2850-57978","Red Wagon",1,"mom","RedWagon-01","","Red Wagon_1_"
"CO_57878","CO_57962",0.982,0.017,0.001,0.01,66772,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2850-57962","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_57962",0.982,0.017,0.001,0.01,66772,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2850-57962","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_64928",0.975,0.017,0.008,0.016,63593,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2870-64928","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_64928",0.975,0.017,0.008,0.016,63593,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2870-64928","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_57972",0.983,0.017,0,0.009,64063,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2850-57972","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_57972",0.983,0.017,0,0.009,64063,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2850-57972","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_65014",0.99,0.009,0,0.005,69846,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2870-65014","Boyer",2,"dad","Boyer-02","","Boyer_2_"
"CO_57878","CO_65014",0.99,0.009,0,0.005,69846,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2870-65014","Boyer",2,"dad","Boyer-02","","Boyer_2_"
"CO_57878","CO_65015",0.99,0.01,0,0.005,74465,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2870-65015","Boyer",14,"mom","Boyer-14","","Boyer_14_"
"CO_57878","CO_65015",0.99,0.01,0,0.005,74465,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2870-65015","Boyer",14,"mom","Boyer-14","","Boyer_14_"
"CO_57878","CO_64924",0.979,0.021,0,0.011,68083,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2870-64924","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_64924",0.979,0.021,0,0.011,68083,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2870-64924","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_64920",0.982,0.018,0,0.009,66387,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2870-64920","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_64920",0.982,0.018,0,0.009,66387,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2870-64920","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_65017",0.987,0.012,0,0.006,67198,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2870-65017","Make Believe",34,"dad","MakeBelieve-34","","Make Believe_34_"
"CO_57878","CO_65017",0.987,0.012,0,0.006,67198,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2870-65017","Make Believe",34,"dad","MakeBelieve-34","","Make Believe_34_"
"CO_57878","CO_65016",0.984,0.016,0,0.008,71464,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2870-65016","Boyer",3,"dad","Boyer-03","","Boyer_3_"
"CO_57878","CO_65016",0.984,0.016,0,0.008,71464,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2870-65016","Boyer",3,"dad","Boyer-03","","Boyer_3_"
"CO_57878","CO_65018",0.984,0.016,0,0.008,67447,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2870-65018","Make Believe",17,"dad","MakeBelieve-17","","Make Believe_17_"
"CO_57878","CO_65018",0.984,0.016,0,0.008,67447,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2870-65018","Make Believe",17,"dad","MakeBelieve-17","","Make Believe_17_"
"CO_57878","CO_65020",0.983,0.016,0.001,0.009,66530,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2870-65020","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_65020",0.983,0.016,0.001,0.009,66530,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2870-65020","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_65023",0.984,0.014,0.002,0.009,68441,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2870-65023","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_65023",0.984,0.014,0.002,0.009,68441,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2870-65023","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_83118",0.99,0.01,0,0.005,68835,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83118","Cooks",15,"dad","Cooks-15","","Cooks_15_"
"CO_57878","CO_83118",0.99,0.01,0,0.005,68835,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83118","Cooks",15,"dad","Cooks-15","","Cooks_15_"
"CO_57878","CO_65019",0.98,0.02,0,0.01,67821,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2870-65019","Make Believe",17,"mom","MakeBelieve-17","","Make Believe_17_"
"CO_57878","CO_65019",0.98,0.02,0,0.01,67821,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2870-65019","Make Believe",17,"mom","MakeBelieve-17","","Make Believe_17_"
"CO_57878","CO_83148",0.986,0.013,0.001,0.008,71940,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83148","Struthers",24,"kid","Struthers-24","1","Struthers_24_1"
"CO_57878","CO_83148",0.986,0.013,0.001,0.008,71940,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83148","Struthers",24,"kid","Struthers-24","1","Struthers_24_1"
"CO_57878","CO_83123",0.987,0.013,0,0.007,67221,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83123","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_83123",0.987,0.013,0,0.007,67221,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83123","CHR",NA,"dad","none","","CHR_NA_"
"CO_57878","CO_83149",0.989,0.011,0,0.006,69765,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83149","Struthers",24,"kid","Struthers-24","1","Struthers_24_1"
"CO_57878","CO_83149",0.989,0.011,0,0.006,69765,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83149","Struthers",24,"kid","Struthers-24","1","Struthers_24_1"
"CO_57878","CO_83151",0.991,0.009,0,0.005,71806,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83151","Struthers",24,"kid","Struthers-24","1","Struthers_24_1"
"CO_57878","CO_83151",0.991,0.009,0,0.005,71806,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83151","Struthers",24,"kid","Struthers-24","1","Struthers_24_1"
"CO_57878","CO_83150",0.991,0.009,0,0.004,66902,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83150","Struthers",24,"kid","Struthers-24","1","Struthers_24_1"
"CO_57878","CO_83150",0.991,0.009,0,0.004,66902,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83150","Struthers",24,"kid","Struthers-24","1","Struthers_24_1"
"CO_57878","CO_83154",0.991,0.007,0.002,0.006,66953,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83154","Struthers",3,"kid","Struthers-03","1","Struthers_3_1"
"CO_57878","CO_83154",0.991,0.007,0.002,0.006,66953,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83154","Struthers",3,"kid","Struthers-03","1","Struthers_3_1"
"CO_57878","CO_83152",0.991,0.009,0,0.005,79977,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83152","Struthers",3,"kid","Struthers-03","1","Struthers_3_1"
"CO_57878","CO_83152",0.991,0.009,0,0.005,79977,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83152","Struthers",3,"kid","Struthers-03","1","Struthers_3_1"
"CO_57878","CO_83153",0.99,0.009,0,0.005,71649,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83153","Struthers",3,"kid","Struthers-03","1","Struthers_3_1"
"CO_57878","CO_83153",0.99,0.009,0,0.005,71649,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83153","Struthers",3,"kid","Struthers-03","1","Struthers_3_1"
"CO_57878","CO_83157",0.985,0.013,0.002,0.009,71451,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83157","Plumbumpy",1,"kid","Plum-01","1","Plumbumpy_1_1"
"CO_57878","CO_83157",0.985,0.013,0.002,0.009,71451,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83157","Plumbumpy",1,"kid","Plum-01","1","Plumbumpy_1_1"
"CO_57878","CO_83158",0.987,0.01,0.003,0.008,64317,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83158","Plumbumpy",1,"kid","Plum-01","1","Plumbumpy_1_1"
"CO_57878","CO_83158",0.987,0.01,0.003,0.008,64317,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83158","Plumbumpy",1,"kid","Plum-01","1","Plumbumpy_1_1"
"CO_57878","CO_83156",0.984,0.016,0,0.008,74753,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83156","Struthers",23,"kid","Struthers-23","1","Struthers_23_1"
"CO_57878","CO_83156",0.984,0.016,0,0.008,74753,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83156","Struthers",23,"kid","Struthers-23","1","Struthers_23_1"
"CO_57878","CO_83155",0.984,0.016,0,0.008,69490,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83155","Struthers",23,"kid","Struthers-23","1","Struthers_23_1"
"CO_57878","CO_83155",0.984,0.016,0,0.008,69490,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83155","Struthers",23,"kid","Struthers-23","1","Struthers_23_1"
"CO_57878","CO_83160",0.977,0.021,0.002,0.012,72115,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83160","Plumbumpy",1,"kid","Plum-01","1","Plumbumpy_1_1"
"CO_57878","CO_83160",0.977,0.021,0.002,0.012,72115,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83160","Plumbumpy",1,"kid","Plum-01","1","Plumbumpy_1_1"
"CO_57878","CO_83159",0.984,0.016,0,0.008,67493,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83159","Plumbumpy",1,"kid","Plum-01","1","Plumbumpy_1_1"
"CO_57878","CO_83159",0.984,0.016,0,0.008,67493,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83159","Plumbumpy",1,"kid","Plum-01","1","Plumbumpy_1_1"
"CO_57878","CO_83164",0.992,0.007,0,0.004,71388,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83164","Cathys",1,"kid","Cathys-01","1","Cathys_1_1"
"CO_57878","CO_83164",0.992,0.007,0,0.004,71388,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83164","Cathys",1,"kid","Cathys-01","1","Cathys_1_1"
"CO_57878","CO_83162",0.992,0.008,0,0.004,68279,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83162","Cathys",1,"kid","Cathys-01","1","Cathys_1_1"
"CO_57878","CO_83162",0.992,0.008,0,0.004,68279,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83162","Cathys",1,"kid","Cathys-01","1","Cathys_1_1"
"CO_57878","CO_83163",0.987,0.013,0.001,0.007,60453,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83163","Cathys",1,"kid","Cathys-01","1","Cathys_1_1"
"CO_57878","CO_83163",0.987,0.013,0.001,0.007,60453,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83163","Cathys",1,"kid","Cathys-01","1","Cathys_1_1"
"CO_57878","CO_83165",0.993,0.007,0,0.003,74718,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83165","Cathys",1,"kid","Cathys-01","1","Cathys_1_1"
"CO_57878","CO_83165",0.993,0.007,0,0.003,74718,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83165","Cathys",1,"kid","Cathys-01","1","Cathys_1_1"
"CO_57878","CO_83161",0.978,0.022,0,0.011,63627,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83161","Plumbumpy",1,"kid","Plum-01","1","Plumbumpy_1_1"
"CO_57878","CO_83161",0.978,0.022,0,0.011,63627,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83161","Plumbumpy",1,"kid","Plum-01","1","Plumbumpy_1_1"
"CO_57878","CO_83167",0.986,0.013,0.001,0.008,71864,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83167","Jays",1,"kid","Jays-01","1","Jays_1_1"
"CO_57878","CO_83167",0.986,0.013,0.001,0.008,71864,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83167","Jays",1,"kid","Jays-01","1","Jays_1_1"
"CO_57878","CO_83166",0.988,0.011,0,0.006,67573,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83166","Jays",1,"kid","Jays-01","1","Jays_1_1"
"CO_57878","CO_83166",0.988,0.011,0,0.006,67573,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83166","Jays",1,"kid","Jays-01","1","Jays_1_1"
"CO_57878","CO_83168",0.99,0.01,0,0.005,72702,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83168","Jays",1,"kid","Jays-01","1","Jays_1_1"
"CO_57878","CO_83168",0.99,0.01,0,0.005,72702,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83168","Jays",1,"kid","Jays-01","1","Jays_1_1"
"CO_57878","CO_83174",0.993,0.001,0.005,0.006,71188,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83174","Urban Farm Girlz",8.2,"kid","UrbanFarm-08","2","Urban Farm Girlz_8.2_2"
"CO_57878","CO_83174",0.993,0.001,0.005,0.006,71188,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83174","Urban Farm Girlz",8.2,"kid","UrbanFarm-08","2","Urban Farm Girlz_8.2_2"
"CO_57878","CO_83170",0.99,0.009,0,0.005,67785,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83170","Jays",1,"kid","Jays-01","1","Jays_1_1"
"CO_57878","CO_83170",0.99,0.009,0,0.005,67785,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83170","Jays",1,"kid","Jays-01","1","Jays_1_1"
"CO_57878","CO_83169",0.988,0.012,0,0.006,69868,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83169","Jays",1,"kid","Jays-01","1","Jays_1_1"
"CO_57878","CO_83169",0.988,0.012,0,0.006,69868,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83169","Jays",1,"kid","Jays-01","1","Jays_1_1"
"CO_57878","CO_83176",0.988,0.007,0.005,0.008,62462,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83176","Struthers",25,"kid","Struthers-24","2","Struthers_25_2"
"CO_57878","CO_83176",0.988,0.007,0.005,0.008,62462,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83176","Struthers",25,"kid","Struthers-24","2","Struthers_25_2"
"CO_57878","CO_83173",0.99,0.01,0,0.005,71427,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83173","Urban Farm Girlz",8.2,"kid","UrbanFarm-08","2","Urban Farm Girlz_8.2_2"
"CO_57878","CO_83173",0.99,0.01,0,0.005,71427,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83173","Urban Farm Girlz",8.2,"kid","UrbanFarm-08","2","Urban Farm Girlz_8.2_2"
"CO_57878","CO_83171",0.989,0.011,0,0.005,71812,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83171","Boyer",13.2,"kid","Boyer-13","1","Boyer_13.2_1"
"CO_57878","CO_83171",0.989,0.011,0,0.005,71812,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83171","Boyer",13.2,"kid","Boyer-13","1","Boyer_13.2_1"
"CO_57878","CO_83177",0.991,0.007,0.003,0.006,60012,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83177","Struthers",25,"kid","Struthers-24","2","Struthers_25_2"
"CO_57878","CO_83177",0.991,0.007,0.003,0.006,60012,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83177","Struthers",25,"kid","Struthers-24","2","Struthers_25_2"
"CO_57878","CO_83181",0.992,0.008,0,0.004,65919,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83181","Boyer",9.2,"kid","Boyer-09","1","Boyer_9.2_1"
"CO_57878","CO_83181",0.992,0.008,0,0.004,65919,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83181","Boyer",9.2,"kid","Boyer-09","1","Boyer_9.2_1"
"CO_57878","CO_83175",0.986,0.014,0,0.007,66299,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83175","Urban Farm Girlz",8.2,"kid","UrbanFarm-08","2","Urban Farm Girlz_8.2_2"
"CO_57878","CO_83175",0.986,0.014,0,0.007,66299,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83175","Urban Farm Girlz",8.2,"kid","UrbanFarm-08","2","Urban Farm Girlz_8.2_2"
"CO_57878","CO_83178",0.992,0.008,0,0.004,66830,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83178","Struthers",25,"kid","Struthers-24","2","Struthers_25_2"
"CO_57878","CO_83178",0.992,0.008,0,0.004,66830,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83178","Struthers",25,"kid","Struthers-24","2","Struthers_25_2"
"CO_57878","CO_83189",0.992,0.007,0.001,0.004,67682,"2850-57878","Make Believe",31,"mom","MakeBelieve-31","","Make Believe_31_","2811-83189","Cathys",2,"kid","Cathys-01","2","Cathys_2_2"
"CO_57878","CO_83189",0.992,0.007,0.001,0.004,67682,"2850-57878","Make Believe",31,"mom","MakeBelieve-70.3","","Make Believe_31_","2811-83189","Cathys",2,"kid","Cathys-01","2","Cathys_2_2"
